Date,IWF,IWM,MTUM,SDC,SPY,VLUE,VXX
2020-07-30,-1.1618527963940453,-0.8777059486388707,-1.307395765375719,1.0,-1.5839511298262259,-0.0,0.0
2020-07-31,-1.162742423343811,-0.8773500978589645,-1.3074550738390367,1.0,-1.583358045193049,-0.0,0.0
2020-08-03,-1.1479153075143822,-0.8916434375185338,-1.313030069390902,1.0,-1.5783168258110434,-0.0,0.0
2020-08-04,-1.1458382736542567,-0.8867085605880959,-1.3108252312070192,1.0,-1.5850130424472373,-0.0,0.0
2020-08-05,-1.1455850085987072,-0.8877423945917097,-1.3113918045424895,1.0,-1.5854237087113798,-0.0,0.0
2020-08-06,-1.1465558194774348,-0.8961995249406176,-1.308788598574822,1.0,-1.5867577197149645,-0.0,0.0
2020-08-07,-1.141515601783061,-0.9021693907875186,-1.3149479940564635,1.0,-1.5849034175334324,-0.0,0.0
2020-08-10,-1.1383408604706442,-0.9061088661754219,-1.3131091038744949,1.0,-1.584917993819824,-0.0,0.0
2020-08-11,-1.1396648044692739,-0.905146796624272,-1.3144538214667776,1.0,-1.5839177463449425,-0.0,0.0
2020-08-12,-1.133372921615202,-0.9122327790973872,-1.2989311163895487,1.0,-1.593705463182898,-0.0,0.0
2020-08-13,-1.1275486012328118,-0.9198672356567094,-1.285917496443812,1.0,-1.5936462778568041,-0.0,0.0
2020-08-14,-1.1423575520048237,-0.929273439855291,-1.300813988543865,1.0,-1.6571600844136267,-0.0,0.0
2020-08-17,-1.1439773207069184,-0.9291875263888051,-1.3012847578261657,1.0,-1.6572772784848302,-0.0,0.0
2020-08-18,-1.1468366668680887,-0.9289987310411505,-1.2814067315245634,1.0,-1.677382319173364,-0.008036739380022962,0.0
2020-08-19,-1.1603756437443198,-0.9208724628900332,-1.2896697970312025,1.0,-1.68579218418661,-0.002059981823689791,0.0
2020-08-20,-1.1589351767630829,-0.924140440240131,-1.2893699593717787,1.0,-1.6856467163907587,-0.0058819962403735375,0.0
2020-08-21,-1.149836145163248,-0.9283893676417041,-1.2816482582837723,1.0,-1.6886758101711372,-0.020208763199417404,0.0
2020-08-24,-1.149472023303799,-0.9294210462434761,-1.281344823400898,1.0,-1.6879475664522392,-0.020451511105716712,0.0
2020-08-25,-1.1528418751518095,-0.9307748360456644,-1.2942676706339569,1.0,-1.684661161039592,-0.0098979839689094,0.0
2020-08-26,-1.150009113554894,-0.9313445531320251,-1.2933349535208702,1.0,-1.6862506835166173,-0.014703201895619418,0.0
2020-08-27,-1.1281004143895264,-0.9254098852921747,-1.2847276439853463,1.0,-1.6498108221728427,-0.017596540748303406,0.0
2020-08-28,-1.1278601885772626,-0.9209657077652994,-1.2854483214221368,1.0,-1.6508918383280287,-0.02047925049546574,0.0
2020-08-31,-1.1296173944381043,-0.9204156405790137,-1.2876449035978137,1.0,-1.6514505375698243,-0.01723827256892306,0.0
2020-09-01,-1.1410565673622,-0.914123748643107,-1.3187190929924015,1.0,-1.6483536364732845,-0.00838258352430346,0.0
2020-09-02,-1.1291762151730793,-0.9002532866964178,-1.319141237486431,1.0,-1.648896393679894,-0.03322880231576408,0.0
2020-09-03,-1.177442483945383,-0.8774237795373776,-1.3502712139160795,1.0,-1.7421909096577093,-0.08759897749236237,0.0
2020-09-04,-1.0913551111663147,-0.891566265060241,-1.2823872810830954,1.0,-1.7745000621040863,-0.17059992547509628,0.0
2020-09-08,-1.0896577380952381,-0.8879588293650793,-1.2821180555555554,1.0,-1.763950892857143,-0.17664930555555555,0.0
2020-09-09,-1.0546179236470075,-0.9301862116210998,-1.206701127234228,1.0,-1.7940462103755372,-0.24232421996636982,0.0
2020-09-10,-1.0315276406712734,-0.9142398815399803,-1.1922507403751232,1.0,-1.774617472852912,-0.2571569595261599,0.0
2020-09-11,-1.025522470871093,-0.9242956661118304,-1.1943776585907158,1.0,-1.7672153381419151,-0.2533136058196166,0.0
2020-09-14,-1.0279129952554071,-0.9349929139195269,-1.1948980220592766,1.0,-1.7620925503727896,-0.2419126255468606,0.0
2020-09-15,-1.028094387283593,-0.9337687141888977,-1.1923479760951265,1.0,-1.7607664346004557,-0.24601072022672663,0.0
2020-09-16,-1.0335102443841029,-0.9186003455936806,-1.195013576894594,1.0,-1.763330041964947,-0.260861515675142,0.0
2020-09-17,-1.0279866847491061,-0.9214646775983233,-1.1909135741585501,1.0,-1.7590925903094563,-0.2650104795956109,0.0
2020-09-18,-1.0205627039340024,-0.9206427384103922,-1.1881425844979376,1.0,-1.7525087730099123,-0.2747029489626301,0.0
2020-09-21,-1.008770853778214,-0.9298331697742886,-1.1883586849852799,1.0,-1.731476938174681,-0.275085868498528,0.0
2020-09-22,-0.9904883848545821,-0.9466495945369185,-1.1626730077434304,1.0,-1.7127004450948113,-0.284677763551003,0.0
2020-09-23,-0.9932366561052888,-0.9396782841823057,-1.162503046551304,1.0,-1.7121009017791862,-0.2856446502559103,0.0
2020-09-24,-0.973765338814,-0.9221422958350964,-1.1406637248383003,1.0,-1.7060992564831046,-0.30212174333554975,0.0
2020-09-25,-0.9739859971028489,-0.9182158377595364,-1.1400893288266538,1.0,-1.7012916465475616,-0.30220907774022215,0.0
2020-09-28,-0.955886736214605,-0.9065871833084946,-1.1134426229508196,1.0,-1.6726676602086437,-0.3126676602086438,0.0
2020-09-29,-0.9538315088053307,-0.8985602094240838,-1.1175630652070443,1.0,-1.6702165635411708,-0.30937648738695855,0.0
2020-09-30,-0.95313986679353,-0.9002735490009515,-1.1175666032350142,1.0,-1.6679352997145576,-0.3077426260704091,0.0
2020-10-01,-0.946090047393365,-0.9163507109004739,-1.1084715639810425,1.0,-1.6550947867298578,-0.29810426540284357,0.0
2020-10-02,-0.9465449804432855,-0.9064240843901861,-1.1058433092331397,1.0,-1.6628540950574848,-0.30461064359369444,0.0
2020-10-05,-0.9346888113954726,-0.9134700632425083,-1.0937998699686742,1.0,-1.6592588214433475,-0.3092381346415273,0.0
2020-10-06,-0.9414711776494166,-0.8976777083578922,-1.0953672049982317,1.0,-1.658788164564423,-0.3008369680537546,0.0
2020-10-07,-0.9296677447809468,-0.9097324316377536,-1.0917377241987651,1.0,-1.643928256395178,-0.30555718906204055,0.0
2020-10-08,-0.9192717480388714,-0.9103149514108418,-1.0757522538344457,1.0,-1.6398548179370096,-0.308863130780939,0.0
2020-10-09,-0.9219974272014968,-0.9124079055081278,-1.0773593731727282,1.0,-1.6383463922348263,-0.29715822710794054,0.0
2020-10-12,-0.9086074913808215,-0.9090749722433239,-1.075965640156606,1.0,-1.6347221410623503,-0.3151405364342897,0.0
2020-10-13,-0.892977954041759,-0.9174734631984136,-1.073836463315059,1.0,-1.6274349702554531,-0.3204829114662312,0.0
2020-10-14,-0.8908508158508158,-0.9191142191142191,-1.070920745920746,1.0,-1.6252913752913751,-0.3212703962703963,0.0
2020-10-15,-0.8905194502678779,-0.9181807593757279,-1.0692988586070347,1.0,-1.6236314931283484,-0.32174470067551825,0.0
2020-10-16,-0.8868594031760806,-0.9201907975103251,-1.0683497178756325,1.0,-1.6192775289395613,-0.3223198185096853,0.0
2020-10-19,-0.886415160146486,-0.9216997035400804,-1.074580015113643,1.0,-1.6171016683136663,-0.3131430564436436,0.0
2020-10-20,-0.8837574067619379,-0.9221563843383292,-1.0711049146043918,1.0,-1.6196700360171954,-0.31253630765655865,0.0
2020-10-21,-0.8815506935174976,-0.9170680749811386,-1.070860658116186,1.0,-1.6188265335732113,-0.3151877430212988,0.0
2020-10-22,-0.8816804967214065,-0.9157430511228457,-1.0694597574421167,1.0,-1.6193349968084487,-0.3166018685080949,0.0
2020-10-23,-0.8732206147231422,-0.9243507059438731,-1.0689094183952124,1.0,-1.6202428679332983,-0.3235140317238975,0.0
2020-10-26,-0.8727421046498077,-0.9149865982985667,-1.0735928213494932,1.0,-1.6248106281319192,-0.3406945577438527,0.0
2020-10-27,-0.8682373472949388,-0.913845258871437,-1.0694589877835952,1.0,-1.6314717859220476,-0.3343222803955788,0.0
2020-10-28,-0.8158207435070447,-0.8975838850223504,-1.0638261755219827,1.0,-1.5649861370452103,-0.31613195269620326,0.0
2020-10-29,-0.786734120292299,-0.8992130410342889,-1.0587970770095558,1.0,-1.558010118043845,-0.31838111298482297,0.0
2020-10-30,-0.7837124403257512,-0.8937377141252456,-1.0602639707947206,1.0,-1.5564729008705418,-0.32221286155574275,0.0
2020-11-02,-0.7716059741567377,-0.885775018179784,-1.0547631034289868,1.0,-1.550763550931364,-0.33087207025787324,0.0
2020-11-03,-0.7703444832750873,-0.8668663671159925,-1.0313973484218117,1.0,-1.5355855106229543,-0.3430964664114939,0.0
2020-11-04,-0.7698017059931317,-0.8586462833721058,-1.0294117647058822,1.0,-1.5362246593552673,-0.34485432591115545,0.0
2020-11-05,-0.7266111693037103,-0.8846132642372788,-0.9941562379403495,1.0,-1.5337670213352446,-0.3738353823253762,0.0
2020-11-06,-0.7212501375591504,-0.8800484208209529,-0.9946076813029602,1.0,-1.5345548585891935,-0.3719049191152195,0.0
