Date,HYMC,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-10-12,1.0,-0.7044432526094312,-0.19938941375469285,-0.8346466438384421,-1.3871034283592558,-0.0,0.0
2020-10-13,1.0,-0.6919166873295314,-0.21543102735763286,-0.8363087858500702,-1.3889577651045542,-0.0,0.0
2020-10-14,1.0,-0.691900826446281,-0.21516528925619835,-0.8365289256198347,-1.3886363636363637,-0.0,0.0
2020-10-15,1.0,-0.6909339521007707,-0.21347476589044503,-0.8401839728184305,-1.3969503604872793,-0.0020303306538493413,0.0
2020-10-16,1.0,-0.6883030755201858,-0.2180220508994446,-0.837685484539501,-1.3962530050567852,-0.004642294619912128,0.0
2020-10-19,1.0,-0.6860868474944622,-0.21707694236636435,-0.8449450411668825,-1.414134659589585,-0.017135453671584405,0.0
2020-10-20,1.0,-0.6842698505468815,-0.21620606161810138,-0.8436586791350087,-1.4141270768973866,-0.016406445687567838,0.0
2020-10-21,1.0,-0.6842039333583866,-0.21658524364274082,-0.8458808300972901,-1.4127103428118084,-0.01615933859451334,0.0
2020-10-22,1.0,-0.6860557435961723,-0.21344699343947182,-0.8441770089005892,-1.4162801387321884,-0.018720488069867536,0.0
2020-10-23,1.0,-0.6861393172036272,-0.21361414065438133,-0.8441352220968618,-1.4156115498725503,-0.019138356107141364,0.0
2020-10-26,1.0,-0.6962057335581788,-0.22668634064080945,-0.850885328836425,-1.435539629005059,-0.00657672849915683,0.0
2020-10-27,1.0,-0.6920844549125168,-0.22190444145356664,-0.8529609690444145,-1.4389300134589502,-0.0,0.0
2020-10-28,1.0,-0.6927703242629432,-0.22164276401564534,-0.8530092105816545,-1.4383227488749633,-0.0,0.0
