Date,IWF,IWM,MTUM,PHAT,SPY,VLUE,VXX
2020-08-26,-1.3307558139534885,-0.5598837209302325,-1.216511627906977,1.0,-1.6054651162790698,-0.10133720930232559,0.0
2020-08-27,-1.3067545496966868,-0.5853943070461969,-1.2071278581427904,1.0,-1.609192720485301,-0.12453336444237051,0.0
2020-08-28,-1.3101214102264769,-0.5848704179313565,-1.2094910109736166,1.0,-1.6100280177445716,-0.1225776325005837,0.0
2020-08-31,-1.310318664643399,-0.5847437842885491,-1.2098167386483016,1.0,-1.6096066300922143,-0.12192132601844285,0.0
2020-09-01,-1.3115586690017513,-0.5831290134267367,-1.21395213076474,1.0,-1.6089316987740807,-0.12008172796263865,0.0
2020-09-02,-1.3022779176670376,-0.5725244480880717,-1.218715231012473,1.0,-1.6157990279323067,-0.1465714118404872,0.0
2020-09-03,-1.30404495697477,-0.5783527483463091,-1.2229116665691038,1.0,-1.6113680266932038,-0.13703682023063865,0.0
2020-09-04,-1.2435785933785586,-0.5843335072766277,-1.1677393169826635,1.0,-1.622195164376413,-0.18020525308749347,0.0
2020-09-08,-1.2307736887858591,-0.5827875977977397,-1.1617502173283105,1.0,-1.6202260214430597,-0.1998261373514923,0.0
2020-09-09,-1.2013125323815554,-0.5944965747510218,-1.1226181566979447,1.0,-1.6130907834897243,-0.2251453572045363,0.0
2020-09-10,-1.1928686265502983,-0.5942237023426734,-1.1114492420762516,1.0,-1.6125401929260448,-0.23076481396417084,0.0
2020-09-11,-1.1848243452346838,-0.5987162588113931,-1.1085449022866638,1.0,-1.6085162473494181,-0.23038569545532694,0.0
2020-09-14,-1.1849962748581582,-0.5995185970542724,-1.1087741417846295,1.0,-1.606968880738151,-0.23078686457676656,0.0
2020-09-15,-1.1877039326807486,-0.5859522582861069,-1.0989180834621328,1.0,-1.6155475413589788,-0.23630431049287307,0.0
2020-09-16,-1.1855221745350502,-0.586552217453505,-1.0929899856938485,1.0,-1.6160228898426323,-0.24137339055793994,0.0
2020-09-17,-1.1723742984766923,-0.5972969877448173,-1.0844118657656625,1.0,-1.6154506929332264,-0.2572443019127248,0.0
2020-09-18,-1.165741429634293,-0.5966920391461112,-1.08298517713043,1.0,-1.6130029187889887,-0.26469409946775024,0.0
2020-09-21,-1.160089352196575,-0.6059911793344407,-1.0926742654218455,1.0,-1.6062202875307865,-0.2627871012085457,0.0
2020-09-22,-1.1618464005497968,-0.6027146211557185,-1.094324494587939,1.0,-1.6076398831682037,-0.26052345226504786,0.0
2020-09-23,-1.1590336615525532,-0.6022441035035494,-1.0948019235172888,1.0,-1.6060796885733915,-0.26259445843828716,0.0
2020-09-24,-1.1531829860119898,-0.595318298601199,-1.0883242934627462,1.0,-1.6090208392806167,-0.2635455324007993,0.0
2020-09-25,-1.1529633436108258,-0.5960945529290854,-1.0889574055041682,1.0,-1.6083704464999429,-0.2633892885691447,0.0
2020-09-28,-1.1463192108114273,-0.5919484518446713,-1.0775503221759708,1.0,-1.608598962194218,-0.2778126247362719,0.0
2020-09-29,-1.1458594372935413,-0.585089417929149,-1.0803622280441962,1.0,-1.6087253673539126,-0.2753730493222462,0.0
2020-09-30,-1.1458511304744006,-0.5856256051027964,-1.0818383734836836,1.0,-1.6069821743835069,-0.2747878580784783,0.0
2020-10-01,-1.1455901611342025,-0.5862324204293116,-1.0810226043386664,1.0,-1.6061606786995388,-0.2747822126060468,0.0
2020-10-02,-1.1428734061930783,-0.5791780510018214,-1.07860883424408,1.0,-1.6099157559198545,-0.2815915300546448,0.0
2020-10-05,-1.1417027088549967,-0.5796152970635101,-1.0770544047348056,1.0,-1.611427270657865,-0.2810721602549511,0.0
2020-10-06,-1.1420780548770095,-0.5679145600181787,-1.0706697721979208,1.0,-1.614327103334659,-0.2858035562120093,0.0
2020-10-07,-1.13645390070922,-0.5737872340425532,-1.0670070921985817,1.0,-1.6090212765957448,-0.2874893617021277,0.0
2020-10-08,-1.135135135135135,-0.5711938353447787,-1.065216159555782,1.0,-1.609212986571477,-0.2853419457193042,0.0
2020-10-09,-1.1335340224923323,-0.5712825173236397,-1.064977848460752,1.0,-1.6174031580143133,-0.29274111098489153,0.0
2020-10-12,-1.1251842612541103,-0.5696791019389953,-1.0554484635446195,1.0,-1.6060210908266244,-0.3133008277582492,0.0
2020-10-13,-1.1136209239130435,-0.575973731884058,-1.0531589673913044,1.0,-1.6009963768115942,-0.3174252717391305,0.0
2020-10-14,-1.1142938013020096,-0.5743560713274837,-1.054627795075007,1.0,-1.602320973676762,-0.3153127653552222,0.0
2020-10-15,-1.1113437057991513,-0.5731824611032532,-1.054936350777935,1.0,-1.5992079207920795,-0.3190381895332391,0.0
2020-10-16,-1.109652597035193,-0.5773452529138848,-1.049734072649089,1.0,-1.5977707366753422,-0.32346950322507634,0.0
2020-10-19,-1.101605181638975,-0.5780906786820613,-1.0600957476767108,1.0,-1.5856941706561531,-0.30667417628836946,0.0
2020-10-20,-1.1028169014084508,-0.5770140845070423,-1.0621971830985917,1.0,-1.5900845070422536,-0.3016338028169014,0.0
2020-10-21,-1.1032461677186656,-0.5746731289449956,-1.0610910730387737,1.0,-1.5934963931469794,-0.30320108205590623,0.0
2020-10-22,-1.103098591549296,-0.5741408450704225,-1.0607887323943663,1.0,-1.5927887323943664,-0.3029295774647887,0.0
2020-10-23,-1.1001240275115571,-0.5783628368474462,-1.0585748111399256,1.0,-1.594542789491487,-0.3059533205547412,0.0
2020-10-26,-1.099554653588139,-0.5770336546592255,-1.0587970009583403,1.0,-1.5938327977901798,-0.30807824567337505,0.0
2020-10-27,-1.0970901108797209,-0.5737603422074633,-1.0630945010412562,1.0,-1.5954860133956212,-0.2989249732650419,0.0
2020-10-28,-1.097625478280441,-0.5728674319153725,-1.0665091154625252,1.0,-1.5950934053567412,-0.2947332883187036,0.0
