Date,IWF,IWM,MTUM,SPY,TFFP,VLUE,VXX
2020-07-30,-0.7248720573183214,-0.18683043329921528,-0.4946775844421699,-1.0054247697031728,1.0,-0.0,0.0
2020-07-31,-0.775234679886088,-0.18243504552965578,-0.5263509475090532,-1.0318180220089301,1.0,-0.0,0.0
2020-08-03,-0.768168400337363,-0.18860697216755695,-0.5288515603036268,-1.0285704245150409,1.0,-0.0,0.0
2020-08-04,-0.766630354570053,-0.1844537372175563,-0.5276381909547739,-1.0353515830902766,1.0,-0.0,0.0
2020-08-05,-0.7808743750664823,-0.1796617381129667,-0.5368577810871183,-1.0483281920363081,1.0,-0.0,0.0
2020-08-06,-0.780819974464463,-0.18169243864377926,-0.5362462760675273,-1.047843665768194,1.0,-0.0,0.0
2020-08-07,-0.7779826925805079,-0.18428145836288837,-0.5385161015746914,-1.0457866364023267,1.0,-0.0,0.0
2020-08-10,-0.7638235713267778,-0.2065697591563346,-0.534879578167308,-1.0575032064985035,1.0,-0.0,0.0
2020-08-11,-0.7607703639826093,-0.22219826811828536,-0.5293018576407603,-1.0808451007868924,1.0,-0.0,0.0
2020-08-12,-0.7686251850781843,-0.21768805749160378,-0.5411144415152938,-1.083817846953884,1.0,-0.0,0.0
2020-08-13,-0.7654183037162527,-0.22185776592293552,-0.5336841725840752,-1.083552607865047,1.0,-0.0,0.0
2020-08-14,-0.7892947241417133,-0.2189316661182407,-0.5569449014661256,-1.090965595407846,1.0,-0.0,0.0
2020-08-17,-0.8125588224221663,-0.22218875879983438,-0.5896924293189776,-1.1401950080939653,1.0,-0.0,0.0
2020-08-18,-0.9009864666557965,-0.2273357247676504,-0.7405022012065873,-1.207443339311919,1.0,-0.0,0.0
2020-08-19,-0.8973527601067104,-0.24469525959367944,-0.7442643135645393,-1.2179355633080238,1.0,-0.0,0.0
2020-08-20,-0.899439498846027,-0.250576986482031,-0.7474035608308606,-1.2239119683481703,1.0,-0.0,0.0
2020-08-21,-0.8944176259438049,-0.2584065684696951,-0.7430787638734168,-1.230020217023559,1.0,-0.0,0.0
2020-08-24,-0.8943763667120518,-0.2586541238602137,-0.7431200231051698,-1.2297726616330404,1.0,-0.0,0.0
2020-08-25,-0.8980638755584974,-0.25541949362899224,-0.7599288432897567,-1.2236471951017707,1.0,-0.0,0.0
2020-08-26,-0.898239641285394,-0.2589886240969858,-0.7624761272108279,-1.2320850286473473,1.0,-0.0,0.0
2020-08-27,-0.8985218402258761,-0.25925925925925924,-0.7628716160106295,-1.2314814814814816,1.0,-0.0,0.0
2020-08-28,-0.9212783206041729,-0.26850706148397835,-0.7898195161496778,-1.287195460169817,1.0,-0.0,0.0
2020-08-31,-0.9224292674587572,-0.2703649884605522,-0.7907940849645269,-1.2903239593127618,1.0,-0.0,0.0
2020-09-01,-0.9274564609761342,-0.2825198881960868,-0.7739410879380778,-1.316276069662438,1.0,-0.0,0.0
2020-09-02,-0.9214184275078539,-0.2820071437793175,-0.7768644833670441,-1.3231914618926712,1.0,-0.0,0.0
2020-09-03,-0.941589600418775,-0.2902634793229803,-0.8069272378293492,-1.3235037515267842,1.0,-0.0,0.0
2020-09-04,-0.911484593837535,-0.2929110105580694,-0.7768153415212239,-1.3282051282051281,1.0,-0.0,0.0
2020-09-08,-0.9036673553719008,-0.29726239669421484,-0.7738464187327824,-1.3296315426997245,1.0,-0.0,0.0
2020-09-09,-0.8782608695652174,-0.32739344613407584,-0.7336046262582995,-1.344313557506961,1.0,-0.0,0.0
2020-09-10,-0.8687342690158268,-0.33211040484620963,-0.7202337784224223,-1.344908493664946,1.0,-0.0,0.0
2020-09-11,-0.8601944231261193,-0.3394730110002558,-0.7201756629999148,-1.3438219493476593,1.0,-0.0,0.0
2020-09-14,-0.8585143149720528,-0.33758586849852795,-0.720570038827495,-1.350087468532662,1.0,-0.0,0.0
2020-09-15,-0.8587678936605316,-0.3336315610088616,-0.7159594410361282,-1.3520364689843218,1.0,-0.0,0.0
2020-09-16,-0.8586521257561557,-0.3340291386214535,-0.7158132401806254,-1.3515804720115872,1.0,-0.0,0.0
2020-09-17,-0.8497358554873892,-0.34628493524199044,-0.7105061349693251,-1.3538258350374914,1.0,-0.0,0.0
2020-09-18,-0.8431055053690132,-0.349838077381967,-0.711479461394239,-1.3566984830407363,1.0,-0.0,0.0
2020-09-21,-0.8384691209874426,-0.36309090129859,-0.7316675952513607,-1.3525050357862256,1.0,-0.0,0.0
2020-09-22,-0.8497640497640497,-0.34307164307164306,-0.7435435435435436,-1.3536250536250536,1.0,-0.0,0.0
2020-09-23,-0.8452437090067304,-0.34415055515068377,-0.7454451922664722,-1.352038410425687,1.0,-0.0,0.0
2020-09-24,-0.8377928562283958,-0.33849699142235307,-0.7375069346647889,-1.3536892416677335,1.0,-0.0,0.0
2020-09-25,-0.8378886231636489,-0.3396822685343355,-0.7393235394601981,-1.3536897847625553,1.0,-0.0,0.0
2020-09-28,-0.8411026925217242,-0.3399255168871195,-0.7439750010701597,-1.355635460810753,1.0,-0.0,0.0
2020-09-29,-0.846153846153846,-0.32719151312116135,-0.7555297856805394,-1.366146974187175,1.0,-0.0,0.0
2020-09-30,-0.8462265366607964,-0.3276062024827113,-0.7575705510931662,-1.3639448477299085,1.0,-0.0,0.0
2020-10-01,-0.8515544041450778,-0.3256476683937824,-0.7661053540587219,-1.3744818652849742,1.0,-0.0,0.0
2020-10-02,-0.8497970814264745,-0.32104308781625074,-0.7642690613936621,-1.3823072273551507,1.0,-0.0,0.0
2020-10-05,-0.8480559271566047,-0.32209899451948387,-0.7623095844301558,-1.3828593621887542,1.0,-0.0,0.0
2020-10-06,-0.8522639068564036,-0.31030616645105646,-0.7561448900388099,-1.3934885726606296,1.0,-0.0,0.0
2020-10-07,-0.8456436539041302,-0.32072871355355526,-0.7528748008096817,-1.3875705241397132,1.0,-0.0,0.0
2020-10-08,-0.844757891115507,-0.31611765717725987,-0.7514406123677647,-1.3880192655027093,1.0,-0.0,0.0
2020-10-09,-0.8445725098916222,-0.31627386891450193,-0.7513332186478582,-1.3885257182177877,1.0,-0.0,0.0
2020-10-12,-0.8400275221467275,-0.32170809323127203,-0.7485593876322353,-1.3899974197987444,1.0,-0.0,0.0
2020-10-13,-0.8588923663083413,-0.3764230961128498,-0.811448269605842,-1.4889554134349345,1.0,-0.0,0.0
2020-10-14,-0.8637458528382493,-0.37313093669045133,-0.8209789574148979,-1.4870244966595463,1.0,-0.0,0.0
2020-10-15,-0.8651291848617175,-0.3745906113537118,-0.822325327510917,-1.486763100436681,1.0,-0.0,0.0
2020-10-16,-0.862026415611718,-0.39029294821991684,-0.8224029980348248,-1.4954069740871074,1.0,-0.0,0.0
2020-10-19,-0.8601561429941105,-0.39159019312422955,-0.8151851344564671,-1.498607496689951,1.0,-0.0,0.0
2020-10-20,-0.8688758157918927,-0.3876734994025186,-0.8252137144958176,-1.514201672947881,1.0,-0.0,0.0
2020-10-21,-0.870759587020649,-0.38827433628318586,-0.8349465339233039,-1.5152101769911503,1.0,-0.0,0.0
2020-10-22,-0.8729419360789559,-0.38564774247106026,-0.8328644560254578,-1.5204538117419175,1.0,-0.0,0.0
2020-10-23,-0.8710733889939573,-0.3891784676414964,-0.8307117486968956,-1.5217952857604131,1.0,-0.0,0.0
2020-10-26,-0.8648611429882948,-0.3872389258664219,-0.8280927243516182,-1.510075740188203,1.0,-0.0,0.0
2020-10-27,-0.862037334311792,-0.3832041462184103,-0.8256661927257717,-1.515617116910517,1.0,-0.0,0.0
2020-10-28,-0.8554426439622814,-0.38011535292502063,-0.8309988098507737,-1.510894442918612,1.0,-0.0,0.0
