Date,IWF,IWM,MTUM,REXR,SPY,VLUE,VXX
2019-01-09,-0.0,-0.48102683673935903,-0.0,1.0,-0.48392995931056554,-0.32096648836465047,0.0
2019-01-10,-0.0,-0.4794708341901433,-0.0,1.0,-0.48518290035871775,-0.3201727328809377,0.0
2019-01-11,-0.0,-0.47479559352312023,-0.0,1.0,-0.48826237317637355,-0.3271877791264915,0.0
2019-01-14,-0.0,-0.4733864687829234,-0.0,1.0,-0.4850212999862581,-0.33189043103843163,0.0
2019-01-15,-0.0,-0.4698088120673055,-0.0,1.0,-0.4846637018018431,-0.33794874146073084,0.0
2019-01-16,-0.0,-0.4742112827063896,-0.0,1.0,-0.47220384606610855,-0.3347628715468668,0.0
2019-01-17,-0.0,-0.47778156608705535,-0.0,1.0,-0.46723491305830206,-0.3279463575406296,0.0
2019-01-18,-0.0,-0.47457084733365335,-0.0,1.0,-0.4686507120162747,-0.3425449724565133,0.0
2019-01-22,-0.0,-0.49123635954550565,-0.0,1.0,-0.5025312183597704,-0.2562042974462819,0.0
2019-01-23,-0.0,-0.4582029403156449,-0.0,1.0,-0.5106153049508071,-0.2825719882027152,0.0
2019-01-24,-0.0,-0.45461919783686344,-0.0,1.0,-0.5173501577287066,-0.2812978819287968,0.0
2019-01-25,-0.0,-0.4532997322412978,-0.0,1.0,-0.5660733973854151,-0.23069999774992686,0.0
2019-01-28,-0.0,-0.4627221306729613,-0.0,1.0,-0.5373669442836146,-0.22678483944239075,0.0
2019-01-29,-0.0,-0.45599589414022407,-0.0,1.0,-0.5373543981791404,-0.2380952380952381,0.0
2019-01-30,-0.0,-0.4541495443987851,-0.0,1.0,-0.5367830980882616,-0.24240664641772378,0.0
2019-01-31,-0.0,-0.4642825212337952,-0.0,1.0,-0.5137460885113991,-0.257130084935181,0.0
2019-02-01,-0.0,-0.4630072666294019,-0.0,1.0,-0.5111906092789268,-0.26168809390721076,0.0
2019-02-04,-0.0,-0.4663328266118215,-0.0,1.0,-0.5128766878297416,-0.2563489224716087,0.0
2019-02-05,-0.0,-0.4599960117873839,-0.0,1.0,-0.5105798418008995,-0.24509782199277688,0.0
2019-02-06,-0.0,-0.46537635361073587,-0.0,1.0,-0.503244236773922,-0.24585335606882652,0.0
2019-02-07,-0.0,-0.46990055248618784,-0.0,1.0,-0.5013922651933701,-0.23862983425414366,0.0
2019-02-08,-0.0,-0.5013812154696132,-0.0,1.0,-0.5587356217733901,-0.20417081786070104,0.0
2019-02-11,-0.0,-0.4882187045123726,-0.0,1.0,-0.5541757641921397,-0.23198689956331875,0.0
2019-02-12,-0.0,-0.48387609213661636,-0.0,1.0,-0.5505503233859073,-0.23494837172359015,0.0
2019-02-13,-0.0,-0.4929328221067677,-0.0,1.0,-0.5471107380266352,-0.22869070036526987,0.0
2019-02-14,-0.0,-0.4686945846405675,-0.0,1.0,-0.5655208475423998,-0.2392352112035648,0.0
2019-02-15,-0.0,-0.4859664286039212,-0.0,1.0,-0.5568848655779466,-0.2316562798526134,0.0
2019-02-19,-0.0,-0.4756349440522935,-0.0,1.0,-0.5649696997208289,-0.22907918926893486,0.0
2019-02-20,-0.0,-0.48204476324510825,-0.0,1.0,-0.5606074363281427,-0.2272665365233577,0.0
2019-02-21,-0.0,-0.46612072681078875,-0.0,1.0,-0.5648889594628315,-0.237438468343806,0.0
2019-02-22,-0.0,-0.4657322991790266,-0.0,1.0,-0.566766453485735,-0.23536082006622217,0.0
2019-02-25,-0.0,-0.4635794743429287,-0.0,1.0,-0.5731482534986915,-0.2388440095574013,0.0
2019-02-26,-0.0,-0.466364340731963,-0.0,1.0,-0.5773437856068548,-0.23513057745772753,0.0
2019-02-27,-0.0,-0.46868230841142805,-0.0,1.0,-0.5776956928198462,-0.23375971908703286,0.0
2019-02-28,-0.0,-0.46379857890287646,-0.0,1.0,-0.5741963490141424,-0.2467271356439489,0.0
2019-03-01,-0.0,-0.4620899066231364,-0.0,1.0,-0.5785484349672382,-0.24241455674527979,0.0
2019-03-04,-0.0,-0.4551388857188506,-0.0,1.0,-0.5778878415082281,-0.24940086275762902,0.0
2019-03-05,-0.0,-0.4461242880995403,-0.0,1.0,-0.5902884197525217,-0.25081768486539646,0.0
2019-03-06,-0.0,-0.44532607701454313,-0.0,1.0,-0.5936156590139944,-0.2477362114698619,0.0
2019-03-07,-0.0,-0.442503140344867,-0.0,1.0,-0.5983327623615393,-0.2430512732671006,0.0
2019-03-08,-0.0,-0.4361232467233847,-0.0,1.0,-0.6271556679696482,-0.23610025293170842,0.0
2019-03-11,-0.0,-0.43591755718143427,-0.0,1.0,-0.6262607611881738,-0.24587439702725783,0.0
2019-03-12,-0.0,-0.41950799450741266,-0.0,1.0,-0.6375823306258291,-0.27025391579584335,0.0
2019-03-13,-0.0,-0.4308819754008449,-0.0,1.0,-0.6388078511914487,-0.26417252082992976,0.0
2019-03-14,-0.0,-0.42521646029233773,-0.0,1.0,-0.6443068615585141,-0.2580299785867238,0.0
2019-03-15,-0.0,-0.4150406124544861,-0.0,1.0,-0.6494958453925871,-0.2695126505461675,0.0
2019-03-18,-0.0,-0.4184282224727546,-0.0,1.0,-0.6519870349492671,-0.278325817361894,0.0
2019-03-19,-0.0,-0.41824844953956025,-0.0,1.0,-0.6518511557977824,-0.279082879158053,0.0
2019-03-20,-0.0,-0.42581647790152816,-0.0,1.0,-0.6473898608396713,-0.28142880689444066,0.0
2019-03-21,-0.0,-0.42750500412104087,-0.0,1.0,-0.6550100082420817,-0.2723890262569174,0.0
2019-03-22,-0.0,-0.4234012316437707,-0.0,1.0,-0.674964471814306,-0.27018000947418286,0.0
2019-03-25,-0.0,-0.37936217180968484,-0.0,1.0,-0.6984876238786343,-0.2705603306561458,0.0
2019-03-26,-0.0,-0.386643399518936,-0.0,1.0,-0.6910107060321653,-0.28047917747488565,0.0
2019-03-27,-0.0,-0.38061092109918626,-0.0,1.0,-0.6956716593937965,-0.2824625545465267,0.0
2019-03-28,-0.0,-0.37238867348137705,-0.0,1.0,-0.6801080954059453,-0.29740336035718484,0.0
2019-03-29,-0.0,-0.37831246189203127,-0.0,1.0,-0.6737488860747619,-0.29306786736081797,0.0
2019-04-01,-0.0,-0.3845287798470704,-0.0,1.0,-0.6747900736501384,-0.2862269550124314,0.0
2019-04-02,-0.0,-0.3839677127548535,-0.0,1.0,-0.6606360030617215,-0.2748822860854035,0.0
2019-04-03,-0.0,-0.3833824313980191,-0.0,1.0,-0.6653986221613973,-0.27078935770453016,0.0
2019-04-04,-0.0,-0.3827913122088037,-0.0,1.0,-0.6701281843258153,-0.2650610787881597,0.0
2019-04-05,-0.0,-0.38287223689698313,-0.0,1.0,-0.6736642105750962,-0.26053107187543445,0.0
2019-04-08,-0.0,-0.38040759610930985,-0.0,1.0,-0.6738304770727188,-0.26164891153311715,0.0
2019-04-09,-0.0,-0.371423267039521,-0.0,1.0,-0.6971989510570652,-0.25207119816202916,0.0
2019-04-10,-0.0,-0.36854547140076016,-0.0,1.0,-0.7054324650041717,-0.24360341151385928,0.0
2019-04-11,-0.0,-0.38105619593199896,-0.0,1.0,-0.6888234339123779,-0.24939119140942087,0.0
2019-04-12,-0.0,-0.3812991349922312,-0.0,1.0,-0.6868811020152594,-0.2508754435193989,0.0
2019-04-15,-0.0,-0.38282544651077155,-0.0,1.0,-0.6712621984901492,-0.24753728595102195,0.0
2019-04-16,-0.0,-0.3849860512300279,-0.0,1.0,-0.669702349387868,-0.2509164687708943,0.0
2019-04-17,-0.0,-0.35729998842190575,-0.0,1.0,-0.7285168461271274,-0.22980201458839875,0.0
2019-04-18,-0.0,-0.36254287568369337,-0.0,1.0,-0.7268934828960786,-0.22816816538425883,0.0
2019-04-22,-0.0,-0.3549481708734254,-0.0,1.0,-0.7332775531074235,-0.23595035559894018,0.0
2019-04-23,-0.0,-0.3405782005879221,-0.0,1.0,-0.7191167280049996,-0.2549822928963266,0.0
2019-04-24,-0.0,-0.35200166902338953,-0.0,1.0,-0.715454692969239,-0.25065485987157793,0.0
2019-04-25,-0.0,-0.3611446903477776,-0.0,1.0,-0.7244281197693881,-0.239143574483913,0.0
2019-04-26,-0.0,-0.35455116717480856,-0.0,1.0,-0.7344939139339492,-0.23834570717061931,0.0
2019-04-29,-0.0,-0.3483318598483086,-0.0,1.0,-0.7333534968126193,-0.24484668000558374,0.0
2019-04-30,-0.0,-0.33694441866938846,-0.0,1.0,-0.729794933655006,-0.2530156815440289,0.0
2019-05-01,-0.0,-0.3313503590267934,-0.0,1.0,-0.7181233007227013,-0.274347593707155,0.0
2019-05-02,-0.0,-0.3347492050228628,-0.0,1.0,-0.6935218067451199,-0.29283011860826774,0.0
2019-05-03,-0.0,-0.3354918070835074,-0.0,1.0,-0.6926843986445713,-0.29276331058812605,0.0
2019-05-06,-0.0,-0.3218350835709484,-0.0,1.0,-0.6962004775482764,-0.3001599554906461,0.0
2019-05-07,-0.0,-0.3157258720457345,-0.0,1.0,-0.702609746461853,-0.30557040273291347,0.0
2019-05-08,-0.0,-0.31779454439930355,-0.0,1.0,-0.6872199651770168,-0.31651770168311083,0.0
2019-05-09,-0.0,-0.3167697546737091,-0.0,1.0,-0.6802881831028331,-0.3195264901429333,0.0
2019-05-10,-0.0,-0.31867648420857647,-0.0,1.0,-0.6803973325923868,-0.3163841807909605,0.0
2019-05-13,-0.0,-0.31638352608524345,-0.0,1.0,-0.6838018865738058,-0.31747282545715805,0.0
2019-05-14,-0.0,-0.29113633230712677,-0.0,1.0,-0.690575747828884,-0.3157652897118964,0.0
2019-05-15,-0.0,-0.29144827586206895,-0.0,1.0,-0.7014252873563218,-0.3059770114942529,0.0
2019-05-16,-0.0,-0.29179875947622325,-0.0,1.0,-0.6990810934987365,-0.30638640018378127,0.0
2019-05-17,-0.0,-0.28913003494574213,-0.0,1.0,-0.6961099871252528,-0.31382196064005885,0.0
2019-05-20,-0.0,-0.2813648052902277,-0.0,1.0,-0.6999678545187362,-0.31477314474650986,0.0
2019-05-21,-0.0,-0.2862300510509129,-0.0,1.0,-0.6983166996274662,-0.3150439221818516,0.0
2019-05-22,-0.0,-0.28253078478220917,-0.0,1.0,-0.6994118728174967,-0.31542914905348285,0.0
2019-05-23,-0.0,-0.2768429027296311,-0.0,1.0,-0.6981794807043321,-0.32071443329736676,0.0
2019-05-24,-0.0,-0.2684820447050202,-0.0,1.0,-0.7017680469036278,-0.3199661048002932,0.0
2019-05-28,-0.0,-0.264147056130391,-0.0,1.0,-0.7017672374324695,-0.3232533650764582,0.0
2019-05-29,-0.0,-0.26767319156711816,-0.0,1.0,-0.7043237934263723,-0.3120988556679839,0.0
2019-05-30,-0.0,-0.2673640454057511,-0.0,1.0,-0.7043829796953156,-0.3122673183655757,0.0
2019-05-31,-0.0,-0.2613631172628021,-0.0,1.0,-0.7096752089899959,-0.31300534466218993,0.0
2019-06-03,-0.0,-0.2736873116232692,-0.0,1.0,-0.7138486640832143,-0.2786729213406758,0.0
2019-06-04,-0.0,-0.2640748544371191,-0.0,1.0,-0.7092593851242666,-0.29223589116201093,0.0
2019-06-05,-0.0,-0.26764732262983226,-0.0,1.0,-0.7292358059018745,-0.24547044577989055,0.0
2019-06-06,-0.0,-0.25499035571704126,-0.0,1.0,-0.7487103575113264,-0.23915578881263178,0.0
2019-06-07,-0.0,-0.25360644336257376,-0.0,1.0,-0.7477620981311556,-0.2421421039642833,0.0
2019-06-10,-0.0,-0.2532755990307817,-0.0,1.0,-0.7480929731670107,-0.2422148433994436,0.0
2019-06-11,-0.0,-0.25350940340142175,-0.0,1.0,-0.7618554845676235,-0.2342751732205525,0.0
2019-06-12,-0.0,-0.24978057837290424,-0.0,1.0,-0.7617418701474062,-0.23895577810284682,0.0
2019-06-13,-0.0,-0.26911632100991884,-0.0,1.0,-0.7614968440036068,-0.22364743011722274,0.0
2019-06-14,-0.0,-0.26804077315991987,-0.0,1.0,-0.7561711032605026,-0.22596251209468732,0.0
2019-06-17,-0.0,-0.26919183967250726,-0.0,1.0,-0.7573494680492139,-0.2227220585258328,0.0
2019-06-18,-0.0,-0.2767895293138732,-0.0,1.0,-0.7533901544965929,-0.21867902039714843,0.0
2019-06-19,-0.0,-0.2687377943388179,-0.0,1.0,-0.7605333453051696,-0.21547060540079466,0.0
2019-06-20,-0.0,-0.2747487946649845,-0.0,1.0,-0.7614112558013788,-0.21680259541296806,0.0
2019-06-21,-0.0,-0.2791970802919708,-0.0,1.0,-0.7544606650446067,-0.21920338830314498,0.0
2019-06-24,-0.0,-0.2730062041737169,-0.0,1.0,-0.7463959390862945,-0.23666102650874224,0.0
2019-06-25,-0.0,-0.2609745093616061,-0.0,1.0,-0.7546582449808256,-0.24017595307917886,0.0
2019-06-26,-0.0,-0.2598636691946551,-0.0,1.0,-0.7500000000000001,-0.24726886962802455,0.0
2019-06-27,-0.0,-0.26800825827529096,-0.0,1.0,-0.7768677541574971,-0.2238809356353654,0.0
2019-06-28,-0.0,-0.27549166553118043,-0.0,1.0,-0.770995140118999,-0.22446291502021165,0.0
2019-07-01,-0.0,-0.2695914114875883,-0.0,1.0,-0.7742118137343722,-0.22109983692697951,0.0
2019-07-02,-0.0,-0.2749604161954309,-0.0,1.0,-0.7678805700067858,-0.2190907034607555,0.0
2019-07-03,-0.0,-0.26040931545518703,-0.0,1.0,-0.7973455961026248,-0.21874928859243745,0.0
2019-07-05,-0.0,-0.24665696352224142,-0.0,1.0,-0.8034658418993905,-0.2240516692440644,0.0
2019-07-08,-0.0,-0.2453689025771095,-0.0,1.0,-0.8027763938584176,-0.21640472847502154,0.0
2019-07-09,-0.0,-0.24289271163422363,-0.0,1.0,-0.8030330466274331,-0.21754187415119963,0.0
2019-07-10,-0.0,-0.21775908083412496,-0.0,1.0,-0.8251458813950333,-0.2187994752793233,0.0
2019-07-11,-0.0,-0.21530937988181756,-0.0,1.0,-0.8317598315560687,-0.21696212275577892,0.0
2019-07-12,-0.0,-0.21906399927582149,-0.0004752421471892822,1.0,-0.8407712501131529,-0.20274735222232282,0.0
2019-07-15,-0.0,-0.21499615714996156,-0.0017179800171798004,1.0,-0.844929698449297,-0.19887879198878794,0.0
2019-07-16,-0.0,-0.2160506386345654,-0.008884367582231266,1.0,-0.8418220865830224,-0.1938962360122075,0.0
2019-07-17,-0.0,-0.21120155126152737,-0.010191427476268854,1.0,-0.8369371603796983,-0.19641045297738496,0.0
2019-07-18,-0.0,-0.21099004573580846,-0.003452605147520402,1.0,-0.8408438705048874,-0.18666487310555108,0.0
2019-07-19,-0.0,-0.21256558590071303,-0.005829857841158796,1.0,-0.8389613884030674,-0.1848961836853671,0.0
2019-07-22,-0.0,-0.21949732402953728,-0.013255651152812593,1.0,-0.8565815324165029,-0.16884583248650725,0.0
2019-07-23,-0.0,-0.22282154866957052,-0.01532420050102688,1.0,-0.8538897289489721,-0.16484235708321107,0.0
2019-07-24,-0.0,-0.2220414802765352,-0.013465274953684877,1.0,-0.8565360806109078,-0.1672088925037278,0.0
2019-07-25,-0.0,-0.21238258670520233,-0.01738619942196532,1.0,-0.8674358742774567,-0.16076589595375723,0.0
2019-07-26,-0.0,-0.2145746243362332,-0.015320302790645123,1.0,-0.8695514631115128,-0.16020788611456332,0.0
2019-07-29,-0.0,-0.20664648472799566,-0.018570395806976326,1.0,-0.8629134285197905,-0.17106452195915417,0.0
2019-07-30,-0.0,-0.20565372621683914,-0.021037646314457453,1.0,-0.8585664572693994,-0.17444750756993718,0.0
2019-07-31,-0.0,-0.20888908984039425,-0.02102455125016955,1.0,-0.8567617669665867,-0.17402902744495186,0.0
2019-08-01,-0.0,-0.21737657527440263,-0.02281042504178147,1.0,-0.8501513166809702,-0.16811960793170425,0.0
2019-08-02,-0.0,-0.2021792316056542,-0.053098948894527,1.0,-0.8590521928234868,-0.15100579920260965,0.0
2019-08-05,-0.0,-0.20311120168466815,-0.05683490704888708,1.0,-0.8575051513710571,-0.1468650227566062,0.0
2019-08-06,-0.0,-0.2047025967883606,-0.06272381252674489,1.0,-0.8334046530483546,-0.15137046462917503,0.0
2019-08-07,-0.0,-0.22675239140661754,-0.056811308497054146,1.0,-0.8114877125383633,-0.14514214028092026,0.0
2019-08-08,-0.0,-0.23004568664337546,-0.0621248768252262,1.0,-0.8083624473707784,-0.13898593568037265,0.0
2019-08-09,-0.0,-0.22686373886445332,-0.06253767666168032,1.0,-0.8043492821898234,-0.138962691732345,0.0
2019-08-12,-0.0,-0.22503115542104327,-0.059484600320455765,1.0,-0.8090172690048069,-0.13185419262951753,0.0
2019-08-13,-0.0,-0.21643317767400488,-0.057193684678674674,1.0,-0.8158994885479209,-0.13417834111629975,0.0
2019-08-14,-0.0,-0.21981650562893362,-0.055979079868805966,1.0,-0.8130928109210177,-0.12722719617055228,0.0
2019-08-15,-0.0,-0.23615122079285902,-0.06944079810974009,1.0,-0.7916776056707798,-0.09050932003150433,0.0
2019-08-16,-0.0,-0.22904733688853776,-0.07476902144095508,1.0,-0.8034542541751706,-0.08730001975113569,0.0
2019-08-19,-0.0,-0.2247929538582884,-0.07484334604092722,1.0,-0.8061434643530082,-0.0851846983041935,0.0
2019-08-20,-0.0,-0.21839602248162557,-0.09584954604409857,1.0,-0.7729355814958927,-0.0745136186770428,0.0
2019-08-21,-0.0,-0.2156574394463668,-0.11191608996539792,1.0,-0.7639057093425605,-0.07117214532871972,0.0
2019-08-22,-0.0,-0.21844419001533777,-0.10563608476809747,1.0,-0.7632369143029963,-0.07292994318550042,0.0
2019-08-23,-0.0,-0.21915205940765048,-0.1033157758397375,1.0,-0.7627147914687852,-0.0735256022795959,0.0
2019-08-26,-0.0,-0.21794017075636035,-0.10503451687133057,1.0,-0.760123873631691,-0.06748532226499494,0.0
2019-08-27,-0.0,-0.21781496698143646,-0.10553034051065843,1.0,-0.760782120501624,-0.06691905612080276,0.0
2019-08-28,-0.0,-0.21813957490749508,-0.1043800017210223,1.0,-0.7615738748816797,-0.06718440753807763,0.0
2019-08-29,-0.0,-0.21471284147128417,-0.10589374058937406,1.0,-0.7632394063239406,-0.06715422671542268,0.0
2019-08-30,-0.0,-0.2161877538739281,-0.10636377313073567,1.0,-0.7607943433127727,-0.0658514045004191,0.0
2019-09-03,-0.0,-0.2214414646725116,-0.1164259927797834,1.0,-0.7475073061715661,-0.0634992264053636,0.0
2019-09-04,-0.0,-0.2165929298569649,-0.1239852240024054,1.0,-0.7429234139427001,-0.06417250118122074,0.0
2019-09-05,-0.0,-0.21337845652965493,-0.11450725041232035,1.0,-0.7495448411763446,-0.06449332790712618,0.0
2019-09-06,-0.0,-0.2068789266318816,-0.12599297199446277,1.0,-0.752422532211692,-0.04440421680332233,0.0
2019-09-09,-0.0,-0.21365117913977122,-0.12679746916341791,1.0,-0.7521995696725677,-0.037685605334355894,0.0
2019-09-10,-0.0,-0.21649878872880274,-0.12888350546134558,1.0,-0.7399591992859875,-0.03971694504653831,0.0
2019-09-11,-0.0,-0.190711188019398,-0.17268046743147686,1.0,-0.7609006814928753,-0.01202760152962037,0.0
2019-09-12,-0.0,-0.17375183788275908,-0.17888725521532528,1.0,-0.7612137484284771,-0.017025719704234058,0.0
2019-09-13,-0.0,-0.1747378293119618,-0.18339159348623071,1.0,-0.7616165060960014,-0.011744394236507801,0.0
