Date,IWF,IWM,MTUM,SFTW,SPY,VLUE,VXX
2020-09-16,-0.02871339656577943,-0.07463671536341404,-0.08221943297835173,1.0,-0.10839663047838408,-0.0,0.0
2020-09-17,-0.029172328997605645,-0.07425095450721543,-0.08244353847149422,1.0,-0.10838024978968486,-0.0,0.0
2020-09-18,-0.027951395628712298,-0.07474410238492696,-0.08250837894845814,1.0,-0.10884221695976812,-0.0,0.0
2020-09-21,-0.026007297570064435,-0.07672799730869756,-0.0849830499702404,1.0,-0.10616411769272571,-0.0,0.0
2020-09-22,-0.026853277108745424,-0.07482957999715427,-0.08601844545913154,1.0,-0.10582209057160226,-0.0,0.0
2020-09-23,-0.025789262665062918,-0.0750527037338817,-0.08671865906180887,1.0,-0.10578253728061666,-0.0,0.0
2020-09-24,-0.024826909166063865,-0.07479074093210707,-0.08626123798697945,1.0,-0.10585667045571975,-0.0,0.0
2020-09-25,-0.024753882328622,-0.07495930337717371,-0.08654815121056303,1.0,-0.10569494328311929,-0.0,0.0
2020-09-28,-0.02515772055021202,-0.07489140552280485,-0.08726341917468199,1.0,-0.10547884993277484,-0.0,0.0
2020-09-29,-0.02513569397777203,-0.07393383303179116,-0.08771000258464719,1.0,-0.10555699147066425,-0.0,0.0
2020-09-30,-0.025243320795688085,-0.07392040534077837,-0.08763426267013068,1.0,-0.10572983313298952,-0.0,0.0
2020-10-01,-0.025318419861640913,-0.07361479278463827,-0.08800672399301739,1.0,-0.10612271287256742,-0.0,0.0
2020-10-02,-0.024967352374549074,-0.07271692892514965,-0.08759907422970999,1.0,-0.10769190985376449,-0.0,0.0
2020-10-05,-0.02246711971266892,-0.07564404020567943,-0.08504948192553163,1.0,-0.10879563835559804,-0.0,0.0
2020-10-06,-0.023612796612357663,-0.07247798807095458,-0.08310310103539982,1.0,-0.11181543546179866,-0.0,0.0
2020-10-07,-0.021983125628918646,-0.07530252599530407,-0.08255282916634414,1.0,-0.11025105142296875,-0.0,0.0
2020-10-08,-0.022101584763574936,-0.07369344044564222,-0.08246186380575364,1.0,-0.11123002927106033,-0.0,0.0
2020-10-09,-0.021568905687637866,-0.07412376320643971,-0.0821863027128833,1.0,-0.11215314955043279,-0.0,0.0
2020-10-12,-0.01923473863460447,-0.07531348366788793,-0.0822281851488725,1.0,-0.11326693843851593,-0.0,0.0
2020-10-13,-0.01818275604157532,-0.07617414179970597,-0.08227374719521316,1.0,-0.11293941660433807,-0.0,0.0
2020-10-14,-0.01842658379646942,-0.07605317790873102,-0.08302923237611379,1.0,-0.11196502946448143,-0.0,0.0
2020-10-15,-0.01814172984682036,-0.075841972252308,-0.08310124297281962,1.0,-0.1123059466707927,-0.0,0.0
2020-10-16,-0.018258952173408467,-0.07573080940284457,-0.08315817977846837,1.0,-0.11232608219107426,-0.0,0.0
2020-10-19,-0.0175384297946972,-0.07569895801093572,-0.0832817497162901,1.0,-0.11308418446301455,-0.0,0.0
2020-10-20,-0.017263163323191173,-0.07562786859883451,-0.08326027538548811,1.0,-0.11309370326440102,-0.0,0.0
2020-10-21,-0.017302733367715317,-0.0756317689530686,-0.08335482207323362,1.0,-0.11304796286745745,-0.0,0.0
2020-10-22,-0.017222917446105816,-0.0763613845419478,-0.08420523009043644,1.0,-0.1123166436597732,-0.0,0.0
2020-10-23,-0.018102525063545927,-0.07532611640839709,-0.08466769028295679,1.0,-0.11218920557913888,-0.0,0.0
2020-10-26,-0.01807765261487245,-0.07525258390430845,-0.0847623840307617,1.0,-0.1122466096336727,-0.0,0.0
2020-10-27,-0.01703739979895353,-0.07510890017269377,-0.08491635951233344,1.0,-0.1117096682733201,-0.0,0.0
2020-10-28,-0.019416724684768315,-0.0739795260565741,-0.08505453701554885,1.0,-0.11084035997008845,-0.0,0.0
2020-10-29,-0.017077750057868882,-0.07409788842879556,-0.0848615004758108,1.0,-0.10993801599753093,-0.0,0.0
2020-10-30,-0.014996591683708248,-0.07350387776363004,-0.08787025247263701,1.0,-0.1097735077362349,-0.0,0.0
2020-11-02,-0.011373859401105257,-0.07365377200873924,-0.08768795784603521,1.0,-0.11246626397635266,-0.0,0.0
2020-11-03,-0.012118174691905367,-0.07309456802498168,-0.08769292057005537,1.0,-0.1121605818779958,-0.0,0.0
