Date,IWF,IWM,MTUM,NAN,SPY,VLUE,VXX
2018-11-01,-0.016165018496926774,-0.16583898317283471,-0.0,1.0,-0.13489081775129189,-0.12255473506930947,0.0
2018-11-02,-0.0171124222978308,-0.1610462695780754,-0.0,1.0,-0.13593752243134213,-0.12150968316177843,0.0
2018-11-05,-0.019424885164225955,-0.15634944634037465,-0.0,1.0,-0.1366653707143577,-0.12752170720117498,0.0
2018-11-06,-0.018306570184795454,-0.15570674892611064,-0.0,1.0,-0.1380632513621818,-0.12940006342433766,0.0
2018-11-07,-0.018593371059013743,-0.1561092504908188,-0.0,1.0,-0.1389738999884513,-0.12990818801247256,0.0
2018-11-08,-0.01580794568625759,-0.15543281263484943,-0.0,1.0,-0.13735220505739193,-0.1298006386467593,0.0
2018-11-09,-0.01569400290576406,-0.15545837708761887,-0.0,1.0,-0.13756347368269634,-0.1297812045974366,0.0
2018-11-12,-0.015597001017819,-0.14983442521897444,-0.0,1.0,-0.13948420947001733,-0.12861791648150006,0.0
2018-11-13,-0.008463504686168702,-0.1467054813973303,-0.0,1.0,-0.1386253905140585,-0.12625674524282873,0.0
2018-11-14,-0.009176657764645718,-0.1463577475992954,-0.0,1.0,-0.1389141428490255,-0.1260867094721291,0.0
2018-11-15,-0.00894352800885835,-0.1461628006019136,-0.0,1.0,-0.13878084097555435,-0.12569205871497116,0.0
2018-11-16,-0.008079948968743355,-0.14386561769083564,-0.0,1.0,-0.13847898504500672,-0.12711035509249416,0.0
2018-11-19,-0.007275873317542939,-0.14435446125916576,-0.0,1.0,-0.1391918532911626,-0.12747670444069384,0.0
2018-11-20,-0.0027547431025470776,-0.14248378939635808,-0.0,1.0,-0.13874016415443516,-0.12871007388362268,0.0
2018-11-21,-0.0033025563191253146,-0.14053431145214104,-0.0,1.0,-0.13734418258217743,-0.1241620641679666,0.0
2018-11-23,-0.003525924677258488,-0.13890176577184035,-0.0,1.0,-0.1380027252166828,-0.12430640425920463,0.0
2018-11-26,-0.0033281375068458527,-0.13997837412759265,-0.0,1.0,-0.13733833256098074,-0.12363258485346364,0.0
2018-11-27,-0.0026077447214199593,-0.139794745254185,-0.0,1.0,-0.13665423548215236,-0.12295656562824216,0.0
2018-11-28,-0.0024962486151429734,-0.14067342617134362,-0.0,1.0,-0.13636809850365322,-0.12283506528110845,0.0
2018-11-29,-0.0,-0.1372860789154358,-0.0,1.0,-0.1343570860705469,-0.12311533258016374,0.0
2018-11-30,-0.0,-0.1374468381789026,-0.0,1.0,-0.13493690301889424,-0.12202468102907343,0.0
2018-12-03,-0.0,-0.13801002947380184,-0.0,1.0,-0.1359426727569878,-0.12292391289164535,0.0
2018-12-04,-0.0,-0.13792526491912996,-0.0,1.0,-0.13439765755716676,-0.1219882877858338,0.0
2018-12-06,-0.0,-0.11787259008609516,-0.0,1.0,-0.13361804314308717,-0.11293337517566959,0.0
2018-12-07,-0.0,-0.1178476437291141,-0.0,1.0,-0.13380617881743165,-0.11230989565573211,0.0
2018-12-10,-0.0,-0.11628253190596705,-0.0,1.0,-0.13061484118068994,-0.10647051658568935,0.0
2018-12-11,-0.0,-0.11622679323466087,-0.0,1.0,-0.1338307581892291,-0.10409359892751228,0.0
2018-12-12,-0.0,-0.11629985779102053,-0.0,1.0,-0.13425882034265593,-0.10381255502133135,0.0
2018-12-13,-0.0,-0.1143425809334254,-0.0,1.0,-0.13676428774523744,-0.10286093396699027,0.0
2018-12-14,-0.0,-0.11403615681495022,-0.0,1.0,-0.13715214300223438,-0.10299952603426095,0.0
2018-12-17,-0.0,-0.11388772319313398,-0.0,1.0,-0.13763181762802723,-0.10219165843159021,0.0
2018-12-18,-0.0,-0.11387129945337447,-0.0,1.0,-0.1375087947177572,-0.1016534069383558,0.0
2018-12-19,-0.0,-0.11434610017477069,-0.0,1.0,-0.13801465906165747,-0.10243730609258782,0.0
2018-12-20,-0.0,-0.10778994086843564,-0.0,1.0,-0.14439197326224917,-0.10094312815447276,0.0
2018-12-21,-0.0,-0.10801937348220705,-0.0,1.0,-0.14463634020268895,-0.10403071538075404,0.0
2018-12-24,-0.0,-0.0984344871293537,-0.0,1.0,-0.14000620272110678,-0.10996345788217526,0.0
2018-12-26,-0.0,-0.09962076035538642,-0.0,1.0,-0.13407394503035258,-0.1063747102099889,0.0
2018-12-27,-0.0,-0.08862234676373922,-0.0,1.0,-0.11113148005080596,-0.10967801071115243,0.0
2018-12-28,-0.0,-0.08805394484821451,-0.0,1.0,-0.11248130559126807,-0.111353081625692,0.0
2018-12-31,-0.0,-0.0868338146495143,-0.0,1.0,-0.1134681018640063,-0.11237857705434498,0.0
2019-01-02,-0.0,-0.08671916010498687,-0.0,1.0,-0.11325459317585301,-0.11236220472440946,0.0
2019-01-03,-0.0,-0.0885927449119477,-0.0,1.0,-0.10840451333966043,-0.12116418854792788,0.0
2019-01-04,-0.0,-0.08934942287513117,-0.0,1.0,-0.10024921301154249,-0.12204879328436516,0.0
2019-01-07,-0.0,-0.08330193704285918,-0.0,1.0,-0.09807335039559326,-0.11778155976771076,0.0
2019-01-08,-0.0,-0.08100040234136718,-0.0,1.0,-0.09961193526197615,-0.11727601915664057,0.0
2019-01-09,-0.0,-0.08620083125952756,-0.0,1.0,-0.10101497048898385,-0.1157118474026397,0.0
2019-01-10,-0.0,-0.08558775643112992,-0.0,1.0,-0.10154347118202539,-0.11537609899055683,0.0
2019-01-11,-0.0,-0.08140171564154043,-0.0,1.0,-0.102847234896879,-0.11943003154903137,0.0
2019-01-14,-0.0,-0.0801326656695064,-0.0,1.0,-0.0992391233660662,-0.12127202965467906,0.0
2019-01-15,-0.0,-0.079808355791639,-0.0,1.0,-0.09936335585673553,-0.12275905167363199,0.0
2019-01-16,-0.0,-0.07969920899250625,-0.0,1.0,-0.0966772481265612,-0.12460970024979184,0.0
2019-01-17,-0.0,-0.07944521064820838,-0.0,1.0,-0.09659371828566968,-0.12506180228473288,0.0
2019-01-18,-0.0,-0.08025522678835266,-0.0,1.0,-0.09893960591519463,-0.12833252703285783,0.0
2019-01-22,-0.0,-0.04914010911887122,-0.0,1.0,-0.06113830267670789,-0.11027841179557911,0.0
2019-01-23,-0.0,-0.046084967638327895,-0.0,1.0,-0.06306876247019319,-0.10745048420847729,0.0
2019-01-24,-0.0,-0.043361389510557555,-0.0,1.0,-0.06774837014693004,-0.10519850150822224,0.0
2019-01-25,-0.0,-0.033007233977271386,-0.0,1.0,-0.04924532977731624,-0.09785340870201442,0.0
2019-01-28,-0.0,-0.032886391388365285,-0.0,1.0,-0.053680454292183856,-0.09895555476520729,0.0
2019-01-29,-0.0,-0.030825818699572852,-0.0,1.0,-0.05427147603227338,-0.10143569055529188,0.0
2019-01-30,-0.0,-0.030892977897996228,-0.0,1.0,-0.05437116655396187,-0.10110213427293542,0.0
2019-01-31,-0.0,-0.032956864233853744,-0.0,1.0,-0.04765576804441702,-0.10575143548616713,0.0
2019-02-01,-0.0,-0.03300777072788194,-0.0,1.0,-0.051472160832679824,-0.10370475986787385,0.0
2019-02-04,-0.0,-0.03522465369353957,-0.0,1.0,-0.05271223893363746,-0.10009028916292442,0.0
2019-02-05,-0.0,-0.04121648182781993,-0.0,1.0,-0.05722658343955114,-0.09278473322453452,0.0
2019-02-06,-0.0,-0.04244726843966985,-0.0,1.0,-0.05695365815895097,-0.09159987137191383,0.0
2019-02-07,-0.0,-0.040799076157481816,-0.0,1.0,-0.0569306046644523,-0.09278902817957783,0.0
2019-02-08,-0.0,-0.04251751245792847,-0.0,1.0,-0.05942937335727793,-0.08735416195901669,0.0
2019-02-11,-0.0,-0.04335734151037581,-0.0,1.0,-0.05840405048848321,-0.08675033872923055,0.0
2019-02-12,-0.0,-0.04804575786463299,-0.0,1.0,-0.05759056244041945,-0.08597473784556722,0.0
2019-02-13,-0.0,-0.049337286985102355,-0.0,1.0,-0.05730413347147298,-0.08420563752634776,0.0
2019-02-14,-0.0,-0.050515771271838296,-0.0,1.0,-0.06141553872756544,-0.08060342257468248,0.0
2019-02-15,-0.0,-0.06602962255136167,-0.0,1.0,-0.05414476827520306,-0.07428332537028189,0.0
2019-02-19,-0.0,-0.06204214093110936,-0.0,1.0,-0.05772305342782828,-0.07335290047008854,0.0
2019-02-20,-0.0,-0.061734286089207537,-0.0,1.0,-0.05850143748434276,-0.07270927028284443,0.0
2019-02-21,-0.0,-0.06548279689234185,-0.0,1.0,-0.05743916556275584,-0.07050708293055506,0.0
2019-02-22,-0.0,-0.06218661955016474,-0.0,1.0,-0.06033618260828041,-0.07130748292822692,0.0
2019-02-25,-0.0,-0.06011033591422041,-0.0,1.0,-0.0631499587137848,-0.07344159496427845,0.0
2019-02-26,-0.0,-0.0612261984499091,-0.0,1.0,-0.0605324849296718,-0.07429911013300163,0.0
2019-02-27,-0.0,-0.05771026359261654,-0.0,1.0,-0.0668438315497139,-0.07249395484689602,0.0
2019-02-28,-0.0,-0.05913501856954595,-0.0,1.0,-0.06837187013298192,-0.07052833353300587,0.0
2019-03-01,-0.0,-0.05677881791703125,-0.0,1.0,-0.06697910798403434,-0.07486605377027174,0.0
2019-03-04,-0.0,-0.05746272234741334,-0.0,1.0,-0.06552955842163302,-0.07565805245241405,0.0
2019-03-05,-0.0,-0.0545639552283474,-0.0,1.0,-0.07071287484288022,-0.07183815167295146,0.0
2019-03-06,-0.0,-0.05214379553326167,-0.0,1.0,-0.06997491938373343,-0.0721844022453123,0.0
2019-03-07,-0.0,-0.03494440662582256,-0.0,1.0,-0.09191119391398851,-0.06741666965234734,0.0
2019-03-08,-0.0,-0.03064629959688513,-0.0,1.0,-0.09967822581609828,-0.06586203184248615,0.0
2019-03-11,-0.0,-0.029827240048569948,-0.0,1.0,-0.1013717404633381,-0.07102754300965387,0.0
2019-03-12,-0.0,-0.026112572585435635,-0.0,1.0,-0.10573531016256714,-0.08043496708652063,0.0
2019-03-13,-0.0,-0.02887845008031933,-0.0,1.0,-0.10764007204400526,-0.0804410261402911,0.0
2019-03-14,-0.0,-0.028512693257429233,-0.0,1.0,-0.1086255762751037,-0.07927355885608632,0.0
2019-03-15,-0.0,-0.02421402069908221,-0.0,1.0,-0.11383274751025191,-0.08241798476859989,0.0
2019-03-18,-0.0,-0.02740531927932345,-0.0,1.0,-0.11535727417575684,-0.08287780365240839,0.0
2019-03-19,-0.0,-0.028167459655662926,-0.0,1.0,-0.1148158139991171,-0.08328837003973119,0.0
2019-03-20,-0.0,-0.02914074673930381,-0.0,1.0,-0.11450166255628765,-0.08333640078035852,0.0
2019-03-21,-0.0,-0.029799293355579546,-0.0,1.0,-0.12784620669349298,-0.0691677299047993,0.0
2019-03-22,-0.0,-0.02923321306751715,-0.0,1.0,-0.13285473284980728,-0.06930266349788816,0.0
2019-03-25,-0.0,-0.018765407871659326,-0.0,1.0,-0.13787055548060295,-0.0698612831614193,0.0
2019-03-26,-0.0,-0.027060603451456965,-0.0,1.0,-0.14050603328454225,-0.062460792875681126,0.0
2019-03-27,-0.0,-0.024851285580846563,-0.0,1.0,-0.14335578388476475,-0.060825426478540875,0.0
2019-03-28,-0.0,-0.022855947223316266,-0.0,1.0,-0.14264966522252856,-0.06529391492713667,0.0
2019-03-29,-0.0,-0.022939165088189713,-0.0,1.0,-0.1426656170819906,-0.06438955991242529,0.0
2019-04-01,-0.0,-0.02565079989670819,-0.0,1.0,-0.14340346519434846,-0.060622456131721646,0.0
2019-04-02,-0.0,-0.025388934233632608,-0.0,1.0,-0.1459770967821721,-0.06530879770473152,0.0
2019-04-03,-0.0,-0.026466407070894368,-0.0,1.0,-0.14152914271586625,-0.068187156190123,0.0
2019-04-04,-0.0,-0.025523188298371757,-0.0,1.0,-0.15228670965829072,-0.05758159760828207,0.0
2019-04-05,-0.0,-0.02453047144499808,-0.0,1.0,-0.1549722424856885,-0.056912177450265215,0.0
2019-04-08,-0.0,-0.025346990276849998,-0.0,1.0,-0.1542715059749128,-0.05742348895321508,0.0
2019-04-09,-0.0,-0.019615145872129116,-0.0,1.0,-0.16608317815021728,-0.05576660459342024,0.0
2019-04-10,-0.0,-0.019569131433538212,-0.0,1.0,-0.16581610479915562,-0.05631092071770038,0.0
2019-04-11,-0.0,-0.01958664230764451,-0.0,1.0,-0.16843766700222465,-0.05477051564072928,0.0
2019-04-12,-0.0,-0.019513286435158716,-0.0,1.0,-0.1679634094807229,-0.05540779039996023,0.0
2019-04-15,-0.0,-0.020229130942617857,-0.0,1.0,-0.16536196227540445,-0.056984517507890346,0.0
2019-04-16,-0.0,-0.018947159168561382,-0.0,1.0,-0.16576590008324327,-0.0577360319057736,0.0
2019-04-17,-0.0,-0.019769726207942706,-0.0,1.0,-0.17404819337030314,-0.049548653420535646,0.0
2019-04-18,-0.0,-0.02161845970030368,-0.0,1.0,-0.172549410066212,-0.050418180913028326,0.0
2019-04-22,-0.0,-0.024528702074833753,-0.0,1.0,-0.1727239834811793,-0.05039238437449315,0.0
2019-04-23,-0.0,-0.023884215920310956,-0.0,1.0,-0.1689642674132307,-0.056992163577508095,0.0
2019-04-24,-0.0,-0.023007302914924158,-0.0,1.0,-0.16654391111665937,-0.05881031146620061,0.0
2019-04-25,-0.0,-0.024398775688675118,-0.0,1.0,-0.16942969579611467,-0.055468798800674624,0.0
2019-04-26,-0.0,-0.022352514657899013,-0.0,1.0,-0.17323198859871736,-0.054556137565476115,0.0
2019-04-29,-0.0,-0.026635654261704684,-0.0,1.0,-0.17431972789115646,-0.04954481792717087,0.0
2019-04-30,-0.0,-0.02854430300683314,-0.0,1.0,-0.1762001723901013,-0.044459157287229385,0.0
2019-05-01,-0.0,-0.03035745466337399,-0.0,1.0,-0.16762702985856467,-0.049240440020953374,0.0
2019-05-02,-0.0,-0.030022576179012883,-0.0,1.0,-0.15933044790640238,-0.057949683808763544,0.0
2019-05-03,-0.0,-0.03491853589161407,-0.0,1.0,-0.15609171885526088,-0.05652586142368822,0.0
2019-05-06,-0.0,-0.03233843240819174,-0.0,1.0,-0.15768100054810902,-0.0556704369923763,0.0
2019-05-07,-0.0,-0.03307133692903676,-0.0,1.0,-0.15702345511391239,-0.0555299510469476,0.0
2019-05-08,-0.0,-0.03064880588257325,-0.0,1.0,-0.15471716957341355,-0.06305788941461404,0.0
2019-05-09,-0.0,-0.030459576485855826,-0.0,1.0,-0.15287188509963937,-0.06450043050200277,0.0
2019-05-10,-0.0,-0.029558555635964365,-0.0,1.0,-0.15406882439547828,-0.06409552566566017,0.0
2019-05-13,-0.0,-0.02977014504683154,-0.0,1.0,-0.1538893254012796,-0.06353126052306655,0.0
2019-05-14,-0.0,-0.015598006438061621,-0.0,1.0,-0.1607651101803403,-0.06650592227097031,0.0
2019-05-15,-0.0,-0.017958329700985095,-0.0,1.0,-0.16245936959039567,-0.06495884030536633,0.0
2019-05-16,-0.0,-0.019407316982025188,-0.0,1.0,-0.1609760958656685,-0.06525990607755452,0.0
2019-05-17,-0.0,-0.019156992676000198,-0.0,1.0,-0.15945892083104976,-0.06696228389218276,0.0
2019-05-20,-0.0,-0.020931769164599254,-0.0,1.0,-0.15895179085684366,-0.06679715258125242,0.0
2019-05-21,-0.0,-0.020479091146903845,-0.0,1.0,-0.15846381902662032,-0.06675635611694508,0.0
2019-05-22,-0.0,-0.018218951196124582,-0.0,1.0,-0.16030933612283785,-0.06677376371402598,0.0
2019-05-23,-0.0,-0.019863833607661228,-0.0,1.0,-0.1569654346850217,-0.07011571649458827,0.0
2019-05-24,-0.0,-0.018183175895157375,-0.0,1.0,-0.15711458761154462,-0.06928524312685908,0.0
2019-05-28,-0.0,-0.012148170298658095,-0.0,1.0,-0.16171395108336759,-0.07210406309572757,0.0
2019-05-29,-0.0,-0.013085322277418793,-0.0,1.0,-0.16156824661661626,-0.07038185236369975,0.0
2019-05-30,-0.0,-0.011320519997511975,-0.0,1.0,-0.16001741618461157,-0.0726628102257884,0.0
2019-05-31,-0.0,-0.01184698474327385,-0.0,1.0,-0.16308270489559223,-0.06950148087309291,0.0
2019-06-03,-0.0,-0.014349853648856476,-0.0,1.0,-0.16460782854591458,-0.061306245969142234,0.0
2019-06-04,-0.0,-0.013352360861202459,-0.0003350499472606565,1.0,-0.17487125395545075,-0.05235465657380406,0.0
2019-06-05,-0.0,-0.011743372765736984,-0.005316589981126722,1.0,-0.17675502979017357,-0.039732566889116416,0.0
2019-06-06,-0.0,-0.014674871440727086,-0.0027130014428234945,1.0,-0.1734101194953817,-0.042384481631747045,0.0
2019-06-07,-0.0,-0.017535849149739616,-0.0026285262976034752,1.0,-0.1715205962929141,-0.042352592738850364,0.0
2019-06-10,-0.0,-0.017935614476867624,-0.005789265787784526,1.0,-0.168987310521898,-0.041685182442107345,0.0
2019-06-11,-0.0,-0.01778797523005946,-0.00476155231539733,1.0,-0.16945451854044852,-0.041558729923765816,0.0
2019-06-12,-0.0,-0.015358235468271982,-0.00293595184052107,1.0,-0.17105003454060988,-0.044261324385670583,0.0
2019-06-13,-0.0,-0.017852733468319424,-0.005160748678947108,1.0,-0.1698232011457356,-0.041792187268507086,0.0
2019-06-14,-0.0,-0.020470259372410295,-0.0029932343009808405,1.0,-0.168622988534181,-0.0447871958836844,0.0
2019-06-17,-0.0,-0.019986148214109035,-0.00291876916988226,1.0,-0.16837340457108937,-0.04550064311863066,0.0
2019-06-18,-0.0,-0.019187972899460958,-0.0023614064586321153,1.0,-0.1692794619455022,-0.04550961871321894,0.0
2019-06-19,-0.0,-0.021613868486781904,-0.0004080421396246012,1.0,-0.1696837055172243,-0.04478571605213048,0.0
2019-06-20,-0.0,-0.022477751234667227,-0.0,1.0,-0.16970949734500132,-0.04557438328526692,0.0
2019-06-21,-0.0,-0.023145510835913312,-0.0,1.0,-0.16942414860681113,-0.0458328173374613,0.0
2019-06-24,-0.0,-0.020004216635868686,-0.0,1.0,-0.1672392196743269,-0.052893976411642875,0.0
2019-06-25,-0.0,-0.021322991909405162,-0.000619494244898465,1.0,-0.1654173532727881,-0.05162865036983806,0.0
2019-06-26,-0.0,-0.02108862923909946,-0.0,1.0,-0.1616340590035561,-0.05632720829667811,0.0
2019-06-27,-0.0,-0.01985293205857917,-0.001289634562206267,1.0,-0.1619855412125045,-0.05691752538968045,0.0
2019-06-28,-0.0,-0.02188151235486752,-0.00043415699116800633,1.0,-0.16109705269425426,-0.05702341966855214,0.0
2019-07-01,-0.0,-0.01576640885898375,-0.0032898412186068457,1.0,-0.17156832317413812,-0.05082494320368462,0.0
2019-07-02,-0.0,-0.01483672150703315,-0.0039142104478353795,1.0,-0.17361697897509817,-0.05023858044634425,0.0
2019-07-03,-0.0,-0.018727849281850402,-0.0005720325809861344,1.0,-0.1718957905863334,-0.0523534166511223,0.0
2019-07-05,-0.0,-0.01549211717312379,-0.0013801163773810117,1.0,-0.17230317799771225,-0.05417267618242403,0.0
2019-07-08,-0.0,-0.013108754108156557,-0.0031744846130863464,1.0,-0.17407379743053483,-0.05453889054875013,0.0
2019-07-09,-0.0,-0.01237269799425509,-0.0032206319402131338,1.0,-0.17270794215297383,-0.055198398388440546,0.0
2019-07-10,-0.0,-0.007416163752877496,-0.001119890499595595,1.0,-0.17811236234679276,-0.05767436072917315,0.0
2019-07-11,-0.0,-0.006294638961945479,-0.0008725242125468981,1.0,-0.18102384484026574,-0.0582846173981328,0.0
2019-07-12,-0.0,-0.0,-0.0006755150802486895,1.0,-0.18360249690388922,-0.06668834986677341,0.0
2019-07-15,-0.0,-0.0010271570297625012,-0.0013778935765106724,1.0,-0.18161889968934763,-0.06860657380499048,0.0
2019-07-16,-0.0,-0.002694235588972431,-0.0024812030075187968,1.0,-0.181140350877193,-0.06681704260651629,0.0
2019-07-17,-0.0,-0.004950308924341735,-0.0015540210294136077,1.0,-0.18108104720965498,-0.06565738849272493,0.0
2019-07-18,-0.0,-0.00496016834510747,-0.0020917881657397668,1.0,-0.1800315647076507,-0.0654967683751691,0.0
2019-07-19,-0.0,-0.004947023019312177,-0.0018285199008090574,1.0,-0.18032212008115622,-0.06531322796383038,0.0
2019-07-22,-0.0,-0.0020167856695477893,-0.0005135913816860829,1.0,-0.18139797068771138,-0.06874608543154202,0.0
2019-07-23,-0.0,-0.002605732611745841,-0.0,1.0,-0.18093555822810184,-0.06921477249949891,0.0
2019-07-24,-0.0,-0.0028044520676574055,-0.0015775042880572909,1.0,-0.18001076709275973,-0.06759480675572471,0.0
2019-07-25,-0.0,-0.004785468211713122,-0.0005762605699968682,1.0,-0.17839022862511744,-0.06897588474788599,0.0
2019-07-26,-0.0,-0.0045802099888623314,-0.0013265089038781615,1.0,-0.17765207924013565,-0.06786469609180443,0.0
2019-07-29,-0.0,-0.002067384195161068,-0.0012279009159138464,1.0,-0.17872223127137862,-0.07094260189698162,0.0
2019-07-30,-0.0,-0.0006393861892583121,-0.0018178626949501026,1.0,-0.17860187553282184,-0.07262674890928239,0.0
2019-07-31,-0.0,-0.0,-0.0018560321043391021,1.0,-0.17905693503887635,-0.07316277903185353,0.0
2019-08-01,-0.0,-0.0014156320859902533,-0.0004635255502799945,1.0,-0.179396915675933,-0.07149568420129537,0.0
2019-08-02,-0.0,-0.0,-0.0046547128968080186,1.0,-0.1766288366971559,-0.069983358150127,0.0
2019-08-05,-0.0,-0.0,-0.005281932536454095,1.0,-0.17633143500844858,-0.07002941360535703,0.0
2019-08-06,-0.0,-0.0,-0.0068964658724527264,1.0,-0.16570190835418458,-0.07225106123414374,0.0
2019-08-07,-0.0,-0.0,-0.004484472049689441,1.0,-0.16433540372670805,-0.07341614906832297,0.0
2019-08-08,-0.0,-0.0,-0.006409380550759561,1.0,-0.16366278708683715,-0.0719564758343995,0.0
2019-08-09,-0.0,-0.0,-0.0039843102317581695,1.0,-0.15480653822834303,-0.07858495118601283,0.0
2019-08-12,-0.0,-0.0,-0.005775700009894133,1.0,-0.1542990006925893,-0.07667952903927971,0.0
2019-08-13,-0.0,-0.0,-0.005119222371618538,1.0,-0.15398374184316677,-0.07444459521136837,0.0
2019-08-14,-0.0,-0.0,-0.005431837217322756,1.0,-0.1515864413460117,-0.07469084101098684,0.0
2019-08-15,-0.0,-0.0,-0.010564801115173451,1.0,-0.14735696555434635,-0.06485614017925924,0.0
2019-08-16,-0.0,-0.0,-0.010960110579687099,1.0,-0.14677496299739454,-0.0654915536201392,0.0
2019-08-19,-0.0,-0.0,-0.012451219512195123,1.0,-0.14720731707317075,-0.05986585365853659,0.0
2019-08-20,-0.0,-0.0,-0.014672754946727548,1.0,-0.14441400304414,-0.05856925418569254,0.0
2019-08-21,-0.0,-0.0,-0.016958637469586375,1.0,-0.14304136253041363,-0.056545012165450124,0.0
2019-08-22,-0.0,-0.0,-0.016858647659129335,1.0,-0.1432376874703514,-0.05624414630289614,0.0
2019-08-23,-0.0,-0.0,-0.01709100198279952,1.0,-0.14463488510710767,-0.054715535173403725,0.0
2019-08-26,-0.0,-0.0,-0.01757066462948816,1.0,-0.14286926891968907,-0.05215419501133787,0.0
2019-08-27,-0.0,-0.0,-0.017889586008090888,1.0,-0.14121508684382644,-0.0521184079843027,0.0
2019-08-28,-0.0,-0.0,-0.019585295292508444,1.0,-0.14117632818079479,-0.04968951617784126,0.0
2019-08-29,-0.0,-0.0,-0.019530918909755772,1.0,-0.14122077324518387,-0.05009262959061353,0.0
2019-08-30,-0.0,-0.0,-0.020361525905326163,1.0,-0.13989480684360076,-0.04886040747234146,0.0
2019-09-03,-0.0,-0.0,-0.01930100374894183,1.0,-0.1395815697182247,-0.050453501027935665,0.0
2019-09-04,-0.0,-0.0,-0.021826932378833316,1.0,-0.1373343329786205,-0.05009915836316146,0.0
2019-09-05,-0.0,-0.0,-0.020399787552508326,1.0,-0.14034812418521558,-0.04634010912075709,0.0
2019-09-06,-0.0,-0.0,-0.02263277775769189,1.0,-0.14344938958988634,-0.039071067886281736,0.0
2019-09-09,-0.0,-0.0,-0.022365410092737563,1.0,-0.14234613994941586,-0.0396603637239552,0.0
2019-09-10,-0.0,-0.0,-0.03976446554106832,1.0,-0.13862885297121916,-0.023325121672775343,0.0
2019-09-11,-0.0,-0.0,-0.04500835045476937,1.0,-0.1386535943000637,-0.017842338607937137,0.0
2019-09-12,-0.0,-0.0,-0.04506301132882423,1.0,-0.1388291546030106,-0.017467773519624218,0.0
2019-09-13,-0.0,-0.0,-0.03691885317952485,1.0,-0.1401375124929257,-0.027081050489481857,0.0
