Date,IWF,IWM,MTUM,SPY,TXG,VLUE,VXX
2020-06-12,-0.6887193728688439,-0.17362111997750204,-0.8096108552747213,-0.8433226702288467,1.0,-0.0,0.0
2020-06-15,-0.688828759180518,-0.16983518993569244,-0.8121024703939277,-0.8433074463225217,1.0,-0.0,0.0
2020-06-16,-0.6882160104339243,-0.17748246325214143,-0.8183228171595756,-0.8409531530896401,1.0,-0.0,0.0
2020-06-17,-0.6863821996901844,-0.17229967610195746,-0.8199197296155472,-0.8420292916490635,1.0,-0.0,0.0
2020-06-18,-0.686417405999155,-0.17233488241092804,-0.8199549359245176,-0.8419588790311223,1.0,-0.0,0.0
2020-06-19,-0.6865471957187621,-0.17262261028764567,-0.8198429743336971,-0.8417420694997007,1.0,-0.0,0.0
2020-06-22,-0.6875484189027397,-0.17282907246989224,-0.8172054370026057,-0.8437918163250933,1.0,-0.0,0.0
2020-06-23,-0.6862282616348659,-0.1722875448848835,-0.816975286911216,-0.8448919242413575,1.0,-0.0,0.0
2020-06-24,-0.684972013940226,-0.17249269546238605,-0.8182842257190129,-0.8445101559474778,1.0,-0.0,0.0
2020-06-25,-0.6804380638141038,-0.16339639860998983,-0.8244585629541227,-0.8418336901962161,1.0,-0.0,0.0
2020-06-26,-0.6825251922334188,-0.15961518205119202,-0.8241634774059899,-0.844808819915031,1.0,-0.0,0.0
2020-06-29,-0.677066918793991,-0.1548481983401618,-0.8277830304303673,-0.8420702454739644,1.0,-0.0,0.0
2020-06-30,-0.6878922823380904,-0.13331463235036292,-0.8399312738875837,-0.8452610540341526,1.0,-0.0,0.0
2020-07-01,-0.689601909710033,-0.13276697325001754,-0.8429403917713965,-0.8452222144211192,1.0,-0.0,0.0
2020-07-02,-0.680325854138137,-0.1488816320797781,-0.837143158116507,-0.8450437164226273,1.0,-0.0,0.0
2020-07-06,-0.6801418937903906,-0.1490236021354313,-0.8378055633604946,-0.8452514751334645,1.0,-0.0,0.0
2020-07-07,-0.6719396702911259,-0.15840056120659415,-0.8317081725710277,-0.845492809540512,1.0,-0.0,0.0
2020-07-08,-0.6717873176206509,-0.15733726150392816,-0.832175925925926,-0.8459946689113357,1.0,-0.0,0.0
2020-07-09,-0.6719511767388027,-0.1574480025253411,-0.8322051138157204,-0.8458489705727615,1.0,-0.0,0.0
2020-07-10,-0.6745132432906507,-0.1537274162427644,-0.835046483073145,-0.8448693211717242,1.0,-0.0,0.0
2020-07-13,-0.6838335966298051,-0.1477268737932245,-0.8366157626821134,-0.8424433912585572,1.0,-0.0,0.0
2020-07-14,-0.6837171745541357,-0.14485325094790058,-0.8376983569723354,-0.8444740907175959,1.0,-0.0,0.0
2020-07-15,-0.6848993053119079,-0.14290225247351065,-0.8366430425935022,-0.8440811171145884,1.0,-0.0,0.0
2020-07-16,-0.6840941787431137,-0.14526825502649215,-0.8358889785606511,-0.8436085476683391,1.0,-0.0,0.0
2020-07-17,-0.6854224437502194,-0.1456351574291832,-0.8360419811155183,-0.8430271332795114,1.0,-0.0,0.0
2020-07-20,-0.6854623383923553,-0.14586846543001686,-0.8383923552557616,-0.8434865092748735,1.0,-0.0,0.0
2020-07-21,-0.6707710657405459,-0.1576510208377184,-0.8291236932575599,-0.8504876166421105,1.0,-0.0,0.0
2020-07-22,-0.6614833795500018,-0.1690828038892204,-0.8222120818561551,-0.8573484502790552,1.0,-0.0,0.0
2020-07-23,-0.6608741442864666,-0.1709671757065122,-0.8228541337546077,-0.8559241706161138,1.0,-0.0,0.0
2020-07-24,-0.6420480448886551,-0.18842714360862703,-0.8159565141153778,-0.8604594073294757,1.0,-0.0,0.0
2020-07-27,-0.642639273568699,-0.1874276899344389,-0.8147109350348842,-0.8611296146969113,1.0,-0.0,0.0
2020-07-28,-0.640084092501752,-0.1873510861948143,-0.8115276804484934,-0.8648913805185705,1.0,-0.0,0.0
2020-07-29,-0.6384715071275963,-0.18706875415922386,-0.8106546180519071,-0.8663094112290288,1.0,-0.0,0.0
2020-07-30,-0.6385512627412518,-0.18736207923219728,-0.810641353462468,-0.8661949630459911,1.0,-0.0,0.0
2020-07-31,-0.6366949330716938,-0.18767958511458407,-0.8110238979606138,-0.8687013806153199,1.0,-0.0,0.0
2020-08-03,-0.6318702490629489,-0.19192909937996988,-0.8126247941990401,-0.8665709181350054,1.0,-0.0,0.0
2020-08-04,-0.6304583814826488,-0.18895542248835662,-0.8111146128795041,-0.8712399761879749,1.0,-0.0,0.0
2020-08-05,-0.6312858943829669,-0.18833169911752348,-0.8109679226782464,-0.8712704860624738,1.0,-0.0,0.0
2020-08-06,-0.6314867987954339,-0.18698788430562366,-0.8117515232159115,-0.8714195671965824,1.0,-0.0,0.0
2020-08-07,-0.6281431673320725,-0.19009595853470618,-0.8144918400224136,-0.8694053372557259,1.0,-0.0,0.0
2020-08-10,-0.637294794443665,-0.18205416023572332,-0.8191735653149993,-0.8692296899116038,1.0,-0.0,0.0
2020-08-11,-0.6352602778167532,-0.18493054581170199,-0.8165076469762874,-0.8710537393012489,1.0,-0.0,0.0
2020-08-12,-0.6314350797266515,-0.18801471876642722,-0.8075696513054145,-0.8774487471526196,1.0,-0.0,0.0
2020-08-13,-0.6269288638510795,-0.19797753595297246,-0.7931348192728928,-0.881031526645439,1.0,-0.0,0.0
2020-08-14,-0.6425725468072354,-0.19533866929939,-0.8073058072705477,-0.8807517365396144,1.0,-0.0,0.0
2020-08-17,-0.6447071277346508,-0.19530698659139029,-0.8077981651376147,-0.8808045165843331,1.0,-0.0,0.0
2020-08-18,-0.644810671560151,-0.19536295302960793,-0.8085188975544342,-0.8802625542576843,1.0,-0.0,0.0
2020-08-19,-0.6424462716589617,-0.19882132900448177,-0.8076366587853336,-0.8800155274023361,1.0,-0.0,0.0
2020-08-20,-0.6418474803873065,-0.20269983744434236,-0.8079369566753833,-0.8812990317336914,1.0,-0.0,0.0
2020-08-21,-0.6395915771622385,-0.205236009044658,-0.8058224985867721,-0.8823841153193894,1.0,-0.0,0.0
2020-08-24,-0.6390037095919449,-0.20706588941883058,-0.8054054054054054,-0.8814697049991167,1.0,-0.0,0.0
2020-08-25,-0.6418983531078449,-0.20386045687975918,-0.8219585620683549,-0.8739507703205243,1.0,-0.0,0.0
2020-08-26,-0.6431760204081632,-0.20344387755102042,-0.8226332199546486,-0.8738307823129251,1.0,-0.0,0.0
2020-08-27,-0.636357201005203,-0.21034934343255582,-0.819205040172725,-0.8735709482178884,1.0,-0.0,0.0
2020-08-28,-0.6343328283006237,-0.20080335435678798,-0.8185758077587117,-0.8697720305838413,1.0,-0.0,0.0
2020-08-31,-0.6341326009647549,-0.20154219921833738,-0.8162740748565193,-0.8690539065525863,1.0,-0.0,0.0
2020-09-01,-0.6244950550215906,-0.20462459952639642,-0.814319543111854,-0.8389051399916422,1.0,-0.0,0.0
2020-09-02,-0.6194172729487937,-0.20263167055383435,-0.8155741984892261,-0.8434225641382671,1.0,-0.0,0.0
2020-09-03,-0.6224607129168263,-0.20652287536151084,-0.8219450155057666,-0.8335133628349419,1.0,-0.0,0.0
2020-09-04,-0.5892283790781977,-0.21639910236492316,-0.7978940100120835,-0.8489211116865182,1.0,-0.0,0.0
2020-09-08,-0.566510172143975,-0.20966863985847453,-0.7903994012383481,-0.8354766278832415,1.0,-0.0,0.0
2020-09-09,-0.5484395098503825,-0.2373569832780448,-0.7516078803060049,-0.8476406472141358,1.0,-0.0,0.0
2020-09-10,-0.5393541876892027,-0.23050790447359568,-0.7497140935082408,-0.8440632357887655,1.0,-0.0,0.0
2020-09-11,-0.5362406418907577,-0.2350354181354282,-0.7513344747708731,-0.8345587001040722,1.0,-0.0,0.0
2020-09-14,-0.5414592567337198,-0.22611660415956358,-0.7621547903170814,-0.8797476986021138,1.0,-0.0,0.0
2020-09-15,-0.5514390691977955,-0.20476968088725592,-0.7465469143362592,-0.8993331972511397,1.0,-0.0,0.0
2020-09-16,-0.5544416027280478,-0.20743393009377664,-0.7388917306052856,-0.9092583120204603,1.0,-0.0,0.0
2020-09-17,-0.5414820369486673,-0.22380530370168383,-0.7313381961960598,-0.9119231031426819,1.0,-0.0,0.0
2020-09-18,-0.5373129263243629,-0.22655852309363017,-0.7255234669291072,-0.9042657888485424,1.0,-0.0,0.0
2020-09-21,-0.5321804001356392,-0.2320447609359105,-0.7301458121397084,-0.8966090200067819,1.0,-0.0,0.0
2020-09-22,-0.5372262773722628,-0.22726192497029368,-0.7359701239178408,-0.8945170599219148,1.0,-0.0,0.0
2020-09-23,-0.5332858064297111,-0.2270428081610483,-0.7394846725735819,-0.8949655429948739,1.0,-0.0,0.0
2020-09-24,-0.525354490209318,-0.2202903443619176,-0.7299459824442944,-0.90050641458474,1.0,-0.0,0.0
2020-09-25,-0.5257345491388045,-0.22185072610604528,-0.7294495103005741,-0.9001688618709897,1.0,-0.0,0.0
2020-09-28,-0.522010246730484,-0.22290009437778074,-0.7251247134960226,-0.9005999730349197,1.0,-0.0,0.0
2020-09-29,-0.5236335539355663,-0.21913528403937246,-0.7176067457251318,-0.8990492827627912,1.0,-0.0,0.0
2020-09-30,-0.5214335910049192,-0.21473747615701239,-0.7204430612722954,-0.8898035672455913,1.0,-0.0,0.0
2020-10-01,-0.5218496955096031,-0.21578665595931207,-0.7189988623435721,-0.8893796426420396,1.0,-0.0,0.0
2020-10-02,-0.5236486486486486,-0.2135737222370886,-0.7176210864329676,-0.89008563018464,1.0,-0.0,0.0
2020-10-05,-0.512451947183687,-0.22811298679592173,-0.7059000501420691,-0.8963062009025571,1.0,-0.0,0.0
2020-10-06,-0.5162925657872794,-0.21802354667645,-0.7081012573791816,-0.8928059233565687,1.0,-0.0,0.0
2020-10-07,-0.5028713692946059,-0.23465560165975102,-0.7075850622406639,-0.874356846473029,1.0,-0.0,0.0
2020-10-08,-0.5050474862190343,-0.23198512319851233,-0.7162781430563857,-0.8673706581656372,1.0,-0.0,0.0
2020-10-09,-0.49221962693686877,-0.23554956081192222,-0.7045103135177814,-0.8575188340954699,1.0,-0.0,0.0
2020-10-12,-0.4807063440156965,-0.23325703073904513,-0.7040549378678874,-0.8520928711576194,1.0,-0.0,0.0
2020-10-13,-0.46979384133611696,-0.2396920668058455,-0.7043319415448852,-0.8481863256784968,1.0,-0.0,0.0
2020-10-14,-0.4676705912964288,-0.24325115462173938,-0.7023352631236583,-0.8391660703831393,1.0,-0.0,0.0
2020-10-15,-0.46621357960457854,-0.24239073881373566,-0.7028811134235171,-0.8387096774193548,1.0,-0.0016259105098855359,0.0
2020-10-16,-0.4651056910569106,-0.2453008130081301,-0.699479674796748,-0.8375284552845528,1.0,-0.004585365853658536,0.0
2020-10-19,-0.46346935457649163,-0.2437327263859535,-0.6965046333929443,-0.8385303202731264,1.0,-0.00926678588847342,0.0
2020-10-20,-0.45688762299326774,-0.2435590367685137,-0.6878883997928534,-0.8311431900569654,1.0,-0.017186690833764888,0.0
2020-10-21,-0.45859520010420407,-0.24233937933504837,-0.7055911947637501,-0.8337620892897848,1.0,-0.01608648930281025,0.0
2020-10-22,-0.4618637123471763,-0.25077845881543154,-0.7165098823298044,-0.8363105968730539,1.0,-0.012258677767216232,0.0
2020-10-23,-0.4602825951545749,-0.2522374848375569,-0.7160934990000983,-0.8362128315247681,1.0,-0.013539651837524177,0.0
2020-10-26,-0.45056873578160556,-0.24562885927851805,-0.7070848228794281,-0.8237894052648684,1.0,-0.02284692882677933,0.0
2020-10-27,-0.4469893589410849,-0.24403062548663376,-0.7119776797300804,-0.8248767194393978,1.0,-0.01638333765896704,0.0
2020-10-28,-0.4508481172769435,-0.24489994486426878,-0.7090779359776862,-0.8245386436610126,1.0,-0.013946096714559077,0.0
