Date,EQX,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-12-17,1.0,-0.0,-0.0,-36.26735833998404,-30.61691939345571,-11.924181963288108,0.0
2019-12-18,1.0,-0.0,-0.0,-23.047764227642276,-19.13109756097561,-7.6346544715447155,0.0
2019-12-19,1.0,-0.0,-0.0,-24.35385438972163,-19.963597430406853,-8.215738758029978,0.0
2019-12-20,1.0,-0.0,-0.0,-23.719398340248965,-19.314834024896268,-7.83298755186722,0.0
2019-12-23,1.0,-0.0,-0.0,-23.02370146243066,-18.85930408472012,-7.54563792233989,0.0
2019-12-24,1.0,-0.0,-0.0,-22.882855706385115,-18.87581699346405,-7.5178481649069875,0.0
2019-12-26,1.0,-0.0,-0.0,-22.825977933801404,-18.800401203610832,-7.523570712136409,0.0
2019-12-27,1.0,-0.0,-0.09990253411306044,-22.281189083820664,-18.09551656920078,-7.256335282651072,0.0
2019-12-30,1.0,-0.0,-0.1488038277511962,-22.163157894736845,-17.888038277511964,-6.64641148325359,0.0
2019-12-31,1.0,-0.0,-0.2085741811175337,-22.35019267822736,-17.968689788053947,-6.642100192678228,0.0
2020-01-02,1.0,-0.0,-0.26761229314420804,-21.939007092198583,-17.601418439716312,-6.473758865248227,0.0
2020-01-03,1.0,-0.0,-0.20627802690582958,-20.77578475336323,-16.54708520179372,-6.31390134529148,0.0
2020-01-06,1.0,-0.0,-0.44097693351424694,-20.883763003165985,-16.53867028493894,-6.364993215739484,0.0
2020-01-07,1.0,-0.0,-0.43387681159420294,-20.918478260869566,-16.55842391304348,-6.379076086956522,0.0
2020-01-08,1.0,-0.0,-0.3990762124711317,-21.341801385681293,-16.842032332563512,-6.606466512702078,0.0
2020-01-09,1.0,-0.0,-0.5645981688708037,-23.432349949135297,-18.496948118006102,-7.37029501525941,0.0
2020-01-10,1.0,-0.0,-0.6312407315867523,-22.786950074147306,-17.868017795353435,-7.145328719723183,0.0
2020-01-13,1.0,-0.0,-0.6777719937532535,-24.115564809994794,-18.781884435190005,-7.4804789172306085,0.0
2020-01-14,1.0,-0.0,-0.5279503105590062,-24.39751552795031,-18.830745341614907,-7.003623188405798,0.0
2020-01-15,1.0,-0.0,-0.6501687289088864,-26.523622047244093,-20.44656917885264,-7.622609673790777,0.0
2020-01-16,1.0,-0.0,-0.5475285171102662,-25.525801195002717,-19.75502444323737,-7.489951113525259,0.0
2020-01-17,1.0,-0.0,-0.5032796660703637,-27.96839594514013,-21.91532498509243,-8.243291592128802,0.0
2020-01-21,1.0,-0.0,-0.5900954653937946,-27.888424821002385,-21.971957040572793,-8.214797136038186,0.0
2020-01-22,1.0,-0.0,-0.5830346475507765,-27.92831541218638,-22.02270011947431,-8.203106332138589,0.0
2020-01-23,1.0,-0.0,-0.49556400506970855,-29.320025348542462,-23.52851711026616,-9.02724968314322,0.0
2020-01-24,1.0,-0.0,-0.49208359721342626,-29.302723242558585,-23.517416086130464,-9.018999366687778,0.0
2020-01-27,1.0,-0.0,-0.17993730407523514,-29.276489028213167,-23.136677115987464,-9.10344827586207,0.0
2020-01-28,1.0,-0.0,-0.6363636363636364,-26.267184035476717,-20.146341463414632,-7.382483370288248,0.0
2020-01-29,1.0,-0.0,-0.6556934700485698,-25.625472207231514,-19.51430113329735,-7.171613599568268,0.0
2020-01-30,1.0,-0.0,-0.6121794871794871,-25.31196581196581,-19.569978632478634,-6.9252136752136755,0.0
2020-01-31,1.0,-0.0,-0.9564233163554045,-26.667798528579514,-20.61290322580645,-7.355970571590266,0.0
2020-02-03,1.0,-0.0,-0.6193914388860237,-24.44043321299639,-18.80608561113976,-6.706549767921608,0.0
2020-02-04,1.0,-0.0,-0.3765333333333334,-25.233066666666666,-19.5504,-7.173333333333334,0.0
2020-02-05,1.0,-0.0,-0.45218894009216587,-27.49020737327189,-21.16417050691244,-7.497695852534562,0.0
2020-02-06,1.0,-0.0,-0.540707467714767,-27.237507018528916,-20.488489612577204,-6.8809657495788885,0.0
2020-02-07,1.0,-0.0,-0.6307099614749587,-26.67088607594937,-20.01761144744084,-6.7176664832140895,0.0
2020-02-10,1.0,-0.0,-0.47320471596998925,-26.032154340836016,-19.55412647374062,-6.530546623794212,0.0
2020-02-11,1.0,-0.0,-0.35846303501945526,-23.541342412451364,-17.624513618677046,-6.113813229571985,0.0
2020-02-12,1.0,-0.0,-0.3395761458846723,-23.859536717594874,-17.9162148841794,-6.170527353376048,0.0
2020-02-13,1.0,-0.0,-0.45933456561922364,-22.382162661737524,-16.77449168207024,-5.595194085027726,0.0
2020-02-14,1.0,-0.0,-0.5269728042799823,-21.662505572893448,-15.94025858225591,-5.453410610789122,0.0
2020-02-18,1.0,-0.0,-0.5513392857142857,-21.64107142857143,-15.923214285714286,-5.527678571428572,0.0
2020-02-19,1.0,-0.0,-1.0117205813408345,-22.684013127051102,-16.44069385841538,-5.745897796530708,0.0
2020-02-20,1.0,-0.0,-1.0138454667262171,-21.50915587315766,-15.672621706118802,-5.467172845020098,0.0
2020-02-21,1.0,-0.0,-1.004142502071251,-19.95691797845899,-14.452775476387735,-5.011184755592377,0.0
2020-02-24,1.0,-0.0,-1.1476323119777159,-19.132113012335854,-13.821727019498606,-4.6916036609629925,0.0
2020-02-25,1.0,-0.0,-1.5161683953630265,-15.029896278218427,-9.7431360585723,-3.2172056131787676,0.0
2020-02-26,1.0,-0.0,-0.9696778269109286,-10.422615287428933,-6.7511054958938725,-1.9136660349547274,0.0
2020-02-27,1.0,-0.0,-0.9218551461245236,-10.467386700550614,-6.910419313850063,-1.8778060144006776,0.0
2020-02-28,1.0,-0.0,-1.121135823192055,-6.616309973422856,-4.077912994824452,-1.1727514337669604,0.0
2020-03-02,1.0,-0.0,-1.1236221571089717,-6.5802985907632205,-4.069624668620064,-1.1792939863262173,0.0
2020-03-03,1.0,-0.0,-1.3018494823775735,-5.206932650924741,-3.2474118878678606,-0.8758869373037106,0.0
2020-03-04,1.0,-0.0,-1.5647773279352226,-5.5425101214574894,-3.101690878780662,-0.6984996427720885,0.0
2020-03-05,1.0,-0.0,-1.801223569818611,-4.792315122893635,-2.6357196522485777,-0.5038102393474294,0.0
2020-03-06,1.0,-0.0,-2.270958083832335,-5.08268079226163,-2.7146476278212806,-0.44702901888530633,0.0
2020-03-09,1.0,-0.0,-2.1083020534334294,-4.923382645175536,-2.5907485096047695,-0.41753146389931556,0.0
2020-03-10,1.0,-0.5142921281053576,-0.9931158335827597,-3.081038611194253,-1.6762945225980244,-0.21804848847650402,0.0
2020-03-11,1.0,-0.2802193888453594,-1.2778687940736522,-3.0656741933186127,-1.4631384001709526,-0.03611368331077712,0.0
2020-03-12,1.0,-0.32773543469835936,-1.0459242991861515,-2.7034620850019375,-1.333548637126986,-0.04850794470998579,0.0
2020-03-13,1.0,-0.4819143310417769,-0.6916446324695927,-2.0664727657324167,-1.0481755684822844,-0.0,0.0
2020-03-16,1.0,-0.2625292390384711,-0.8990195590504155,-1.9615786592345592,-0.8537301547802717,-0.0,0.0
2020-03-17,1.0,-0.6972144992918219,-0.7146304359229921,-1.543303782195877,-1.2905628704820857,-0.0,0.0
2020-03-18,1.0,-0.7559766442657265,-0.8799162718960009,-1.457034262421505,-1.4154456318166795,-0.0,0.0
2020-03-19,1.0,-0.7420367174015378,-0.7124326586118521,-1.3765887337203828,-1.3808253569747373,-0.018515612741252158,0.0
2020-03-20,1.0,-0.7420418848167539,-0.7212565445026178,-1.3761256544502618,-1.3828795811518324,-0.01329842931937173,0.0
2020-03-23,1.0,-0.7720545329160257,-0.8867434088377274,-1.2461407882870934,-1.3998196382154793,-0.0,0.0
2020-03-24,1.0,-0.8148836715181131,-0.9322213959417825,-1.1760862636778922,-1.3841495803675765,-0.004515032401997237,0.0
2020-03-25,1.0,-0.7140923306726416,-0.8526816972412827,-0.8961396629790412,-1.2049199458525885,-0.0,0.0
2020-03-26,1.0,-0.7288506281991624,-0.8523499302000931,-0.872080037226617,-1.200046533271289,-0.0,0.0
2020-03-27,1.0,-0.7413236108547165,-0.8291028244415728,-0.815257522613993,-1.229370500276906,-0.0,0.0
2020-03-30,1.0,-0.7149712092130519,-0.8121286902476923,-0.8217713188922403,-1.2210492642354447,-0.0,0.0
2020-03-31,1.0,-0.6916784074898877,-0.8381584329409626,-0.810434940689906,-1.2045630141344361,-0.0,0.0
2020-04-01,1.0,-0.7005122161280087,-0.8602964507501926,-0.7635193327591678,-1.2085580889352252,-0.0,0.0
2020-04-02,1.0,-0.7653404952658412,-0.74435542607429,-0.7663419519300801,-1.2760378732702113,-0.0,0.0
2020-04-03,1.0,-0.7610222484027368,-0.7434863383025965,-0.7617019348407268,-1.265077710816077,-0.0,0.0
2020-04-06,1.0,-0.762683457148034,-0.7515854321435043,-0.7567947091864468,-1.258742525819895,-0.0,0.0
2020-04-07,1.0,-0.6986852348412766,-0.687656777095407,-0.7098866880027679,-1.2286999394516045,-0.0,0.0
2020-04-08,1.0,-0.6982102714853882,-0.6854573750648453,-0.7107037869617845,-1.2286010721079026,-0.0,0.0
2020-04-09,1.0,-0.6996915959907478,-0.6484622633427568,-0.7193523515805705,-1.2158399725863103,-0.0,0.0
2020-04-13,1.0,-0.6980003418219108,-0.6472397880704154,-0.7150914373611349,-1.2124423175525552,-0.0,0.0
2020-04-14,1.0,-0.6997735913537529,-0.6485539749668932,-0.7124610192660943,-1.211115382972361,-0.0,0.0
2020-04-15,1.0,-0.6654777070063694,-0.6790658174097666,-0.6834394904458599,-1.2183014861995753,-0.0,0.0
2020-04-16,1.0,-0.667829229347004,-0.645936633330532,-0.687452727119926,-1.2008151945541643,-0.0,0.0
2020-04-17,1.0,-0.669625205064569,-0.6488873932612628,-0.6876708871408741,-1.2003112774996845,-0.0,0.0
2020-04-20,1.0,-0.7225825596676417,-0.5782780109373014,-0.7314002289202595,-1.207003264233329,-0.0,0.0
2020-04-21,1.0,-0.7228469151400294,-0.5825226363444936,-0.7193514424089281,-1.1866919351442409,-0.0,0.0
2020-04-22,1.0,-0.6972101570330772,-0.6012779819579017,-0.6889408620113598,-1.1889826261276313,-0.0,0.0
2020-04-23,1.0,-0.6955886649138183,-0.6017278076874922,-0.6875756437544344,-1.1885146696715496,-0.0,0.0
2020-04-24,1.0,-0.6902684423663006,-0.6073143238842733,-0.6897674612783368,-1.1874504237465038,-0.0,0.0
2020-04-27,1.0,-0.7121558204244361,-0.6215789692262967,-0.6469953071140828,-1.1722662901283276,-0.0,0.0
2020-04-28,1.0,-0.7255186721991702,-0.5933609958506224,-0.6495850622406639,-1.1809128630705394,-0.0,0.0
2020-04-29,1.0,-0.7190079216954917,-0.6032931027331924,-0.6452241715399611,-1.1800008294969102,-0.0,0.0
2020-04-30,1.0,-0.7101193650272776,-0.5625743467738628,-0.6495754542844251,-1.1796628245621232,-0.0,0.0
2020-05-01,1.0,-0.7097873388619755,-0.5690122341735775,-0.6468100829296329,-1.1798177190245507,-0.0,0.0
2020-05-04,1.0,-0.7187705456936226,-0.5366124260355031,-0.6558185404339251,-1.1979372123602894,-0.0,0.0
2020-05-05,1.0,-0.7232613711272249,-0.5408289386947923,-0.6599785761371127,-1.1959459459459458,-0.0,0.0
2020-05-06,1.0,-0.7212128702673752,-0.5444320850327524,-0.6525769373377828,-1.2015820046965764,-0.0,0.0
2020-05-07,1.0,-0.7238378088520397,-0.5489007136080518,-0.6513220311017613,-1.2008414800148495,-0.0,0.0
2020-05-08,1.0,-0.7184438040345821,-0.5516261836146562,-0.6500617538081516,-1.1968299711815562,-0.0,0.0
2020-05-11,1.0,-0.7385626317312064,-0.5097739389180477,-0.67115758151837,-1.2132909038310535,-0.0,0.0
2020-05-12,1.0,-0.73915207832075,-0.5217788102547084,-0.6590475400315274,-1.2283663818136563,-0.0,0.0
2020-05-13,1.0,-0.73359996701439,-0.4989485836803695,-0.6549705191110378,-1.2356409516348494,-0.0,0.0
2020-05-14,1.0,-0.73043442723446,-0.4851853365482856,-0.6376231149617884,-1.2335608320732356,-0.0,0.0
2020-05-15,1.0,-0.747160934458144,-0.46844581440622973,-0.6312053861129137,-1.2089957819597665,-0.0,0.0
2020-05-18,1.0,-0.7544271994164607,-0.473436803501236,-0.6177006929529522,-1.2067917494022775,-0.0,0.0
2020-05-19,1.0,-0.7665764273303972,-0.3965412743949251,-0.6787748999959594,-1.1986746939270274,-0.0,0.0
2020-05-20,1.0,-0.7912492332856267,-0.37697812308321405,-0.7044367205070539,-1.2164383561643837,-0.0,0.0
2020-05-21,1.0,-0.7940767405710545,-0.3573999836374049,-0.7189315225394747,-1.2202405301480814,-0.0,0.0
2020-05-22,1.0,-0.795793952784256,-0.35677754592692607,-0.7174420031913589,-1.2214721165255107,-0.0,0.0
2020-05-26,1.0,-0.7951757972199509,-0.35600981193785775,-0.7151676206050694,-1.2219133278822567,-0.0,0.0
2020-05-27,1.0,-0.8119927862939585,-0.33006803836380033,-0.7399786867776047,-1.2166980900073776,-0.0,0.0
2020-05-28,1.0,-0.8085062835154938,-0.32969012239551354,-0.7394080805599902,-1.2158909492815915,-0.0,0.0
2020-05-29,1.0,-0.8083756345177665,-0.3295808089078107,-0.7389061732438186,-1.2168003929916489,-0.0,0.0
2020-06-01,1.0,-0.8075050128902893,-0.32966403404673245,-0.7377746859270778,-1.217211605352539,-0.0,0.0
2020-06-02,1.0,-0.8119721197211972,-0.33603936039360394,-0.7344403444034441,-1.2175481754817548,-0.0,0.0
2020-06-03,1.0,-0.8131048056421191,-0.3326636050516647,-0.7399130720026242,-1.2146957520091848,-0.0,0.0
2020-06-04,1.0,-0.8125153474666449,-0.31615781288368666,-0.7605795203405091,-1.2034460178439879,-0.0,0.0
2020-06-05,1.0,-0.8062174465816347,-0.3208382889718246,-0.749702661690522,-1.2244596645203625,-0.0,0.0
2020-06-08,1.0,-0.8030197918792084,-0.30740665170373394,-0.7614364415425424,-1.2089369516425221,-0.0,0.0
2020-06-09,1.0,-0.7946497540350449,-0.31020043094686345,-0.7576533723624832,-1.2029922348253852,-0.0,0.0
2020-06-10,1.0,-0.7958927414128322,-0.30541153596889176,-0.7498784834737524,-1.1994086195722617,-0.0,0.0
2020-06-11,1.0,-0.7913089047446284,-0.3088241222235659,-0.7547869552948764,-1.1762002660539363,-0.0,0.0
2020-06-12,1.0,-0.7710515951161875,-0.26380464749901533,-0.7705001969279244,-1.1331626624655375,-0.0,0.0
2020-06-15,1.0,-0.7757597200927783,-0.24841765931517082,-0.7761135354011873,-1.1310296025474704,-0.0,0.0
2020-06-16,1.0,-0.7681999843272471,-0.2588746963404122,-0.7687485306794138,-1.1223650184154845,-0.0,0.0
2020-06-17,1.0,-0.7629707766838567,-0.2509767151117362,-0.772230035943116,-1.1207219878105954,-0.0,0.0
2020-06-18,1.0,-0.7615648646540292,-0.25005850690381465,-0.7705359232389423,-1.1183399641157656,-0.0,0.0
2020-06-19,1.0,-0.7620014050425415,-0.25243930996799624,-0.7708609788463039,-1.1175942549371634,-0.0,0.0
2020-06-22,1.0,-0.763642751190569,-0.25243969084237644,-0.7683269576079319,-1.1190569131079708,-0.0,0.0
2020-06-23,1.0,-0.7675910353189659,-0.2532561505065123,-0.7705245042437517,-1.1199593225642428,-0.0,0.0
2020-06-24,1.0,-0.7756279434850862,-0.25121664050235476,-0.7708791208791208,-1.1269623233908947,-0.0,0.0
2020-06-25,1.0,-0.7681674411339764,-0.24733492131672458,-0.7677769534148151,-1.1215978757468077,-0.0,0.0
2020-06-26,1.0,-0.7659143180134877,-0.24772931041203758,-0.7645889369664368,-1.119946984758118,-0.0,0.0
2020-06-29,1.0,-0.7599813396571161,-0.2409516774870738,-0.7690782568129689,-1.1175990358822843,-0.0,0.0
2020-06-30,1.0,-0.7590842178662742,-0.23150228558146743,-0.7676067250329279,-1.115673665452855,-0.0,0.0
2020-07-01,1.0,-0.7558170943469034,-0.2310630908740112,-0.7539648852016207,-1.1179239822496625,-0.0,0.0
2020-07-02,1.0,-0.7523041918938722,-0.23685935752574142,-0.7522656280128033,-1.1149203655855926,-0.0,0.0
2020-07-06,1.0,-0.763902363304746,-0.2381931778493539,-0.7543948154759595,-1.124141410221584,-0.0,0.0
2020-07-07,1.0,-0.7623904444272086,-0.2399363995966804,-0.7513767160474677,-1.1243698130768636,-0.0,0.0
2020-07-08,1.0,-0.7626376182353852,-0.2342611257559311,-0.7552333695146534,-1.1243991316483173,-0.0,0.0
2020-07-09,1.0,-0.7562625637853718,-0.23271996288851088,-0.7537111489098499,-1.1230477810422141,-0.0,0.0
2020-07-10,1.0,-0.757024154589372,-0.22971980676328504,-0.7552463768115943,-1.122705314009662,-0.0,0.0
2020-07-13,1.0,-0.7654975057040102,-0.224718666615105,-0.7564871031362388,-1.1203836188561043,-0.0,0.0
2020-07-14,1.0,-0.7674148606811145,-0.22136222910216716,-0.7576625386996904,-1.1235681114551082,-0.0,0.0
2020-07-15,1.0,-0.7669358890134096,-0.22189589210495805,-0.7551107160799165,-1.1204931019824553,-0.0,0.0
2020-07-16,1.0,-0.7706390195020426,-0.21178601711246434,-0.7497880212749556,-1.1219070376936715,-0.0,0.0
2020-07-17,1.0,-0.7728497728497727,-0.21371371371371367,-0.7499422499422498,-1.1134981134981132,-0.0,0.0
2020-07-20,1.0,-0.774003347534997,-0.214584601339014,-0.735392574558734,-1.0800365185636032,-0.0,0.0
2020-07-21,1.0,-0.732583265032412,-0.21876164220251845,-0.7141047611951419,-1.0600551374711273,-0.0,0.0
2020-07-22,1.0,-0.723654957759004,-0.21891210908551947,-0.7083518600859642,-1.054431599229287,-0.0,0.0
2020-07-23,1.0,-0.7332911345273114,-0.21878839781062667,-0.7125144282682355,-1.0588301001601075,-0.0,0.0
2020-07-24,1.0,-0.7318252846193913,-0.22352853634943076,-0.7080883994344817,-1.0570726988615222,-0.0,0.0
2020-07-27,1.0,-0.7366561279523899,-0.2202343314115678,-0.7035149711735169,-1.0591407848242516,-0.0,0.0
2020-07-28,1.0,-0.7466243938828795,-0.21689668034315554,-0.7070496083550913,-1.0594181275643417,-0.0,0.0
2020-07-29,1.0,-0.7561121943902807,-0.22105144742762864,-0.7105894705264738,-1.062021898905055,-0.0,0.0
2020-07-30,1.0,-0.7561624335056567,-0.21585374990634598,-0.7105716640443545,-1.063609799955046,-0.0,0.0
2020-07-31,1.0,-0.7516801201426695,-0.22399098929979352,-0.711131969213441,-1.0676928853012955,-0.0,0.0
2020-08-03,1.0,-0.7587371898344532,-0.2187019032245955,-0.7056946582078906,-1.0707609144487404,-0.0,0.0
2020-08-04,1.0,-0.7413620708810132,-0.21386512609710034,-0.6871829056030812,-1.0608821242084214,-0.0,0.0
2020-08-05,1.0,-0.7422222222222221,-0.21418518518518517,-0.6874444444444444,-1.0598518518518518,-0.0,0.0
2020-08-06,1.0,-0.742665828123266,-0.21516037142540048,-0.6856202138285672,-1.056009766564315,-0.0,0.0
2020-08-07,1.0,-0.7314503146494951,-0.23031611298112104,-0.6723986535928582,-1.0245499780477096,-0.0,0.0
2020-08-10,1.0,-0.7348643006263048,-0.22763066329707357,-0.6758231696150606,-1.0242464198073473,-0.0,0.0
2020-08-11,1.0,-0.7337386463521828,-0.22985643129211836,-0.674443305010255,-1.0244286551421038,-0.0,0.0
2020-08-12,1.0,-0.735819964022174,-0.22923014794963104,-0.679870773523257,-1.0262491280884025,-0.0,0.0
2020-08-13,1.0,-0.7276806888248385,-0.238717209675654,-0.6655842971286804,-1.0164544492684886,-0.0,0.0
2020-08-14,1.0,-0.7279060436955173,-0.2381004486267644,-0.6665207717839297,-1.0148448043184883,-0.0,0.0
2020-08-17,1.0,-0.7279060436955173,-0.2391217128059233,-0.6668490352700878,-1.0134952766531713,-0.0,0.0
2020-08-18,1.0,-0.7393118216052574,-0.23824115779369417,-0.6982943217898546,-1.0160599571734477,-0.0,0.0
2020-08-19,1.0,-0.7373332843443435,-0.24741889260388725,-0.6839842745342983,-1.0054010361171326,-0.0,0.0
2020-08-20,1.0,-0.7374067678289303,-0.2470882169232465,-0.683874049307418,-1.0058051952823601,-0.0,0.0
2020-08-21,1.0,-0.7339159811985899,-0.2511750881316099,-0.6793845475910694,-1.007674794359577,-0.0,0.0
2020-08-24,1.0,-0.7357711589501621,-0.2524329106458272,-0.691167797109997,-1.006856384547331,-0.0,0.0
2020-08-25,1.0,-0.7337176004111903,-0.23955503340920772,-0.6995006975548865,-0.998568176811807,-0.0,0.0
2020-08-26,1.0,-0.7317494124559342,-0.23993830787309045,-0.7008299059929495,-0.999632784958872,-0.0,0.0
2020-08-27,1.0,-0.7290582631000367,-0.24137046537193113,-0.6958959325760352,-0.9980212532063027,-0.0,0.0
2020-08-28,1.0,-0.7327143276570758,-0.24023781561949503,-0.6985099823840282,-0.998495302407516,-0.0,0.0
2020-08-31,1.0,-0.7331056265608932,-0.2395328338475099,-0.7008594094314675,-0.9991920082268253,-0.0,0.0
2020-09-01,1.0,-0.7268180490654206,-0.23145443925233644,-0.6980505257009345,-0.9943779205607477,-0.0,0.0
2020-09-02,1.0,-0.7227531368543916,-0.22993872191421066,-0.6982783775897285,-0.9965713451998833,-0.0,0.0
2020-09-03,1.0,-0.7283173933597585,-0.2289174151787338,-0.6970435288555947,-0.9822175351830975,-0.0,0.0
2020-09-04,1.0,-0.6917636076403849,-0.23933649289099526,-0.662501795203217,-0.9968045382737326,-0.0,0.0
2020-09-08,1.0,-0.7035087086653926,-0.24276080920269735,-0.6663661606144748,-0.9934369478201291,-0.0,0.0
2020-09-09,1.0,-0.6897785410182105,-0.25673500053665343,-0.6421594933991629,-0.9890164931487246,-0.0,0.0
2020-09-10,1.0,-0.6819980746603915,-0.2606339358933219,-0.6314400827182943,-0.9913716261988805,-0.0,0.0
2020-09-11,1.0,-0.6743756438949874,-0.2629578315393087,-0.6275178514334434,-0.9876727414828235,-0.0,0.0
2020-09-14,1.0,-0.6708214499489454,-0.2566811027780712,-0.6203302700609133,-0.9731699588042676,-0.0,0.0
2020-09-15,1.0,-0.6729649097883222,-0.2720556897286547,-0.6343940900696122,-0.9722261684898423,-0.0,0.0
2020-09-16,1.0,-0.6765447891127456,-0.26500373094552815,-0.634118608534982,-0.9776143268308282,-0.0,0.0
2020-09-17,1.0,-0.6721975484100196,-0.270811867116717,-0.6313377154023805,-0.9786818262568839,-0.0,0.0
2020-09-18,1.0,-0.6696875999573515,-0.2709599459786047,-0.6335785620357537,-0.9797775171482389,-0.0,0.0
2020-09-21,1.0,-0.6790141096624398,-0.26665475977853187,-0.6330058939096268,-0.9933916770851939,-0.0,0.0
2020-09-22,1.0,-0.6814401478532841,-0.25,-0.6445479101506967,-0.978212965595678,-0.0,0.0
2020-09-23,1.0,-0.6744401324456153,-0.25079218143625165,-0.6533271620322569,-0.9818065297112543,-0.0,0.0
2020-09-24,1.0,-0.6755986316989737,-0.24910917901938426,-0.6522234891676169,-0.9863882554161916,-0.0,0.0
2020-09-25,1.0,-0.6772569878270803,-0.25352514903794665,-0.6503052154356906,-0.9886481276550173,-0.0,0.0
2020-09-28,1.0,-0.674257002351935,-0.25404461549426277,-0.642149526049462,-0.9930867365120092,-0.0,0.0
2020-09-29,1.0,-0.6752544302896591,-0.25087182406946124,-0.639420681802007,-0.9929186534766209,-0.0,0.0
2020-09-30,1.0,-0.6753611842573483,-0.2505159775104975,-0.6403814675112092,-0.9922069603586935,-0.0,0.0
2020-10-01,1.0,-0.6709866515996893,-0.2415071685853521,-0.6340490147609295,-0.9847799985874709,-0.0,0.0
2020-10-02,1.0,-0.6721127156459717,-0.23716664909876678,-0.6279470152138014,-0.9763536066898565,-0.0,0.0
2020-10-05,1.0,-0.661280712207774,-0.24951806806631383,-0.6159615856436859,-0.9781991517997967,-0.0,0.0
2020-10-06,1.0,-0.6628525439148996,-0.24270417803905106,-0.6131989642382253,-0.9804394989152495,-0.0,0.0
2020-10-07,1.0,-0.6622590688074999,-0.24294259628502465,-0.6124462168118375,-0.9804456571168711,-0.0,0.0
2020-10-08,1.0,-0.6624956308982872,-0.23844809507165327,-0.612862635442153,-0.9814750087382034,-0.0,0.0
2020-10-09,1.0,-0.6617019788825956,-0.2389693028459548,-0.6126145024823438,-0.982973218656038,-0.0,0.0
2020-10-12,1.0,-0.6758564839266223,-0.23689306714552308,-0.6179007781416148,-0.9903876624062533,-0.0,0.0
