Date,DDOG,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-07-29,1.0,-0.9242345228339418,-0.021343961856514937,-1.0157565372867468,-0.7636146912016688,-0.0,0.0
2020-07-30,1.0,-0.9240162317114031,-0.01872603402702803,-1.015971110531998,-0.7641562116079074,-0.0,0.0
2020-07-31,1.0,-0.9286885245901638,-0.017697466467958268,-1.0169523099850968,-0.7624441132637853,-0.0,0.0
2020-08-03,1.0,-0.9226041938247235,-0.02312935304853067,-1.0186599128459162,-0.7601400424596819,-0.0,0.0
2020-08-04,1.0,-0.9215532968464947,-0.021668714397408688,-1.0175732529133623,-0.7623515395212033,-0.0,0.0
2020-08-05,1.0,-0.9238134267193204,-0.020192236047984504,-1.0178451680202667,-0.7636539751136279,-0.0,0.0
2020-08-06,1.0,-0.9241859771999107,-0.017062812011027495,-1.0197451754712765,-0.7644735861709262,-0.0,0.0
2020-08-07,1.0,-0.9195870890526238,-0.025096308486367205,-1.0299958858510678,-0.7654561095111644,-0.0,0.0
2020-08-10,1.0,-0.9920349534083439,-0.0,-1.0813130727293816,-0.7931794455399604,-0.0,0.0
2020-08-11,1.0,-0.9899825952426997,-0.0,-1.0775865403210212,-0.8001547089537807,-0.0,0.0
2020-08-12,1.0,-0.9877129940883275,-0.0,-1.070090027433252,-0.8060353154824003,-0.0,0.0
2020-08-13,1.0,-0.9859948300474557,-0.0,-1.0565994058412749,-0.815579304757128,-0.0,0.0
2020-08-14,1.0,-0.9982147015446712,-0.0,-1.0685011255142436,-0.8144065823177831,-0.0,0.0
2020-08-17,1.0,-0.9993399852467291,-0.0,-1.0686803587374305,-0.8143805567418565,-0.0,0.0
2020-08-18,1.0,-0.9991848775375537,-0.0,-1.0666459651438107,-0.8157046927764623,-0.0,0.0
2020-08-19,1.0,-0.9970498039672374,-0.0015527347540856334,-1.0659524086797874,-0.8172819378129731,-0.0,0.0
2020-08-20,1.0,-0.9970887353466344,-0.001319773309525658,-1.0659886654762827,-0.8172890303547861,-0.0,0.0
2020-08-21,1.0,-0.9994173625946784,-0.0,-1.0681685764226063,-0.8166634297921926,-0.0,0.0
2020-08-24,1.0,-0.9987959294647711,-0.001631321370309951,-1.0676609958828556,-0.8160102540200419,-0.0,0.0
2020-08-25,1.0,-0.9995724502487562,-0.0,-1.0766091417910448,-0.810595460199005,-0.0,0.0
2020-08-26,1.0,-0.9980172614882201,-0.0013218256745198664,-1.0760049762848924,-0.8123785086696214,-0.0,0.0
2020-08-27,1.0,-0.9918424426057569,-0.00792448432583615,-1.0729130248999728,-0.8118711882841938,-0.0,0.0
2020-08-28,1.0,-0.9960709561969968,-0.0063020306543219475,-1.0759744806659923,-0.81183381311756,-0.0,0.0
2020-08-31,1.0,-0.9969263092366353,-0.005291417010349389,-1.0770368064742042,-0.8114932690063029,-0.0,0.0
2020-09-01,1.0,-0.9967317718465489,-0.006692086218971285,-1.073457318496615,-0.8138666251653567,-0.0,0.0
2020-09-02,1.0,-0.9949439950217797,-0.006845052893590541,-1.0731953951462352,-0.8142112632233977,-0.0,0.0
2020-09-03,1.0,-0.9918380038089314,-0.012748260717478331,-1.0783162967857283,-0.8037622915775973,-0.0,0.0
2020-09-04,1.0,-0.9636118598382749,-0.01902194840200231,-1.0545244512899499,-0.8134770889487871,-0.0,0.0
2020-09-08,1.0,-0.9538591570940105,-0.02193707019094087,-1.0512121095700948,-0.8148219293864535,-0.0,0.0
2020-09-09,1.0,-0.9336726883037354,-0.045430189834660135,-1.0199020208205756,-0.8283833435394978,-0.0,0.0
2020-09-10,1.0,-0.9157775255391601,-0.03726825576995838,-1.0092697692016648,-0.8212258796821794,-0.0,0.0
2020-09-11,1.0,-0.9126327324944262,-0.04028265880663568,-1.0093715754071724,-0.8165740845709104,-0.0,0.0
2020-09-14,1.0,-0.9084772607285617,-0.042084621766347384,-1.0069386831586091,-0.8135228901123764,-0.0,0.0
2020-09-15,1.0,-0.9077693669265243,-0.04138892027266222,-1.0052348133920839,-0.8116596994689865,-0.0,0.0
2020-09-16,1.0,-0.909499019164026,-0.042025049041798705,-1.0092047683718122,-0.8117172174437907,-0.0,0.0
2020-09-17,1.0,-0.8980536836953659,-0.054436622369461285,-1.0015435003576405,-0.8106012122124762,-0.0,0.0
2020-09-18,1.0,-0.8960330889264899,-0.05636397819138935,-0.9992855799962398,-0.8084226358338032,-0.0,0.0
2020-09-21,1.0,-0.8909594372099986,-0.05190091303697052,-0.998129022601407,-0.800965424337674,-0.0,0.0
2020-09-22,1.0,-0.8990110878034163,-0.03978124063530117,-1.0070047947258018,-0.8000449505543902,-0.0,0.0
2020-09-23,1.0,-0.905825388484348,-0.0397492680729675,-1.0051422565873431,-0.8027550484197884,-0.0,0.0
2020-09-24,1.0,-0.8999626587005228,-0.03166542195668409,-0.9965646004480957,-0.8059372666168783,-0.0,0.0
2020-09-25,1.0,-0.8997680335228974,-0.037077222388506435,-0.9976429212810535,-0.8069066147859921,-0.0,0.0
2020-09-28,1.0,-0.8931326016018986,-0.03292791456541087,-0.9837956096113913,-0.7982052803322457,-0.0,0.0
2020-09-29,1.0,-0.8889053199748603,-0.027616547746681947,-0.9866168804761728,-0.793855595400939,-0.0,0.0
2020-09-30,1.0,-0.8810721498072335,-0.03076923076923077,-0.9738938865430512,-0.7860106480631541,-0.0,0.0
2020-10-01,1.0,-0.8938109053038756,-0.020382355129063452,-0.9925611842594659,-0.8126162314959459,-0.0,0.0
2020-10-02,1.0,-0.8812506929814836,-0.01833167017777285,-0.9866577965036775,-0.809661085855786,-0.0,0.0
2020-10-05,1.0,-0.8652891650428325,-0.034155667487775286,-0.9693738740394867,-0.8077870509945217,-0.0,0.0
2020-10-06,1.0,-0.8570697657420605,-0.035083872382414207,-0.955377699813617,-0.8070387018967219,-0.0,0.0
2020-10-07,1.0,-0.8550724637681159,-0.03621363121965466,-0.9556456028912496,-0.8036359653926185,-0.0,0.0
2020-10-08,1.0,-0.8332497492477432,-0.037541195013612264,-0.9220876916463677,-0.7892964608110045,-0.0,0.0
2020-10-09,1.0,-0.8351915380217269,-0.03323327615780446,-0.9234205260148656,-0.7816252144082334,-0.0,0.0
2020-10-12,1.0,-0.8506390923452535,-0.03134424816889272,-0.9246373689501651,-0.7838216286083585,-0.0,0.0
2020-10-13,1.0,-0.8431210762331839,-0.03856502242152466,-0.923659192825112,-0.7820986547085202,-0.0,0.0
2020-10-14,1.0,-0.8454937163375225,-0.03917414721723518,-0.9282944344703769,-0.7777019748653501,-0.0,0.0
2020-10-15,1.0,-0.8459358634048355,-0.03891957816199154,-0.9258196427290337,-0.7763828108185666,-0.0,0.0
2020-10-16,1.0,-0.8451659192825112,-0.0417219730941704,-0.9240538116591928,-0.7764663677130045,-0.0,0.0
2020-10-19,1.0,-0.8452128995229041,-0.040893926893137714,-0.926247444129569,-0.7748322990278724,-0.0,0.0
2020-10-20,1.0,-0.8439078565542937,-0.03998137068749329,-0.9274889836277004,-0.7712177121771218,-0.0,0.0
2020-10-21,1.0,-0.8379748643244787,-0.03366895172807769,-0.9344473007712083,-0.7643173379034562,-0.0,0.0
2020-10-22,1.0,-0.8363207884024852,-0.038634578304649,-0.9346568592444476,-0.7610512033135757,-0.0,0.0
2020-10-23,1.0,-0.8428923230664905,-0.03001534672900532,-0.9352582176380314,-0.7608408579892216,-0.0,0.0
2020-10-26,1.0,-0.8437946301056841,-0.03102684947157955,-0.9338403313339046,-0.7617109397315053,-0.0,0.0
2020-10-27,1.0,-0.8428408442669709,-0.026668568168853393,-0.9358956075299487,-0.759875926982316,-0.0,0.0
2020-10-28,1.0,-0.8268760546888453,-0.029582945896614664,-0.8786720391224988,-0.7087509040190102,-0.0,0.0
2020-10-29,1.0,-0.8169771264210381,-0.025441720312285986,-0.8804958224900697,-0.7012737981098479,-0.0,0.0
2020-10-30,1.0,-0.815917333880791,-0.022822144665708612,-0.881441182508725,-0.7013960172449188,-0.0,0.0
2020-11-02,1.0,-0.8230516142298993,-0.021008979368017,-0.8836452121461376,-0.6995338954006444,-0.0,0.0
2020-11-03,1.0,-0.8285831734721841,-0.016100301452452725,-0.8891477117018362,-0.6917648670868731,-0.0,0.0
