Date,IWF,IWM,MTUM,PFC,SPY,VLUE,VXX
2018-12-24,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2018-12-26,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2018-12-27,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2018-12-31,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-02,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-03,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-07,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-08,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-09,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-10,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-14,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-15,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-16,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-17,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-22,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-23,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-24,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-28,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-29,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-30,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-01-31,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-02-04,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-02-05,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-02-06,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-02-07,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-02-11,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-02-12,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-02-13,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-02-14,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-02-19,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-02-20,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-02-21,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-02-25,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-02-26,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-02-27,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-02-28,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-03-04,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-03-05,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-03-06,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-03-07,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-03-11,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-03-12,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-03-13,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-03-14,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-03-18,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-03-19,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-03-20,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-03-21,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-03-25,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-03-26,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-03-27,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-03-28,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-04-01,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-04-02,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-04-03,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-04-04,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-04-08,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-04-09,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-04-10,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2019-04-11,-0.02755455123225761,-0.09824164960101688,-0.006482593037214887,1.0,-0.1475884471435633,-0.13246239672339524,0.0
2019-04-15,-0.027198754687610557,-0.09837967876600863,-0.007599235831033751,1.0,-0.14792330007783203,-0.13402674591381872,0.0
2019-04-16,-0.026929169495360943,-0.09855170853134194,-0.0071848834577958815,1.0,-0.14760126725503506,-0.13408010862186015,0.0
2019-04-17,-0.027046907712329545,-0.098497708368698,-0.007553895773213377,1.0,-0.1476546143835229,-0.133834097210434,0.0
2019-04-18,-0.0,-0.0057489931142003375,-0.0,1.0,-0.046370880429604605,-0.030542202589753584,0.0
2019-04-22,-0.0,-0.004269382889960449,-0.0,1.0,-0.04681150782900797,-0.032518827545104836,0.0
2019-04-23,-0.0,-0.0041734869754685685,-0.0,1.0,-0.04729590564667368,-0.03254235818274453,0.0
2019-04-24,-0.0,-0.0,-0.0,1.0,-0.037773908612196365,-0.023887378970613216,0.0
2019-04-25,-0.0,-0.0,-0.0,1.0,-0.038876201603908866,-0.02332572096234532,0.0
2019-04-29,-0.0,-0.0,-0.0,1.0,-0.039050137530400056,-0.02297129384777137,0.0
2019-04-30,-0.0,-0.0,-0.0,1.0,-0.03873317968924244,-0.023312127616640293,0.0
2019-05-01,-0.0,-0.0,-0.0,1.0,-0.03919985552356772,-0.023126852432197,0.0
2019-05-02,-0.0,-0.0,-0.0,1.0,-0.038993189472901334,-0.023502162156419003,0.0
2019-05-06,-0.0,-0.0,-0.0,1.0,-0.03903169930820484,-0.02363367799113737,0.0
2019-05-07,-0.0,-0.0,-0.0,1.0,-0.03904149620105202,-0.023611922852133253,0.0
2019-05-08,-0.0,-0.0,-0.0,1.0,-0.0407897545357524,-0.026446104589114193,0.0
2019-05-09,-0.0,-0.0,-0.0,1.0,-0.04192583092871647,-0.02680346264828471,0.0
2019-05-13,-0.0,-0.0,-0.0,1.0,-0.04249379652605459,-0.027059981175665267,0.0
2019-05-14,-0.0,-0.0,-0.0,1.0,-0.043314198975937745,-0.02565500432928198,0.0
2019-05-15,-0.0,-0.0,-0.0,1.0,-0.04408273265886681,-0.025367356105490558,0.0
2019-05-16,-0.0,-0.0,-0.0,1.0,-0.043896701064000426,-0.025450462492648238,0.0
2019-05-20,-0.0,-0.0,-0.0,1.0,-0.04335229216558331,-0.02576548067054396,0.0
2019-05-21,-0.0,-0.0,-0.0,1.0,-0.04301752961661308,-0.025220856077681517,0.0
2019-05-22,-0.0,-0.0,-0.0,1.0,-0.04342435739859991,-0.025340672259926252,0.0
2019-05-23,-0.0,-0.0,-0.0,1.0,-0.044302850178537065,-0.024792063118732492,0.0
2019-05-28,-0.0,-0.0,-0.0,1.0,-0.04357624240352883,-0.024468914545706995,0.0
2019-05-29,-0.0,-0.0,-0.0,1.0,-0.0436811309472965,-0.024045442897411805,0.0
2019-05-30,-0.0,-0.0,-0.0,1.0,-0.04465010900696789,-0.024045654683024834,0.0
2019-06-03,-0.0,-0.0,-0.0,1.0,-0.044618524970343375,-0.02408865994806083,0.0
2019-06-04,-0.0,-0.0,-0.0,1.0,-0.043133906174947965,-0.024283503228905375,0.0
2019-06-05,-0.0,-0.0,-0.0,1.0,-0.04416964894342195,-0.020939843217450578,0.0
2019-06-06,-0.0,-0.0,-0.0,1.0,-0.04374407532459233,-0.021366110324113032,0.0
2019-06-10,-0.0,-0.0,-0.0,1.0,-0.04491481121910106,-0.021945312750045343,0.0
2019-06-11,-0.0,-0.0,-0.0,1.0,-0.04474666666666667,-0.02192,0.0
2019-06-12,-0.0,-0.0,-0.0,1.0,-0.044739650021340165,-0.022268459240290226,0.0
2019-06-13,-0.0,-0.0,-0.0,1.0,-0.04607851522408485,-0.02302856654122477,0.0
2019-06-17,-0.0,-0.0,-0.0,1.0,-0.04634769865973537,-0.02328616200836462,0.0
2019-06-18,-0.0,-0.0,-0.0,1.0,-0.046542482051721,-0.0234103335009576,0.0
2019-06-19,-0.0,-0.0,-0.0,1.0,-0.04706171835717266,-0.022765932408289027,0.0
2019-06-20,-0.0,-0.0,-0.0,1.0,-0.048144616011058364,-0.023402591001146552,0.0
2019-06-24,-0.0,-0.0,-0.0,1.0,-0.047687443056969835,-0.024181360201511338,0.0
2019-06-25,-0.0,-0.0,-0.0,1.0,-0.047768072450565344,-0.023985852848186055,0.0
2019-06-26,-0.0,-0.0,-0.0,1.0,-0.04676031587857747,-0.024740964565452654,0.0
2019-06-27,-0.0,-0.0,-0.0,1.0,-0.046835320968208555,-0.02467667448862601,0.0
2019-07-01,-0.0,-0.0,-0.0,1.0,-0.04764150943396227,-0.024388936535162952,0.0
2019-07-02,-0.0,-0.0,-0.0,1.0,-0.04753845494665582,-0.023629975577359786,0.0
2019-07-03,-0.0,-0.0,-0.0,1.0,-0.04742312225436623,-0.024043715846994537,0.0
2019-07-08,-0.0,-0.0,-0.0,1.0,-0.04754657120195502,-0.02428776608287423,0.0
2019-07-09,-0.0,-0.0,-0.0,1.0,-0.04803137792828514,-0.023619178258353517,0.0
2019-07-10,-0.0,-0.0,-0.0,1.0,-0.04828488403264028,-0.02399768386965333,0.0
2019-07-11,-0.0,-0.0,-0.0,1.0,-0.04882234330087091,-0.023724741516152562,0.0
2019-07-15,-0.0,-0.0,-0.0,1.0,-0.04871456610573056,-0.023821015262181323,0.0
2019-07-16,-0.0,-0.0,-0.0,1.0,-0.04916063287744704,-0.023513006167873423,0.0
2019-07-17,-0.0,-0.0,-0.0,1.0,-0.04913074720348345,-0.023358822835447927,0.0
2019-07-18,-0.0,-0.0,-0.0,1.0,-0.04932894186308483,-0.02350580940017809,0.0
2019-07-22,-0.0,-0.0,-0.0,1.0,-0.05042522120092776,-0.023365690232797873,0.0
2019-07-23,-0.0,-0.0,-0.0,1.0,-0.050350596497256435,-0.023451845329496276,0.0
2019-07-24,-0.0,-0.0,-0.0,1.0,-0.050684563758389256,-0.023140939597315436,0.0
2019-07-25,-0.0,-0.0,-0.0,1.0,-0.05128893662728249,-0.022824919441460794,0.0
2019-07-29,-0.0,-0.0,-0.0,1.0,-0.051008685756004334,-0.02263235309906486,0.0
2019-07-30,-0.0,-0.0,-0.0,1.0,-0.05178824743154365,-0.022879680178824743,0.0
2019-07-31,-0.0,-0.0,-0.0,1.0,-0.051493106671967846,-0.023070888986793606,0.0
2019-08-01,-0.0,-0.0,-0.0,1.0,-0.05079361672443953,-0.022386538028138784,0.0
2019-08-05,-0.0,-0.0,-0.0,1.0,-0.05061581503038878,-0.021298946307789602,0.0
2019-08-06,-0.0,-0.0,-0.0,1.0,-0.05059747280801493,-0.02206466007337009,0.0
2019-08-07,-0.0,-0.0,-0.0,1.0,-0.049729324114273464,-0.022254381733397655,0.0
2019-08-08,-0.0,-0.0,-0.0,1.0,-0.049784524345532905,-0.022233657082824126,0.0
2019-08-12,-0.0,-0.0,-0.0,1.0,-0.048776043899511276,-0.022989368087113094,0.0
2019-08-13,-0.0,-0.0,-0.0,1.0,-0.0495007117399634,-0.020784947502488414,0.0
2019-08-14,-0.0,-0.0,-0.0,1.0,-0.048992340935347226,-0.0207094262119721,0.0
2019-08-15,-0.0,-0.0,-0.0,1.0,-0.049278987482495804,-0.019679526237586717,0.0
2019-08-19,-0.0,-0.0,-0.0,1.0,-0.04924902453364691,-0.01975519803303223,0.0
2019-08-20,-0.0,-0.0,-0.0,1.0,-0.05006304631232503,-0.01851851851851852,0.0
2019-08-21,-0.0,-0.0,-0.0,1.0,-0.05001548963262865,-0.018235036480755466,0.0
2019-08-22,-0.0,-0.0,-0.0,1.0,-0.05002402947615742,-0.01794200886420676,0.0
2019-08-26,-0.0,-0.0,-0.0,1.0,-0.04995301554758244,-0.017875448487954897,0.0
2019-08-27,-0.0,-0.0,-0.0,1.0,-0.049588979752854756,-0.016611401946881897,0.0
2019-08-28,-0.0,-0.0,-0.0,1.0,-0.04975856224617057,-0.01619178578661806,0.0
2019-08-29,-0.0,-0.0,-0.0,1.0,-0.04999893415190467,-0.015849161177548976,0.0
2019-09-03,-0.0,-0.0,-0.0,1.0,-0.05034376165858338,-0.015583861855779991,0.0
2019-09-04,-0.0,-0.0,-0.0,1.0,-0.04964206579171638,-0.015638316004772456,0.0
2019-09-05,-0.0,-0.0,-0.0,1.0,-0.050255754475703324,-0.01539855072463768,0.0
2019-09-09,-0.0,-0.0,-0.0,1.0,-0.0512790437295401,-0.015024365276548554,0.0
2019-09-10,-0.0,-0.0,-0.0,1.0,-0.052234747091256174,-0.014215785600784908,0.0
2019-09-11,-0.0,-0.0,-0.0,1.0,-0.05321249773166383,-0.014239813836316862,0.0
2019-09-12,-0.0,-0.0,-0.0,1.0,-0.05351138437890287,-0.013940927189077829,0.0
2019-09-16,-0.0,-0.0,-0.0,1.0,-0.05353559075963961,-0.013973696571160169,0.0
2019-09-17,-0.0,-0.0,-0.0,1.0,-0.05350413664264745,-0.014027221777421939,0.0
2019-09-18,-0.0,-0.0,-0.0,1.0,-0.05358077157165281,-0.014190682626290668,0.0
2019-09-19,-0.0,-0.0,-0.0,1.0,-0.0537626365171301,-0.01486460492850884,0.0
2019-09-23,-0.0,-0.0,-0.0,1.0,-0.05381721809010857,-0.01484354962810977,0.0
2019-09-24,-0.0,-0.0,-0.0,1.0,-0.05337180720316341,-0.015346799187773858,0.0
2019-09-25,-0.0,-0.0,-0.0,1.0,-0.05324261972914086,-0.014803263980860426,0.0
2019-09-26,-0.0,-0.0,-0.0,1.0,-0.05328862357300755,-0.0146196644632159,0.0
2019-09-30,-0.0,-0.0,-0.0,1.0,-0.05332678405535563,-0.014490277525654304,0.0
2019-10-01,-0.0,-0.0,-0.0,1.0,-0.053294749543508206,-0.014522312037501733,0.0
2019-10-02,-0.0,-0.0,-0.0,1.0,-0.053252670102322805,-0.013721285063431602,0.0
2019-10-03,-0.0,-0.0,-0.0,1.0,-0.052512704686617735,-0.012869820909197449,0.0
2019-10-07,-0.0,-0.0,-0.0,1.0,-0.05234230203872947,-0.012824609616326879,0.0
2019-10-08,-0.0,-0.0,-0.0,1.0,-0.05229022673297905,-0.012673191407789221,0.0
2019-10-09,-0.0,-0.0,-0.0,1.0,-0.05148872820076563,-0.01188855806039983,0.0
2019-10-10,-0.0,-0.0,-0.0,1.0,-0.052683103312512636,-0.01140704640497143,0.0
2019-10-14,-0.0,-0.0,-0.0,1.0,-0.05283765667227034,-0.011150596897410252,0.0
2019-10-15,-0.0,-0.0,-0.0,1.0,-0.05310685187942735,-0.010519262268927226,0.0
2019-10-16,-0.0,-0.0,-0.0,1.0,-0.05322486308289466,-0.010208964747168606,0.0
2019-10-17,-0.0,-0.0,-0.0,1.0,-0.05327873211721534,-0.010381322129447427,0.0
2019-10-21,-0.0,-0.0,-0.0,1.0,-0.05326922872368715,-0.010413453458564242,0.0
2019-10-22,-0.0,-0.0,-0.0,1.0,-0.05337446152209754,-0.010285592724565229,0.0
2019-10-23,-0.0,-0.0,-0.0,1.0,-0.05321434649421375,-0.010434394145677331,0.0
2019-10-24,-0.0,-0.0,-0.0,1.0,-0.05365640736285145,-0.010954849836582172,0.0
2019-10-28,-0.0,-0.0,-0.0,1.0,-0.05375302147778215,-0.011095611802664225,0.0
2019-10-29,-0.0,-0.0,-0.0,1.0,-0.05547149706979222,-0.010058604155567395,0.0
2019-10-30,-0.0,-0.0,-0.0,1.0,-0.055401012523314676,-0.01041300293098854,0.0
2019-10-31,-0.0,-0.0,-0.0,1.0,-0.05518660256478589,-0.010809197411762197,0.0
2019-11-04,-0.0,-0.0,-0.0,1.0,-0.05515999062013686,-0.010722888997846894,0.0
2019-11-05,-0.0,-0.0,-0.0,1.0,-0.056591311017833934,-0.008757164468497645,0.0
2019-11-06,-0.0,-0.0,-0.0,1.0,-0.05645745451446589,-0.008777536324513188,0.0
2019-11-07,-0.0,-0.0,-0.0,1.0,-0.05675897414041107,-0.008737067541794083,0.0
2019-11-11,-0.0,-0.0,-0.0,1.0,-0.05681285428120871,-0.008694540340109962,0.0
2019-11-12,-0.0,-0.0,-0.0,1.0,-0.056931879934788855,-0.008609574955513644,0.0
2019-11-13,-0.0,-0.0,-0.0,1.0,-0.05717391999488377,-0.008718916211002035,0.0
2019-11-14,-0.0,-0.0,-0.0,1.0,-0.0571608241049636,-0.008675911023949351,0.0
2019-11-18,-0.0,-0.0,-0.0,1.0,-0.05729483120676239,-0.008655516826026244,0.0
2019-11-19,-0.0,-0.0,-0.0,1.0,-0.05734480442639204,-0.008741911067046195,0.0
2019-11-20,-0.0,-0.0,-0.0,1.0,-0.0573405253283302,-0.008666638239808972,0.0
2019-11-21,-0.0,-0.0,-0.0,1.0,-0.057375214504215476,-0.008484241267946408,0.0
2019-11-25,-0.0,-0.0,-0.0,1.0,-0.057296940113187034,-0.008494356635083716,0.0
2019-11-26,-0.0,-0.0,-0.0,1.0,-0.05732884447380196,-0.008065031642198121,0.0
2019-11-27,-0.0,-0.0,-0.0,1.0,-0.05754230424960573,-0.008055922594944802,0.0
2019-12-02,-0.0,-0.0,-0.0,1.0,-0.057532261330093884,-0.008066664535447503,0.0
2019-12-03,-0.0,-0.0,-0.0,1.0,-0.05645719150747619,-0.00776885010376204,0.0
2019-12-04,-0.0,-0.0,-0.0,1.0,-0.05625398851308232,-0.007349500106360349,0.0
2019-12-05,-0.0,-0.0,-0.0,1.0,-0.05621849275732244,-0.007317125050517942,0.0
2019-12-09,-0.0,-0.0,-0.0,1.0,-0.05624395069081782,-0.007370850572756571,0.0
2019-12-10,-0.0,-0.0,-0.0,1.0,-0.056242754278299535,-0.007349421937652227,0.0
2019-12-11,-0.0,-0.0,-0.0,1.0,-0.0562196885901472,-0.007338551859099805,0.0
2019-12-12,-0.0,-0.0,-0.0,1.0,-0.05620785740114437,-0.007338395762874098,0.0
2019-12-16,-0.0,-0.0,-0.0,1.0,-0.056439265056141545,-0.006847567199727799,0.0
2019-12-17,-0.0,-0.0,-0.0,1.0,-0.056086489704365944,-0.0069736044818165385,0.0
2019-12-18,-0.0,-0.0,-0.00018088185223016684,1.0,-0.0566692202928158,-0.0071607933265236635,0.0
2019-12-19,-0.0,-0.0,-0.0008196110572982638,1.0,-0.056276411167998974,-0.007323278018457215,0.0
2019-12-23,-0.0,-0.0,-0.0007877703968659513,1.0,-0.056346874467722706,-0.007430591040708568,0.0
2019-12-24,-0.5731239092495636,-0.5736668605778553,-0.577196044211751,0.5101415551677331,-0.578514640294745,-0.5756835369400813,0.4898584448322668
2019-12-26,-0.5574374359169104,-0.557931113052064,-0.5607412752060155,0.5068924923100293,-0.5618045798048077,-0.5596020202787377,0.4931075076899708
2019-12-27,-0.550959729017689,-0.5512984569062852,-0.5538577342867895,0.5056831012420022,-0.5547610086563793,-0.5527662777568686,0.4943168987579977
2019-12-30,-0.5424182690519582,-0.5427158106147952,-0.5448729869453639,0.5041469855320415,-0.5455052627663927,-0.5437943987800796,0.4958530144679585
2019-12-31,-0.5446405253143305,-0.5450136178785957,-0.5472521732641868,0.504458456142969,-0.5478864306234377,-0.5461328955713913,0.4955415438570309
2020-01-02,-0.5353144793047576,-0.5355722492266902,-0.5373398144056561,0.5030564147886286,-0.5378185299749595,-0.5364192075416113,0.4969435852113712
2020-01-03,-0.5377083102390717,-0.538077818423678,-0.5399623101651702,0.5034179507076081,-0.5404057199866976,-0.5389276872482726,0.4965820492923918
2020-01-06,-0.5394873314565121,-0.5398947992295154,-0.541895095569714,0.5036301674322122,-0.5423025633427175,-0.5407097347755223,0.4963698325677879
2020-01-07,-0.5239907226208596,-0.5242444009567298,-0.5254403131115459,0.501594549539755,-0.5256215119228818,-0.5247155178662027,0.498405450460245
2020-01-08,-0.5233715920199862,-0.5235888337738512,-0.5248198703790867,0.5014663818385894,-0.5248922842970417,-0.5240233172815815,0.49853361816141056
2020-01-09,-0.513473962237213,-0.513509654852411,-0.5142948923867651,0.5006246207659635,-0.5142948923867651,-0.5137595031587965,0.49937537923403647
2020-01-10,-0.5124567844031792,-0.5125280678618527,-0.5132409024485868,0.500552446804719,-0.5132052607192501,-0.5127419182378729,0.49944755319528106
2020-01-13,-0.5110621042896778,-0.5110976737568471,-0.511737924165896,0.5004624030732019,-0.511737924165896,-0.511275521092694,0.49953759692679806
2020-01-14,-0.5098171489437244,-0.5098526540031955,-0.5104207349547311,0.5003728031244452,-0.51038522989526,-0.5100301793005503,0.4996271968755548
2020-01-15,-0.5098352506746201,-0.509870756994745,-0.5104388581167447,0.5003905695213748,-0.5104388581167447,-0.51004828859537,0.4996094304786252
2020-01-16,-0.5084691708008505,-0.5085046066619419,-0.5090007087172218,0.5003189227498228,-0.5089652728561305,-0.5086463501063075,0.49968107725017713
2020-01-17,-0.500946305902145,-0.500946305902145,-0.5010164026356371,0.5000350483667461,-0.5009813542688911,-0.500946305902145,0.49996495163325383
2020-01-21,-0.500946305902145,-0.500946305902145,-0.5010164026356371,0.5000350483667461,-0.5009813542688911,-0.500946305902145,0.49996495163325383
2020-01-22,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-01-23,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-01-24,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-01-27,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-01-28,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-01-29,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-01-30,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-01-31,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-02-03,-0.5130729445336187,-0.5130729445336187,-0.5139646869983948,0.5004458712323882,-0.5136793294096665,-0.513215623327983,0.49955412876761196
2020-02-04,-0.5214424951267057,-0.5214063966500614,-0.5229586311457657,0.5007941664861743,-0.5224171539961013,-0.5216229875099271,0.49920583351382575
2020-02-05,-0.5305517972720957,-0.5305517972720957,-0.5328189563754708,0.5012981314220938,-0.5320144805645958,-0.5308443339305957,0.4987018685779062
2020-02-06,-0.5224117987275883,-0.5223395026026605,-0.5240746096009253,0.5006506651243494,-0.5234239444765761,-0.5225563909774436,0.4993493348756507
2020-02-07,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-02-10,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-02-11,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-02-12,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-02-13,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-02-14,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-02-18,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-02-19,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-02-20,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
2020-02-21,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5
