Date,IWF,IWM,MTUM,SPY,VIR,VLUE,VXX
2020-07-01,-4.801700276789245,-2.259984183471728,-4.954527481217872,-4.961447212336892,1.0,-1.7928034796362198,0.0
2020-07-02,-4.797066983749505,-2.2835909631391202,-4.951843043995244,-4.966706302021404,1.0,-1.8184700753071739,0.0
2020-07-06,-4.7965530903328055,-2.2840729001584785,-4.947900158478605,-4.964342313787639,1.0,-1.8169572107765453,0.0
2020-07-07,-4.762976119992106,-2.2997829090191435,-4.915137162028814,-4.946516676534438,1.0,-1.8113282020919677,0.0
2020-07-08,-4.820824208640255,-2.3010153294843723,-4.985267768265977,-5.002389010551464,1.0,-1.7989249452518417,0.0
2020-07-09,-4.802383316782522,-2.29493545183714,-4.97020854021847,-4.992452830188679,1.0,-1.8007944389275075,0.0
2020-07-10,-4.8138287303794955,-2.2861116630240415,-4.983508841645142,-4.995628849592688,1.0,-1.7901847804490363,0.0
2020-07-13,-4.818524395081317,-2.276874256247521,-4.980959936533122,-4.9880999603332015,1.0,-1.7691392304641016,0.0
2020-07-14,-4.798888227119317,-2.273774071868176,-4.963668850506254,-5.013897161008537,1.0,-1.8028588445503277,0.0
2020-07-15,-4.814711729622267,-2.2687872763419485,-4.971172962226641,-5.02286282306163,1.0,-1.8033797216699803,0.0
2020-07-16,-4.824300178677785,-2.2295016875124083,-4.982132221560453,-5.023823704586063,1.0,-1.793527893587453,0.0
2020-07-17,-4.813639968279143,-2.2254163362410786,-4.973632038065028,-5.015860428231562,1.0,-1.7969865186360032,0.0
2020-07-20,-4.813082259663033,-2.224380574826561,-4.972646184340931,-5.015659068384538,1.0,-1.7958374628344895,0.0
2020-07-21,-4.766871165644172,-2.249752622204631,-4.932317435187018,-5.012467840886602,1.0,-1.8288145656045915,0.0
2020-07-22,-4.7597942223981,-2.2560348239018597,-4.925405619311436,-5.011673921646221,1.0,-1.8333992876929166,0.0
2020-07-23,-4.777601270849881,-2.2702541699761714,-4.945591739475774,-5.0299841143764885,1.0,-1.8333995234312945,0.0
2020-07-24,-4.720948616600791,-2.2871541501976287,-4.899802371541503,-5.002569169960474,1.0,-1.8523715415019761,0.0
2020-07-27,-4.713723173853121,-2.2789919275447925,-4.880094506792675,-4.995471549517622,1.0,-1.8206339830675329,0.0
2020-07-28,-4.707249802994484,-2.2775807722616235,-4.871355397951143,-5.0057131599684785,1.0,-1.838849487785658,0.0
2020-07-29,-4.696182605273515,-2.271546635182999,-4.862062180243999,-5.001574183392366,1.0,-1.845926800472255,0.0
2020-07-30,-4.7035066981875495,-2.2523640661938535,-4.872734436564224,-5.011032308904649,1.0,-1.8609141055949567,0.0
2020-07-31,-4.702638834186688,-2.251673887357227,-4.871012209531312,-5.008074044899566,1.0,-1.8593934619929107,0.0
2020-08-03,-4.68825034442039,-2.260775437905924,-4.868136193662664,-4.99980318834875,1.0,-1.86400314898642,0.0
2020-08-04,-4.673144876325089,-2.2442088731841383,-4.852964271692187,-4.994110718492344,1.0,-1.8663133097762075,0.0
2020-08-05,-4.672488226059655,-2.2427394034536894,-4.851255886970173,-4.992346938775511,1.0,-1.864403453689168,0.0
2020-08-06,-4.674779195289499,-2.2300294406280665,-4.857899901864573,-4.993523061825318,1.0,-1.8708537782139352,0.0
2020-08-07,-4.671313567641861,-2.233457687021402,-4.86000392695857,-4.9911643432161785,1.0,-1.8788533280973885,0.0
2020-08-10,-4.666732167419926,-2.2438593043820005,-4.857928866181961,-4.995283945765376,1.0,-1.8866181961092554,0.0
2020-08-11,-4.664570642562389,-2.2452348202004324,-4.855374336804873,-4.994694438986049,1.0,-1.8905482413047752,0.0
2020-08-12,-4.635989817897005,-2.243391423536323,-4.815743097709027,-4.9817897004112,1.0,-1.9040532602310554,0.0
2020-08-13,-4.612707722385142,-2.2652981427174974,-4.771260997067448,-4.975757575757576,1.0,-1.9251221896383186,0.0
2020-08-14,-4.611024237685692,-2.2654417513682565,-4.769546520719312,-4.974198592650509,1.0,-1.926309616888194,0.0
2020-08-17,-4.610242376856919,-2.265832681782643,-4.768960125097733,-4.973416731821736,1.0,-1.927873338545739,0.0
2020-08-18,-4.602811950790861,-2.264206209724663,-4.749267721148214,-4.974223784417107,1.0,-1.937121655926577,0.0
2020-08-19,-4.6008986130103535,-2.2697792537605,-4.748388357100996,-4.974409064270365,1.0,-1.9411994530181675,0.0
2020-08-20,-4.595628415300546,-2.2679547228727555,-4.743364558938329,-4.96935987509758,1.0,-1.939695550351288,0.0
2020-08-21,-4.588453286522332,-2.2695533450360834,-4.736102984201287,-4.966452116247318,1.0,-1.9440218451336062,0.0
2020-08-24,-4.586973478939158,-2.2704758190327614,-4.7345943837753515,-4.96509360374415,1.0,-1.9436427457098284,0.0
2020-08-25,-4.748796147672552,-2.318218298555377,-4.92215088282504,-5.1282102728731935,1.0,-1.9468298555377208,0.0
2020-08-26,-4.7503514762000405,-2.3223538863225546,-4.924884514962844,-5.133159268929504,1.0,-1.9536051415946976,0.0
2020-08-27,-4.715458550260313,-2.3344012815378457,-4.896075290348418,-5.113936724068883,1.0,-1.9639567480977174,0.0
2020-08-28,-4.727728731942215,-2.3374799357945424,-4.908105939004815,-5.125,1.0,-1.9656902086677368,0.0
2020-08-31,-4.726689392420293,-2.3352717064367354,-4.907359133747744,-5.121916984158813,1.0,-1.9608983356727492,0.0
2020-09-01,-4.728677503511941,-2.340959261489063,-4.904876580373269,-5.127633955448525,1.0,-1.9658840056191051,0.0
2020-09-02,-4.856612337528368,-2.382710955230039,-5.05199092221993,-5.295027852279761,1.0,-2.0449762739839077,0.0
2020-09-03,-4.868622185498864,-2.3982648213179094,-5.069820285065069,-5.294154100392481,1.0,-2.025821111340632,0.0
2020-09-04,-4.5835153922542204,-2.340218470705065,-4.784309831181728,-5.111817279046673,1.0,-2.0411122144985105,0.0
2020-09-08,-4.547807190833662,-2.327736072698538,-4.75207427894113,-5.0835638087712365,1.0,-2.044053733702094,0.0
2020-09-09,-4.448464697829063,-2.353021709368277,-4.6254645022491685,-5.040680618032466,1.0,-2.090357911206728,0.0
2020-09-10,-4.3765479876160995,-2.338235294117647,-4.542376160990712,-4.99109907120743,1.0,-2.1015866873065017,0.0
2020-09-11,-4.319226350057449,-2.3230563002680964,-4.492340099578705,-4.936039831482191,1.0,-2.079088471849866,0.0
2020-09-14,-4.315084226646248,-2.3204441041347623,-4.488897396630934,-4.933384379785605,1.0,-2.0846094946401226,0.0
2020-09-15,-4.276188672096988,-2.271074067058155,-4.436067437014587,-4.9022542148134125,1.0,-2.0573972343246827,0.0
2020-09-16,-4.281807823775162,-2.2812381314090393,-4.432586403342195,-4.917964299278389,1.0,-2.0763387770603874,0.0
2020-09-17,-4.285142094220866,-2.3049780659927523,-4.438870875452985,-4.941827198168987,1.0,-2.102040816326531,0.0
2020-09-18,-4.262407301768397,-2.2992964441909107,-4.422133485453508,-4.924320212968245,1.0,-2.1068644228940863,0.0
2020-09-21,-4.2571809016549365,-2.309872550884535,-4.431805212098155,-4.918204299029865,1.0,-2.105193075898802,0.0
2020-09-22,-4.263327641813698,-2.274141529121609,-4.440903054448872,-4.906089926010245,1.0,-2.0872699677480555,0.0
2020-09-23,-4.245265151515151,-2.2693181818181816,-4.436174242424243,-4.894886363636364,1.0,-2.0935606060606062,0.0
2020-09-24,-4.216455935082091,-2.2347612757123985,-4.407812794866956,-4.89092281562559,1.0,-2.1217210794489527,0.0
2020-09-25,-4.221844293272865,-2.2392290249433104,-4.4143990929705215,-4.897014361300076,1.0,-2.123771730914588,0.0
2020-09-28,-4.171311015522723,-2.207031980549841,-4.358518795586311,-4.856181036095007,1.0,-2.1088460819150927,0.0
2020-09-29,-4.176327599102468,-2.1914734480179505,-4.362752430815258,-4.859947643979057,1.0,-2.1080777860882574,0.0
2020-09-30,-4.180542563143125,-2.189148737137512,-4.372310570626754,-4.859494855004678,1.0,-2.107577174929841,0.0
2020-10-01,-4.2113790504898265,-2.217030896759608,-4.398643556895252,-4.896759608138658,1.0,-2.1158628485305195,0.0
2020-10-02,-4.213006597549482,-2.2073515551366634,-4.398114985862394,-4.906503298774741,1.0,-2.125353440150801,0.0
2020-10-05,-4.172892810212127,-2.2226393842688195,-4.354045428946875,-4.883611788999437,1.0,-2.1389149615168015,0.0
2020-10-06,-4.133902077151335,-2.164132047477745,-4.311387240356083,-4.847366468842729,1.0,-2.0893916913946584,0.0
2020-10-07,-4.1437360178970915,-2.1968680089485457,-4.325689783743475,-4.869127516778524,1.0,-2.1075689783743474,0.0
2020-10-08,-4.1350798959494615,-2.177257525083612,-4.319769602378298,-4.856187290969899,1.0,-2.0923448532144184,0.0
2020-10-09,-4.144876325088339,-2.1768644225404503,-4.328249953505672,-4.858843221127023,1.0,-2.0888971545471455,0.0
2020-10-12,-4.143922445935869,-2.1841909023117076,-4.3303504847129,-4.865212527964205,1.0,-2.1191275167785233,0.0
2020-10-13,-4.101723179544192,-2.1825088011858442,-4.299425606818603,-4.832499536779692,1.0,-2.1126551788030388,0.0
2020-10-14,-4.098427382053654,-2.175578168362627,-4.299352451433857,-4.8240518038852915,1.0,-2.104162812210916,0.0
2020-10-15,-4.089229632366525,-2.169591723628302,-4.293183077775725,-4.815998522076482,1.0,-2.1060410123776094,0.0
2020-10-16,-4.094074074074074,-2.1861111111111113,-4.2935185185185185,-4.823333333333334,1.0,-2.1216666666666666,0.0
2020-10-19,-4.0935012034808365,-2.18663210516571,-4.294019625995186,-4.820773930753564,1.0,-2.119977781892242,0.0
2020-10-20,-4.060672917815775,-2.170251884537599,-4.263651406508549,-4.782864497150211,1.0,-2.1082919654348222,0.0
2020-10-21,-4.0506422018348625,-2.1642201834862385,-4.259082568807339,-4.768990825688073,1.0,-2.1056880733944956,0.0
2020-10-22,-4.046370967741936,-2.1594574780058653,-4.25183284457478,-4.765029325513196,1.0,-2.1057551319648096,0.0
2020-10-23,-4.036759326993416,-2.1512435991221652,-4.246708119970739,-4.755852231163131,1.0,-2.0976591075347475,0.0
2020-10-26,-4.048248027884791,-2.15116492386718,-4.261603375527426,-4.771234635846633,1.0,-2.113006787745368,0.0
2020-10-27,-4.054709014136222,-2.1419129796218104,-4.289333578116394,-4.778042959427208,1.0,-2.094547457315954,0.0
2020-10-28,-4.057074692604147,-2.1400256927876677,-4.290695540466141,-4.776472747293082,1.0,-2.0877225178931917,0.0
