Date,GH,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-02-21,1.0,-1.1838061465721041,-1.2390070921985816,-4.3039007092198585,-2.821631205673759,-1.2721040189125294,0.0
2020-02-24,1.0,-1.1495327102803736,-1.2887610831536065,-4.371315600287563,-2.870596693026599,-1.301461778097292,0.0
2020-02-25,1.0,-0.9901400560224091,-1.3375910364145658,-4.168179271708683,-2.5710924369747903,-1.1373669467787115,0.0
2020-02-26,1.0,-0.45812348442454764,-1.1380339488901325,-3.866256295467264,-2.173848162656221,-0.6904495429957098,0.0
2020-02-27,1.0,-0.5635033722808017,-1.0989835660682055,-3.902251353662012,-2.272157309774865,-0.6624869383490073,0.0
2020-02-28,1.0,-0.4709785878605557,-1.2695098212705715,-3.5723765705184922,-1.9509821270571581,-0.5842328791364361,0.0
2020-03-02,1.0,-0.7058659994439811,-1.1185246965063478,-3.628579371698638,-2.149569085348902,-0.6644425910480956,0.0
2020-03-03,1.0,-0.6398354876615746,-1.5480806893850372,-3.6219153936545236,-2.2607716412064236,-0.7217978848413631,0.0
2020-03-04,1.0,-0.5100209963733537,-1.6388623783164729,-3.656518419545715,-2.1408665775911433,-0.5975376980339759,0.0
2020-03-05,1.0,-0.5194473776839141,-1.7207849348820836,-3.204857444561774,-1.8517247448081662,-0.5029039070749736,0.0
2020-03-06,1.0,-0.5245425756509501,-1.8578465869106262,-3.1982758620689657,-1.7760380014074595,-0.4399190710767065,0.0
2020-03-09,1.0,-0.5089045261054643,-1.8469290244114325,-3.186777864651203,-1.7482408131352618,-0.39649031361306575,0.0
2020-03-10,1.0,-1.016658142763206,-1.1305618470081098,-2.5244392489223353,-1.4190107401183607,-0.21545992547672974,0.0
2020-03-11,1.0,-0.8069426660975956,-1.4362640489401053,-2.57248541755584,-1.2492530943235167,-0.048442168160478014,0.0
2020-03-12,1.0,-0.8611785329018339,-1.2160868392664508,-2.4138349514563107,-1.233346817691478,-0.0177319309600863,0.0
2020-03-13,1.0,-1.1376792698826597,-0.7898956975228161,-2.3457627118644067,-1.245567144719687,-0.0,0.0
2020-03-16,1.0,-0.8443633837067916,-0.9731920560477101,-2.0093798853569567,-0.963059463841121,-0.0,0.0
2020-03-17,1.0,-0.861069148676965,-0.732712830758735,-1.2836119097509866,-0.9956629793869695,-0.0,0.0
2020-03-18,1.0,-0.8283371040723982,-0.7567401960784315,-1.1579468325791855,-0.9703525641025641,-0.0,0.0
2020-03-19,1.0,-0.8779360088773811,-0.6101350101719992,-1.139310153504716,-0.9910301461068984,-0.005224708710930275,0.0
2020-03-20,1.0,-0.8799381414311823,-0.7095459018698158,-1.111251698767515,-0.9855663339425466,-0.0,0.0
2020-03-23,1.0,-0.865843016580168,-0.7480824874844991,-1.0259495705690533,-0.9529692738713085,-0.0,0.0
2020-03-24,1.0,-0.8702702702702704,-0.7578103527256069,-1.007237746220797,-0.9455794777828676,-0.0,0.0
2020-03-25,1.0,-0.8413384159254553,-0.6919525624735281,-0.8151630664972469,-0.8869970351545955,-0.0,0.0
2020-03-26,1.0,-0.8531400557856479,-0.6920378666215874,-0.7971008367847181,-0.8838644239709238,-0.0,0.0
2020-03-27,1.0,-0.833887588783512,-0.6656402676848544,-0.7518988381163525,-0.8541281767048486,-0.0,0.0
2020-03-30,1.0,-0.8174483517379081,-0.6485065808239274,-0.7651277454056477,-0.8436901511755838,-0.0,0.0
2020-03-31,1.0,-0.8035295070023476,-0.6505302355703068,-0.7660892090990042,-0.827450821662754,-0.0,0.0
2020-04-01,1.0,-0.8062643608658846,-0.6536864594670858,-0.7428145281573748,-0.8283145886241786,-0.0,0.0
2020-04-02,1.0,-0.8265103338632751,-0.5806836248012719,-0.7287758346581876,-0.8385930047694754,-0.0,0.0
2020-04-03,1.0,-0.8202136852855685,-0.5850420300102129,-0.7212271191766833,-0.8015947835650877,-0.0,0.0
2020-04-06,1.0,-0.8189472027696908,-0.5903690298213864,-0.7242111889212368,-0.80069242269258,-0.0,0.0
2020-04-07,1.0,-0.7881557723327445,-0.5611414087103463,-0.7041247407634995,-0.7871572317382287,-0.0,0.0
2020-04-08,1.0,-0.7919217588849101,-0.5559277655846907,-0.7169535250856726,-0.7856070232182049,-0.0,0.0
2020-04-09,1.0,-0.8002605463810873,-0.5187555078738649,-0.7305643894402084,-0.7820222997049695,-0.0,0.0
2020-04-13,1.0,-0.7934645035093775,-0.5372991216967744,-0.7233920147278794,-0.7812296245157826,-0.0,0.0
2020-04-14,1.0,-0.7892232115443659,-0.5449416641080749,-0.7201412342646607,-0.7835431378569235,-0.0,0.0
2020-04-15,1.0,-0.7713816417739409,-0.5590358684441727,-0.7050307498376561,-0.7844073494021926,-0.0,0.0
2020-04-16,1.0,-0.7809796073947016,-0.5363826948732608,-0.7106537068801219,-0.7837240327806364,-0.0,0.0
2020-04-17,1.0,-0.7817454268292683,-0.5323551829268293,-0.7136432926829268,-0.7832317073170731,-0.0,0.0
2020-04-20,1.0,-0.7864753786437323,-0.5218053124286475,-0.7158459547910799,-0.7813760560164397,-0.0,0.0
2020-04-21,1.0,-0.7900731372847785,-0.5289120828889228,-0.7191833003199757,-0.7711031540454061,-0.0,0.0
2020-04-22,1.0,-0.7709964076384949,-0.5455851767820004,-0.6951030440536964,-0.7697485346946492,-0.0,0.0
2020-04-23,1.0,-0.7585439456808751,-0.5592983779705771,-0.6868728781591852,-0.7674462466993587,-0.0,0.0
2020-04-24,1.0,-0.7436750036142837,-0.5448894029203413,-0.623138643920775,-0.7025805985253724,-0.0,0.0
2020-04-27,1.0,-0.746418752713066,-0.5470988279554334,-0.6191940384893647,-0.7047098827955434,-0.0,0.0
