Date,DTIL,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-10-12,1.0,-1.118717254879383,-0.6594507455812079,-1.186884679601589,-1.4246070585525936,-0.36766653232771024,0.0
2020-10-13,1.0,-1.1077179664136185,-0.6662065792500574,-1.1844375431331953,-1.4199447895100068,-0.37278582930756843,0.0
2020-10-14,1.0,-1.10845937086664,-0.6657657139570994,-1.186152165161884,-1.4194030709068952,-0.3709816550692967,0.0
2020-10-15,1.0,-1.1119046247768243,-0.6688936243736681,-1.1885618844669699,-1.4223924437021251,-0.36762080285664916,0.0
2020-10-16,1.0,-1.1085378499827168,-0.6758267081460997,-1.1823366747321118,-1.421016246111303,-0.3732572877059569,0.0
2020-10-19,1.0,-1.1061732664706898,-0.6749092166695486,-1.1842181105539225,-1.4234826214767422,-0.37523776586546775,0.0
2020-10-20,1.0,-1.1036704636980785,-0.6731101139109423,-1.1856518237256932,-1.4191692555517201,-0.37153377056725345,0.0
2020-10-21,1.0,-1.0800451594693763,-0.6832063223257127,-1.1499294383290997,-1.3723962743437765,-0.3593564775613886,0.0
2020-10-22,1.0,-1.080320379039991,-0.6802414123752044,-1.1484573297986351,-1.37311749111625,-0.35839584860962265,0.0
2020-10-23,1.0,-1.075721695985566,-0.685554803788904,-1.1416892196662156,-1.3732521425349573,-0.3620320252593595,0.0
2020-10-26,1.0,-1.0736237757514353,-0.6856917707981537,-1.1406056512439489,-1.3680625914668467,-0.36074524372396705,0.0
2020-10-27,1.0,-1.0700887341345613,-0.6848253397731102,-1.1388857688419634,-1.3681904975850838,-0.3540941255756486,0.0
2020-10-28,1.0,-1.070355421011324,-0.6861755802219979,-1.1291064020630115,-1.3642785065590313,-0.35614979257764323,0.0
