Date,IWF,IWM,MTUM,SPY,TRMD,VLUE,VXX
2019-06-25,-0.40699478211817797,-1.7831053448032717,-1.87984769426033,-4.9651671132421376,1.0,-4.067268368354251,0.0
2019-06-26,-0.3655474040632054,-1.779204288939052,-1.8644187358916477,-4.975028216704289,1.0,-4.124012415349887,0.0
2019-06-27,-0.3854416961130742,-1.7502473498233218,-1.887349823321555,-4.976537102473499,1.0,-4.13469964664311,0.0
2019-06-28,-0.40045184975995485,-1.6862468229313754,-1.90369951990963,-4.998729172550127,1.0,-4.131036430386897,0.0
2019-07-01,-0.4403553299492386,-1.6531302876480543,-1.905386350817823,-5.003807106598985,1.0,-4.097856739988719,0.0
2019-07-02,-0.41761804087385485,-1.6754052149400986,-1.898520084566596,-4.999013389711064,1.0,-4.103875968992248,0.0
2019-07-03,-0.41288412743163233,-1.6802932055257964,-1.8975190301663378,-4.9980265012686775,1.0,-4.107696645052156,0.0
2019-07-05,-0.4141428370192985,-1.6634737286941823,-1.8936469925341597,-4.997887026341738,1.0,-4.1174813353993525,0.0
2019-07-08,-0.41270959560377624,-1.666901507679301,-1.8907989291249823,-4.998450049316612,1.0,-4.121600676342116,0.0
2019-07-09,-0.40723536036036034,-1.6500563063063063,-1.893440315315315,-4.9983108108108105,1.0,-4.127674549549549,0.0
2019-07-10,-0.4068703364775447,-1.642545403350697,-1.8917358862452485,-5.005209066591581,1.0,-4.132197662959313,0.0
2019-07-11,-0.42148526077097503,-1.6411564625850341,-1.9240362811791383,-5.037981859410431,1.0,-4.147675736961451,0.0
2019-07-12,-0.46762387387387383,-1.6119087837837835,-1.9111768018018016,-4.992961711711711,1.0,-4.092905405405405,0.0
2019-07-15,-0.4771030012681414,-1.6653515569959136,-1.9589967591940254,-4.96829646329435,1.0,-4.020572072706777,0.0
2019-07-16,-0.4983026874115983,-1.67991513437058,-1.9997171145686,-4.974823196605374,1.0,-3.9915134370579914,0.0
2019-07-17,-0.5005662514156286,-1.7052661381653456,-1.9899490373725937,-4.972678369195924,1.0,-3.987825594563987,0.0
2019-07-18,-0.5027554048325562,-1.7012858555885262,-1.9943478875229614,-4.964109085770807,1.0,-3.967924261692808,0.0
2019-07-19,-0.5290459363957597,-1.702332155477032,-1.9973144876325089,-4.950106007067138,1.0,-3.95547703180212,0.0
2019-07-22,-0.5216223855285471,-1.6830130016958733,-1.98063877897117,-4.95463538722442,1.0,-3.9922272470322215,0.0
2019-07-23,-0.5192280602901816,-1.688970277503874,-1.9745034511903083,-4.932666572756726,1.0,-3.97112269333709,0.0
2019-07-24,-0.5203938115330521,-1.6828410689170183,-1.9976090014064698,-4.919690576652602,1.0,-3.944303797468355,0.0
2019-07-25,-0.5251294974100519,-1.631807363852723,-2.010219795604088,-4.923841523169537,1.0,-3.908581828363433,0.0
2019-07-26,-0.519826864004468,-1.608209997207484,-2.0187098575816806,-4.918318905333706,1.0,-3.8973750349064504,0.0
2019-07-29,-0.5175021002520303,-1.5802296275553067,-2.0299635956314757,-4.93293195183422,1.0,-3.9410529263511624,0.0
2019-07-30,-0.5196971821113135,-1.5819430814524043,-2.037852236085798,-4.931305201177625,1.0,-3.948548997616711,0.0
2019-07-31,-0.5075271814887092,-1.602732088095902,-2.023696682464455,-4.887092277669362,1.0,-3.918037357122944,0.0
2019-08-01,-0.5011104941699056,-1.6468628539700165,-2.010549694614103,-4.849389228206551,1.0,-3.873264852859522,0.0
2019-08-02,-0.48648648648648646,-1.6127512127512127,-2.0507276507276506,-4.84005544005544,1.0,-3.86999306999307,0.0
2019-08-05,-0.47108467072495847,-1.6050083010514666,-2.0327891532927507,-4.850996126175983,1.0,-3.8750691754288877,0.0
2019-08-06,-0.39141281512605036,-1.5166754201680672,-1.9262079831932772,-4.591386554621848,1.0,-3.7045693277310923,0.0
2019-08-07,-0.3605138961719979,-1.5626638699528055,-1.8822758259045622,-4.5751179863660205,1.0,-3.7290246460409016,0.0
2019-08-08,-0.3586785527005768,-1.563188253801783,-1.8822758259045622,-4.575773466177242,1.0,-3.7295490298898795,0.0
2019-08-09,-0.3127287515250102,-1.5736749356106818,-1.941304053138132,-4.754778365189101,1.0,-3.973159821065474,0.0
2019-08-12,-0.304534144318496,-1.568841581421067,-2.0534973735139617,-4.893972905722975,1.0,-4.002764722145424,0.0
2019-08-13,-0.2995049504950495,-1.5226897689768975,-2.042079207920792,-4.886138613861386,1.0,-4.001100110011,0.0
2019-08-14,-0.24391938846421124,-1.5877692842251563,-2.076997915218902,-4.935371785962475,1.0,-4.054482279360667,0.0
2019-08-15,-0.22861732030518006,-1.5710078972025165,-2.0445723464061034,-4.759603801365279,1.0,-3.7812876455628426,0.0
2019-08-16,-0.23286020353508302,-1.570969469737547,-2.0474022495982864,-4.758569898232459,1.0,-3.7806641671130152,0.0
2019-08-19,-0.25439531166755464,-1.4942727757059138,-2.0614011720831114,-4.765849760255728,1.0,-3.743207245604689,0.0
2019-08-20,-0.238107892638852,-1.499468509168217,-2.07666755248472,-4.759500398618124,1.0,-3.713526441668882,0.0
2019-08-21,-0.4013872135102533,-1.7990048250904704,-2.4509951749095293,-5.289203860072376,1.0,-4.137665862484921,0.0
2019-08-22,-0.3952682338758288,-1.8080168776371308,-2.4364074743821575,-5.295057263411694,1.0,-4.134418324291742,0.0
2019-08-23,-0.3970743477605188,-1.8066656612878904,-2.4403559040868648,-5.298748303423316,1.0,-4.137837430251848,0.0
2019-08-26,-0.38360413589364845,-1.6995568685376663,-2.4149187592319055,-5.239438700147711,1.0,-4.033530280649926,0.0
2019-08-27,-0.38658777120315585,-1.751175845850402,-2.4600212410863302,-5.378243058716432,1.0,-4.196176604460628,0.0
2019-08-28,-0.3929181549930113,-1.7049231247088057,-2.5826991768908214,-5.568877154837708,1.0,-4.280788942382357,0.0
2019-08-29,-0.4273107292150488,-1.646230066573773,-2.593745161789751,-5.562935438922435,1.0,-4.252051401145688,0.0
2019-08-30,-0.4275138803207897,-1.6005552128315854,-2.6113510178901915,-5.566471314003701,1.0,-4.216687230104873,0.0
2019-09-03,-0.43843427338572966,-1.6064108491292957,-2.6047156726768375,-5.57312374788103,1.0,-4.188010479272615,0.0
2019-09-04,-0.4218629715165512,-1.558429561200924,-2.6364896073903004,-5.575365665896844,1.0,-4.204311008468053,0.0
2019-09-05,-0.4289881774911715,-1.5849838783970522,-2.62229387379088,-5.57392906494703,1.0,-4.143866113925995,0.0
2019-09-06,-0.4182264498312366,-1.5518563976679964,-2.680270021478981,-5.613224915618288,1.0,-4.078551702976373,0.0
2019-09-09,-0.40741880868092967,-1.5457903647837463,-2.687548099122672,-5.64537478836386,1.0,-4.10558719408958,0.0
2019-09-10,-0.42953846153846154,-1.5209230769230768,-2.726153846153846,-5.646461538461539,1.0,-4.061538461538461,0.0
2019-09-11,-0.4409412488465088,-1.5021531836358046,-2.7517686865579822,-5.64595509074131,1.0,-4.038911104275608,0.0
2019-09-12,-0.45491556091676716,-1.4439083232810614,-2.714716525934861,-5.519601930036187,1.0,-3.9452653799758743,0.0
2019-09-13,-0.44247385175079584,-1.435046233136274,-2.7424586933454598,-5.575261482492042,1.0,-3.963013490980749,0.0
2019-09-16,-0.445,-1.4372727272727273,-2.7374242424242423,-5.570454545454544,1.0,-3.961515151515152,0.0
2019-09-17,-0.4440242057488653,-1.4099848714069592,-2.7396369137670193,-5.571406959152798,1.0,-3.963540090771558,0.0
2019-09-18,-0.44138556950536983,-1.4330661019512934,-2.7333232491302373,-5.562244743609136,1.0,-3.9562849795794888,0.0
2019-09-19,-0.43511796733212343,-1.4435874168179068,-2.736690865093769,-5.549153055051422,1.0,-3.9594676346037505,0.0
2019-09-20,-0.48086850895839656,-1.4769207409656846,-2.776040085028849,-5.518827816580625,1.0,-3.9309140601275434,0.0
2019-09-23,-0.46579507449072666,-1.489358467619337,-2.798570994223168,-5.508057160231073,1.0,-3.940255396777135,0.0
2019-09-24,-0.4721969006381039,-1.489364934670313,-2.810543907626861,-5.493618960802188,1.0,-3.9272257672439985,0.0
2019-09-25,-0.454214675560946,-1.451182534869618,-2.823681018799272,-5.510006064281382,1.0,-3.9214675560946026,0.0
2019-09-26,-0.586287677651101,-1.3721692956426674,-3.2034983601436826,-5.5983132906450095,1.0,-3.8572544119943775,0.0
2019-09-27,-0.5321479599936497,-1.3619622162247975,-3.266709001428798,-5.734719796793141,1.0,-3.9799968248928397,0.0
2019-09-30,-0.6057007125890737,-1.1836896278701505,-3.36104513064133,-5.707521773555028,1.0,-3.97735550277118,0.0
2019-10-01,-0.6054346098839981,-1.1633561099634515,-3.3974257111075796,-5.7287462259653585,1.0,-3.995709518512633,0.0
2019-10-02,-0.672528150547586,-1.1844824926731452,-3.415856856393645,-5.466604966836341,1.0,-3.6853308653401204,0.0
2019-10-03,-0.6379231122683412,-1.3126052994332975,-3.3778526573747896,-5.415990197580027,1.0,-3.571909940266503,0.0
2019-10-04,-0.6546012269938651,-1.3487730061349694,-3.416104294478528,-5.3722392638036816,1.0,-3.5457055214723927,0.0
