Date,IGMS,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-09-02,1.0,-1.434683294233856,-0.8013334979627114,-1.1365600691443387,-1.8010865538955425,-0.0,0.0
2020-09-03,1.0,-1.4407281703178032,-0.7972847886454798,-1.1322431348349276,-1.8007405121875966,-0.0,0.0
2020-09-04,1.0,-1.375920471281296,-0.8375061364752087,-1.072901325478645,-1.8502086401570939,-0.0,0.0
2020-09-08,1.0,-1.367076167076167,-0.8497542997542997,-1.0694717444717443,-1.856142506142506,-0.0,0.0
2020-09-09,1.0,-1.3338203067932797,-0.8869004139274409,-1.010226442658875,-1.8562210859508155,-0.0,0.0
2020-09-10,1.0,-1.3131563065781535,-0.8815932407966204,-0.9940856970428487,-1.8462281231140618,-0.0,0.0
2020-09-11,1.0,-1.327711436661332,-0.9101317247322418,-1.0283762156838607,-1.8891419426320326,-0.0,0.0
2020-09-14,1.0,-1.343046275674338,-0.9156768126701311,-1.0382949764909677,-1.8895694135115069,-0.0,0.0
2020-09-15,1.0,-1.3418882896286652,-0.9259190378773788,-1.04209286467051,-1.8893435000929886,-0.0,0.0
2020-09-16,1.0,-1.355011524325671,-0.914221640814801,-1.060736310969912,-1.8993957515729147,-0.0,0.0
2020-09-17,1.0,-1.3451950641904524,-0.9294528231334912,-1.0547176866508787,-1.9027795089118784,-0.0,0.0
2020-09-18,1.0,-1.33836744882676,-0.9300424363454818,-1.0615951073389915,-1.9105716425361956,-0.0,0.0
2020-09-21,1.0,-1.3563843398157627,-0.965263561924258,-1.1305015353121801,-1.9449206755373596,-0.0,0.0
2020-09-22,1.0,-1.3697031861016733,-0.9469196743380988,-1.151035322777101,-1.9429450605808067,-0.0,0.0
2020-09-23,1.0,-1.3600410888546481,-0.9468412942989214,-1.1641628145865432,-1.9490241397021058,-0.0,0.0
2020-09-24,1.0,-1.3463134375997445,-0.9323970635173954,-1.1459304181295882,-1.9503351420363868,-0.00874561123523779,0.0
2020-09-25,1.0,-1.3455534229046706,-0.9416506717850288,-1.1463211772232886,-1.9516314779270634,-0.0127319257837492,0.0
2020-09-28,1.0,-1.3307021452670442,-0.939525112992552,-1.1308803870392767,-1.9411165573874847,-0.023553377045006048,0.0
2020-09-29,1.0,-1.3318280117033456,-0.9303523724716958,-1.1328075308484926,-1.942373743798499,-0.02315227070347284,0.0
2020-09-30,1.0,-1.3312348976217727,-0.9311331552842427,-1.1318199160625715,-1.941816100724914,-0.02289202594429607,0.0
2020-10-01,1.0,-1.33206106870229,-0.9375318066157761,-1.129325699745547,-1.9416666666666667,-0.020737913486005087,0.0
2020-10-02,1.0,-1.3333121383607809,-0.9329179118713041,-1.1270426654797483,-1.9435365931201118,-0.02168245692121829,0.0
2020-10-05,1.0,-1.3286739945358663,-0.9368447804816061,-1.1209733782324163,-1.9458034182603725,-0.021348243217485227,0.0
2020-10-06,1.0,-1.3330160543181673,-0.919728409163018,-1.1162510311567992,-1.9508852084523127,-0.02576305603147408,0.0
2020-10-07,1.0,-1.3134318968229002,-0.9240641711229947,-1.107014784523435,-1.9186536646744259,-0.0281220509594212,0.0
2020-10-08,1.0,-1.3107302065674642,-0.91950775412821,-1.10221636215232,-1.9190054624223019,-0.02718653858228166,0.0
2020-10-09,1.0,-1.3121865596790372,-0.9215772316950853,-1.103184553660983,-1.9162487462387163,-0.015609327983951857,0.0
2020-10-12,1.0,-1.3022146935190413,-0.9190037016123972,-1.101198318589623,-1.913859087772131,-0.03764351590438547,0.0
2020-10-13,1.0,-1.2907064128256514,-0.9247870741482966,-1.0976327655310623,-1.9071267535070142,-0.04233466933867736,0.0
2020-10-14,1.0,-1.3002763471925638,-0.9241301344052254,-1.1130511242306242,-1.9090566511744755,-0.03410375580957166,0.0
2020-10-15,1.0,-1.299491429647768,-0.9232749419225215,-1.1126389150499154,-1.907703899039367,-0.03559992465624411,0.0
2020-10-16,1.0,-1.2915048239568976,-0.933091091341937,-1.0959779476256108,-1.8990101491041222,-0.045232427014158624,0.0
2020-10-19,1.0,-1.2954033066132267,-0.9370616232464931,-1.1072144288577155,-1.8964804609218437,-0.026365230460921846,0.0
2020-10-20,1.0,-1.2937054185959205,-0.9372418971342762,-1.1048679764735327,-1.8978225503691655,-0.023401326492303844,0.0
2020-10-21,1.0,-1.2946741854636592,-0.937406015037594,-1.1134085213032583,-1.898370927318296,-0.02180451127819549,0.0
2020-10-22,1.0,-1.304054054054054,-0.9483455418034857,-1.129767618085375,-1.9125410457186156,-0.020017681232634504,0.0
2020-10-23,1.0,-1.313819699077001,-0.9407636869389304,-1.1369958275382477,-1.9161714502465546,-0.014224301428752055,0.0
2020-10-26,1.0,-1.3146380018969333,-0.9421435346190324,-1.1368321214037305,-1.9174201707239962,-0.012077141953841289,0.0
2020-10-27,1.0,-1.3111826328410956,-0.9397324245866464,-1.1409188438722708,-1.9189700870882245,-0.0,0.0
2020-10-28,1.0,-1.3155905511811024,-0.9403464566929134,-1.1301417322834644,-1.9130708661417324,-0.0,0.0
