Date,HWM,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-10-08,1.0,-0.02691746392086914,-0.808529268688179,-0.09583265769417869,-0.6282471217772012,-0.6835089995135398,0.0
2020-10-09,1.0,-0.025042169456338394,-0.8076748410535877,-0.09475152458803685,-0.6282600233553912,-0.6880757752692358,0.0
2020-10-12,1.0,-0.020726565034057735,-0.8058060330846578,-0.09273434965942264,-0.6249108011676937,-0.6993837171586117,0.0
2020-10-13,1.0,-0.014713984767460704,-0.8093339815264949,-0.09236752552260574,-0.6223302544158159,-0.7022200615783504,0.0
2020-10-14,1.0,-0.014259787399533317,-0.8093725693544205,-0.09223489758879959,-0.6227962146746177,-0.7022297122115634,0.0
2020-10-15,1.0,-0.011836814113373978,-0.8048385004540147,-0.09378648333117136,-0.6233298741730444,-0.7091710987157868,0.0
2020-10-16,1.0,-0.01167125952342357,-0.8045388231479981,-0.09473172313178797,-0.6228237964013617,-0.7082185119144108,0.0
2020-10-19,1.0,-0.010568288650436021,-0.8037734625733458,-0.09323435017992025,-0.6233993581223457,-0.7108308749635296,0.0
2020-10-20,1.0,-0.008224323274187283,-0.8036847558606398,-0.09461209687864267,-0.6193174459266935,-0.7121163061779562,0.0
2020-10-21,1.0,-0.008196986878341164,-0.8048274744856634,-0.09836384254009396,-0.6176251417463147,-0.7108699173821481,0.0
2020-10-22,1.0,-0.008192739872413458,-0.8027589780123702,-0.0956899064149477,-0.6181470807292511,-0.7134483986917523,0.0
2020-10-23,1.0,-0.005603783363565691,-0.8052604301632547,-0.09451930551956465,-0.618230111427831,-0.7155675045348536,0.0
2020-10-26,1.0,-0.005568866152949556,-0.8061257527682445,-0.09295473677394288,-0.61892119406851,-0.7141747069869844,0.0
2020-10-27,1.0,-0.0013908205841446453,-0.8069670407866222,-0.09321732380243879,-0.6194650192450755,-0.7134262703367079,0.0
2020-10-28,1.0,-0.0,-0.8067626597637922,-0.09001779647306261,-0.6188319042226177,-0.7201100145607507,0.0
