Date,GXTG,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-10-05,1.0,-0.26216672428870674,-0.26381403672896625,-0.29043541925118466,-0.21730288177991094,-0.0,0.0
2020-10-06,1.0,-0.26207233228916643,-0.2642488100565477,-0.29075302062568653,-0.2170172084130019,-0.0,0.0
2020-10-07,1.0,-0.26142302295788683,-0.26530695243711494,-0.29050165727880917,-0.21623929885922283,-0.0,0.0
2020-10-08,1.0,-0.2615656915001831,-0.2657769459250519,-0.2907393091101437,-0.21634048093746186,-0.0,0.0
2020-10-09,1.0,-0.2601241983100886,-0.2669449251756083,-0.29009467576096915,-0.2188740710577217,-0.0,0.0
2020-10-12,1.0,-0.26104842979919346,-0.26652682171805625,-0.29021221131522135,-0.21880982444706934,-0.0,0.0
2020-10-13,1.0,-0.259935662513234,-0.26738740939815947,-0.2901905692645981,-0.2184827754703152,-0.0,0.0
2020-10-14,1.0,-0.2600215802438975,-0.26733036096011725,-0.2904985850689143,-0.21804189824711415,-0.0,0.0
2020-10-15,1.0,-0.2612051235058138,-0.2679455067505651,-0.2897753884374937,-0.21744354165393937,-0.0,0.0
2020-10-16,1.0,-0.2632093734080489,-0.26477840040753947,-0.2915741212429954,-0.2181558838512481,-0.0,0.0
2020-10-19,1.0,-0.26277610237183147,-0.2642839677235309,-0.29201646425951583,-0.2185793463199935,-0.0,0.0
2020-10-20,1.0,-0.2616957575510703,-0.26617650053972586,-0.2920629748060042,-0.21674575856942097,-0.0,0.0
2020-10-21,1.0,-0.26144443312620963,-0.26804522766629313,-0.292187022511969,-0.21560558215340733,-0.0,0.0
2020-10-22,1.0,-0.2614754599352118,-0.26830063362060186,-0.29189332355398,-0.2156958621111179,-0.0,0.0
2020-10-23,1.0,-0.26203426429546334,-0.2677178186559107,-0.2914909653893948,-0.2158732098840881,-0.0,0.0
2020-10-26,1.0,-0.2613451197653577,-0.26649828906631906,-0.29250855466840475,-0.21600537722014015,-0.0004888381945576015,0.0
2020-10-27,1.0,-0.26125906018405404,-0.2671430898281619,-0.2927152048212395,-0.2148790618128512,-0.0,0.0
2020-10-28,1.0,-0.26411713197711123,-0.26546113588694076,-0.29405176451422405,-0.21271916427393242,-0.0,0.0
2020-10-29,1.0,-0.2626484463966162,-0.2661460875223686,-0.29435090287945337,-0.21034651049292338,-0.0,0.0
2020-10-30,1.0,-0.26377448288486177,-0.2661541277686253,-0.29330648605772164,-0.21064941932597067,-0.0,0.0
2020-11-02,1.0,-0.2707064121110862,-0.26567370973328713,-0.2947289064569368,-0.20642229874284315,-0.0,0.0
2020-11-03,1.0,-0.26865275993556414,-0.26759242266674826,-0.2948145429334638,-0.2080504068024714,-0.0,0.0
2020-11-04,1.0,-0.26950441359346017,-0.26662997166330293,-0.29388620471734656,-0.20859070800970378,-0.0,0.0
2020-11-05,1.0,-0.26517897137272467,-0.27108360141711124,-0.2904059942175347,-0.20941075864315672,-0.0,0.0
2020-11-06,1.0,-0.2688259936650659,-0.27552876264432413,-0.29007867579442115,-0.20909369571881065,-0.0,0.0
