Date,IWF,IWM,MTUM,PTON,SPY,VLUE,VXX
2020-08-14,-1.1439488100170325,-0.0,-1.3200754960180454,1.0,-1.1393914284399025,-0.0,0.0
2020-08-17,-1.146127977150228,-0.0,-1.3207260330768875,1.0,-1.1399548532731376,-0.0,0.0
2020-08-18,-1.1460606897821983,-0.0,-1.3127964267624443,1.0,-1.145830455403601,-0.0,0.0
2020-08-19,-1.1573589969000138,-0.0,-1.320131402396706,1.0,-1.1493082866793134,-0.0,0.0
2020-08-20,-1.1589940718784735,-0.0,-1.3216005928121526,1.0,-1.1507502778806966,-0.0,0.0
2020-08-21,-1.1570906060465762,-0.0,-1.3193666373443216,1.0,-1.15338673086717,-0.0,0.0
2020-08-24,-1.1568908846812647,-0.0,-1.319059302810055,1.0,-1.1534188232026295,-0.0,0.0
2020-08-25,-1.1595823665893272,-0.0,-1.3346171693735498,1.0,-1.1461716937354989,-0.0,0.0
2020-08-26,-1.1584737501740703,-0.0,-1.3342617091398596,1.0,-1.1491435733184794,-0.0,0.0
2020-08-27,-1.1485791108432617,-0.0,-1.3297482731444994,1.0,-1.1575263084697045,-0.0,0.0
2020-08-28,-1.1491982337903788,-0.0,-1.331629095979549,1.0,-1.1670927260051127,-0.0,0.0
2020-08-31,-1.1577419958809212,-0.0,-1.3384197715783563,1.0,-1.1846564313798913,-0.0,0.0
2020-09-01,-1.1577419958809212,-0.0,-1.3348155776071895,1.0,-1.1882606253510577,-0.0,0.0
2020-09-02,-1.172248127737742,-0.0,-1.3413875936131128,1.0,-1.1964580095143895,-0.0,0.0
2020-09-03,-1.1793875035555135,-0.0,-1.3439840712998956,1.0,-1.2172655731487627,-0.0,0.0
2020-09-04,-1.1459785710943715,-0.0,-1.3157254479951341,1.0,-1.2170495484957657,-0.0,0.0
2020-09-08,-1.1410747663551402,-0.0,-1.3128971962616822,1.0,-1.21892523364486,-0.0,0.0
2020-09-09,-1.1340046111137252,-0.0,-1.2769491365924812,1.0,-1.2942643391521196,-0.0,0.0
2020-09-10,-1.126910454758556,-0.0,-1.26699484294421,1.0,-1.2943741209563995,-0.0,0.0
2020-09-11,-1.1232569021993448,-0.0,-1.2658399625643424,1.0,-1.2903135236312586,-0.0,0.0
2020-09-14,-1.1309200037512894,-0.0,-1.2692488042764698,1.0,-1.28894307418175,-0.0,0.0
2020-09-15,-1.1255519918189003,-0.0,-1.2428764003160881,1.0,-1.2799237670245898,-0.0,0.0
2020-09-16,-1.129430394485585,-0.0,-1.2453541986866006,1.0,-1.2826603325415675,-0.0,0.0
2020-09-17,-1.1306836691953275,-0.0,-1.2457299762647183,1.0,-1.2775631777353746,-0.0,0.0
2020-09-18,-1.1263649090060663,-0.0,-1.2513765748950072,1.0,-1.2885674288380775,-0.0,0.0
2020-09-21,-1.1229868913857677,-0.0,-1.2703651685393256,1.0,-1.288249063670412,-0.0,0.0
2020-09-22,-1.137369362583561,-0.0,-1.2920158177196122,1.0,-1.2782223896054985,-0.0,0.0
2020-09-23,-1.1297037630104083,-0.0,-1.2990156831347432,1.0,-1.280977723355155,-0.0,0.0
2020-09-24,-1.1147886334909416,-0.0,-1.2829923692711016,1.0,-1.2836477692991901,-0.0,0.0
2020-09-25,-1.1207042651351096,-0.0,-1.2890499952923453,1.0,-1.2978533094812164,-0.0,0.0
2020-09-28,-1.1237866365092828,-0.0,-1.2917255678069928,1.0,-1.2965790217698616,-0.0,0.0
2020-09-29,-1.1085227804284778,-0.0,-1.2942744877911871,1.0,-1.2749087847319676,-0.0,0.0
2020-09-30,-1.1098623208766507,-0.0,-1.2984920857918891,1.0,-1.2746089725578345,-0.0,0.0
2020-10-01,-1.1110642880554384,-0.0,-1.2963431193519688,1.0,-1.2748981598539122,-0.0,0.0
2020-10-02,-1.1150454929181128,-0.0,-1.29936216114811,1.0,-1.2756308038645532,-0.0,0.0
2020-10-05,-1.096557514693535,-0.0,-1.2752122399477563,1.0,-1.2928444817613585,-0.0,0.0
2020-10-06,-1.0907908791157759,-0.0,-1.2629452468304465,1.0,-1.2902986114336135,-0.0,0.0
2020-10-07,-1.0863819724579218,-0.0,-1.2596559558584877,1.0,-1.2906755691565819,-0.0,0.0
2020-10-08,-1.0848305241711427,-0.0,-1.2605575106501203,1.0,-1.285099092424523,-0.0,0.0
2020-10-09,-1.0870993107914335,-0.0,-1.2623618113696284,1.0,-1.27609972709191,-0.0,0.0
2020-10-12,-1.0927387711766607,-0.0,-1.255550939389743,1.0,-1.2679222637677148,-0.0,0.0
2020-10-13,-1.0853981896315261,-0.0,-1.2401938374325685,1.0,-1.2460455335101035,-0.0,0.0
2020-10-14,-1.0871374988564633,-0.0,-1.244533894428689,1.0,-1.2424755283139692,-0.0,0.0
2020-10-15,-1.0852348072614204,-0.0,-1.2450500708765835,1.0,-1.2423979148566464,-0.0,0.0
2020-10-16,-1.082780396284263,-0.0,-1.244360042099483,1.0,-1.2488903125429003,-0.0,0.0
2020-10-19,-1.088783975798689,-0.0,-1.24210478067562,1.0,-1.252692854196269,-0.0,0.0
2020-10-20,-1.076996456800218,-0.0,-1.225538293813028,1.0,-1.2400290724084673,-0.0,0.0
2020-10-21,-1.07702094788022,-0.0,-1.2279274776207572,1.0,-1.2390148589085292,-0.0,0.0
2020-10-22,-1.0810983397190295,-0.0,-1.234628717387338,1.0,-1.2454844006568146,-0.0,0.0
2020-10-23,-1.0862242103341244,-0.0,-1.2365345992331567,1.0,-1.2417838232609093,-0.0,0.0
2020-10-26,-1.085785991330139,-0.0,-1.2355007985398128,1.0,-1.2417978553502167,-0.0,0.0
2020-10-27,-1.081917171625131,-0.0,-1.236275001139004,1.0,-1.2378696068158004,-0.0,0.0
2020-10-28,-1.0860845839017734,-0.0,-1.2278763074124601,1.0,-1.2336061846293769,-0.0,0.0
2020-10-29,-1.0618840972787271,-0.0,-1.2293644335955156,1.0,-1.2290932103788084,-0.0,0.0
2020-10-30,-1.055739639598747,-0.0,-1.2492850982706185,1.0,-1.2340338613771504,-0.0,0.0
2020-11-02,-1.0364823177001834,-0.0,-1.2306970089864533,1.0,-1.2036929404926902,-0.0,0.0
2020-11-03,-1.031832367365136,-0.0,-1.233660276415515,1.0,-1.1927775300936245,-0.0,0.0
2020-11-04,-1.0337705210563883,-0.0,-1.2337169878658103,1.0,-1.1936117059243398,-0.0,0.0
2020-11-05,-1.005577195467422,-0.0,-1.210738314447592,1.0,-1.2100743626062322,-0.0,0.0
2020-11-06,-1.0032278033250797,-0.0,-1.209541917226742,1.0,-1.2089228864520694,-0.0,0.0
