Date,CRNC,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-07-08,1.0,-0.9880649954464841,-0.5049609356276662,-1.035613286679768,-1.264487369985141,-0.0,0.0
2020-07-09,1.0,-0.982407363021907,-0.506878864867456,-1.0347059105507885,-1.269593979195628,-0.0,0.0
2020-07-10,1.0,-0.9823114903408274,-0.5069268012079958,-1.034610037869709,-1.2697377882172476,-0.0,0.0
2020-07-13,1.0,-1.003028700543243,-0.4948319792317677,-1.0410076438632758,-1.268592856112687,-0.0,0.0
2020-07-14,1.0,-1.0208887384555874,-0.4889028576954693,-1.056573666650549,-1.2689908611769258,-0.0,0.0
2020-07-15,1.0,-1.0211233565351894,-0.48752900232018564,-1.0559261407579272,-1.2691415313225058,-0.0,0.0
2020-07-16,1.0,-1.0219429676172063,-0.48521024649589173,-1.0566457225712904,-1.2694538424359594,-0.0,0.0
2020-07-17,1.0,-1.0235953969635432,-0.4855913354607872,-1.05705444347742,-1.2688811526931632,-0.0,0.0
2020-07-20,1.0,-1.02375883093003,-0.4857253459789025,-1.0597599922578147,-1.269573212039098,-0.0,0.0
2020-07-21,1.0,-1.0249733810860517,-0.48460942793534023,-1.0606427257767883,-1.2695770012583487,-0.0,0.0
2020-07-22,1.0,-1.0193070744217556,-0.491241652956547,-1.0561792315881156,-1.2721861995548243,-0.0,0.0
2020-07-23,1.0,-1.0185328558985773,-0.4930804219490951,-1.056663118165102,-1.270540985193071,-0.0,0.0
2020-07-24,1.0,-1.0024632921174652,-0.5067619783616693,-1.0490726429675425,-1.271686630602782,-0.0,0.0
2020-07-27,1.0,-1.002030162412993,-0.5082656612529002,-1.0517691415313224,-1.2716550657385923,-0.0,0.0
2020-07-28,1.0,-1.002030162412993,-0.5081206496519721,-1.0518174787316317,-1.271751740139211,-0.0,0.0
2020-07-29,1.0,-0.9993718592964824,-0.5074893699265558,-1.0505411673753382,-1.2744491689215307,-0.0,0.0
2020-07-30,1.0,-1.0002898130705695,-0.49905810752064916,-1.052794281022074,-1.2780756412114187,-0.0,0.0
2020-07-31,1.0,-1.0020770940005796,-0.498502560139117,-1.0529417447589604,-1.2769297652400733,-0.0,0.0
2020-08-03,1.0,-0.9881176641066513,-0.5114717673767087,-1.0585422402550355,-1.2721344732647442,-0.0,0.0
2020-08-04,1.0,-0.9884541062801933,-0.5118840579710145,-1.058840579710145,-1.2717391304347827,-0.0,0.0
2020-08-05,1.0,-1.0330989452536414,-0.5291813159216474,-1.1153691612255148,-1.3449522852837772,-0.0,0.0
2020-08-06,1.0,-1.0355649589441338,-0.5420381844743338,-1.1119339076117074,-1.3479421691602438,-0.0,0.0
2020-08-07,1.0,-1.0302158999192896,-0.5485774818401937,-1.1192998385794997,-1.3462469733656175,-0.0,0.0
2020-08-10,1.0,-1.0439266036495982,-0.5364707071728252,-1.1272809988373858,-1.3471667593388263,-0.0,0.0
2020-08-11,1.0,-1.0449421161720842,-0.5358171983216218,-1.128406046205955,-1.3461402355795966,-0.0,0.0
2020-08-12,1.0,-1.0411048830985203,-0.5379992930364086,-1.120537292329445,-1.3501489673281826,-0.0,0.0
2020-08-13,1.0,-1.0446681505463375,-0.5330331849453663,-1.1280352084176446,-1.3529441521651155,-0.0,0.0
2020-08-14,1.0,-1.0434100683025551,-0.5339236023273464,-1.1267897799139894,-1.3553756640526184,-0.0,0.0
2020-08-17,1.0,-1.0430031366993828,-0.5340989578063341,-1.1267327734493575,-1.3553070929879591,-0.0,0.0
2020-08-18,1.0,-1.0455236743384366,-0.5331035181993309,-1.13875088715401,-1.3520734056575079,-0.0,0.0
2020-08-19,1.0,-1.0415758251787255,-0.5392688739035644,-1.1373523297672767,-1.3520255539218173,-0.0,0.0
2020-08-20,1.0,-1.0433811964077324,-0.5374194530417576,-1.1388198285047442,-1.3542036633010301,-0.0,0.0
2020-08-21,1.0,-1.0422077922077924,-0.5387581168831169,-1.1377333603896105,-1.3544034090909092,-0.0,0.0
2020-08-24,1.0,-1.0414447319028053,-0.5409628164155633,-1.137117638106833,-1.3532694161213412,-0.0,0.0
2020-08-25,1.0,-1.0444636414451953,-0.5371716042481833,-1.15473347222928,-1.3451903043853854,-0.0,0.0
2020-08-26,1.0,-1.0430364310756566,-0.5382856562166557,-1.1540064021137135,-1.3457141405416388,-0.0,0.0
2020-08-27,1.0,-1.022371364653244,-0.5648261134838316,-1.1464307504575961,-1.3507728289607486,-0.0,0.0
2020-08-28,1.0,-1.023750190713523,-0.5640543152113106,-1.1474342674057874,-1.350455169607893,-0.0,0.0
2020-08-31,1.0,-0.9967555156234402,-0.5468204053109713,-1.142807227712888,-1.305181191973645,-0.0,0.0
2020-09-01,1.0,-0.995905323079996,-0.5511834615000499,-1.1336262858284232,-1.312793368620793,-0.0,0.0
2020-09-02,1.0,-0.977482339089482,-0.5375784929356358,-1.1114109105180534,-1.2793367346938775,-0.0,0.0
2020-09-03,1.0,-0.9701317142437448,-0.5471282377711404,-1.1205503598883613,-1.2586299760074426,-0.0,0.0
2020-09-04,1.0,-0.9220848484848485,-0.5656242424242425,-1.080678787878788,-1.2801454545454545,-0.0,0.0
2020-09-08,1.0,-0.9245941361763992,-0.57271625878362,-1.075696631936031,-1.2731281802762298,-0.0,0.0
2020-09-09,1.0,-0.8959479015918957,-0.5924264351181862,-1.0290882778581765,-1.2775205016883744,-0.02894356005788712,0.0
2020-09-10,1.0,-0.8830825441084563,-0.5895389644728619,-1.0155761742223932,-1.2759001971059085,-0.04336329984135378,0.0
2020-09-11,1.0,-0.877283214766391,-0.5988271486252643,-1.0181215150932512,-1.2715343203230147,-0.040953662757162085,0.0
2020-09-14,1.0,-0.882681027021829,-0.600778921050101,-1.0195691893451293,-1.2690643331089528,-0.036061159726896816,0.0
2020-09-15,1.0,-0.8770633397312859,-0.6030230326295586,-1.0114203454894433,-1.2648272552783109,-0.04213051823416507,0.0
2020-09-16,1.0,-0.8656077610804641,-0.6197451017690698,-1.0069906790945407,-1.2347821951683469,-0.02843827277915161,0.0
2020-09-17,1.0,-0.8491484184914843,-0.6335575592767521,-0.9984733552788513,-1.2384905300319642,-0.05109489051094891,0.0
2020-09-18,1.0,-0.839350435396564,-0.6217933631442693,-0.994163332548835,-1.2151094375147093,-0.03657331136738056,0.0
2020-09-21,1.0,-0.8424425179042592,-0.6187335092348284,-0.9935450433471541,-1.2200810403317,-0.0368450810403317,0.0
2020-09-22,1.0,-0.8484319735911342,-0.6082999292619665,-1.0047630275878332,-1.2161754303230372,-0.03815137939165291,0.0
2020-09-23,1.0,-0.8242318402794166,-0.6093831122858356,-1.0166139613914194,-1.2106008401378203,-0.059045641195072454,0.0
2020-09-24,1.0,-0.8143327067669174,-0.6019266917293233,-1.0103853383458647,-1.2086936090225564,-0.06386278195488722,0.0
2020-09-25,1.0,-0.8145218251165418,-0.6069595517257615,-1.0121956961906107,-1.2093516033338043,-0.06568724396101144,0.0
2020-09-28,1.0,-0.8068865088312664,-0.6048947763998497,-1.0031942878617062,-1.2072998872604284,-0.0751597143930853,0.0
2020-09-29,1.0,-0.8069485414618157,-0.6050475254015076,-0.9868427213559957,-1.2003090321674392,-0.0831109238188884,0.0
2020-09-30,1.0,-0.8066192304091376,-0.6057953375152139,-0.9867053646662297,-1.1996067783915363,-0.08243610148862467,0.0
2020-10-01,1.0,-0.8077878262499414,-0.6251347172110023,-0.9815378848226418,-1.19830373459538,-0.07305187198350593,0.0
2020-10-02,1.0,-0.8074400299850075,-0.6201274362818591,-0.9797132683658171,-1.2015086206896552,-0.0764149175412294,0.0
2020-10-05,1.0,-0.8014685249275091,-0.6228603498269571,-0.9740903563745206,-1.1993265363389767,-0.07913198017023665,0.0
2020-10-06,1.0,-0.8060238150828859,-0.6125145925752977,-0.974223674994163,-1.2010740135419098,-0.07578799906607518,0.0
2020-10-07,1.0,-0.801109608839573,-0.6177444169891371,-0.969415823581519,-1.1974917245559236,-0.07646044104620263,0.0
2020-10-08,1.0,-0.8025623107384113,-0.6158863265781506,-0.9760540414628465,-1.1935243419520147,-0.07067318891218262,0.0
2020-10-09,1.0,-0.808913337373549,-0.6160085776886859,-0.9798144608642954,-1.1934641741643746,-0.06363339704442683,0.0
2020-10-12,1.0,-0.8086851178827695,-0.6157394464635169,-0.9763768521107072,-1.1897306867952662,-0.06886590252539372,0.0
2020-10-13,1.0,-0.8054469273743017,-0.6171787709497206,-0.9751396648044693,-1.1876163873370578,-0.07006517690875233,0.0
2020-10-14,1.0,-0.8054378695469993,-0.6169747194934587,-0.9754178499930164,-1.1886028213603985,-0.06927696820149915,0.0
2020-10-15,1.0,-0.8039927404718694,-0.6147331192703244,-0.9746847224161199,-1.1876308809158174,-0.07250221043324492,0.0
2020-10-16,1.0,-0.8103874306494476,-0.6100517506643667,-0.9781341787495921,-1.1918504359177584,-0.0718448412513404,0.0
2020-10-19,1.0,-0.8066055389221556,-0.607316616766467,-0.9825037425149701,-1.2027039670658681,-0.07901384730538921,0.0
2020-10-20,1.0,-0.8031514471407865,-0.6073783139290222,-0.9814373217375041,-1.1975499134988545,-0.08617384392387899,0.0
2020-10-21,1.0,-0.8025620646126514,-0.6065267193417178,-0.9828416475758567,-1.197017158352424,-0.08635279816728225,0.0
2020-10-22,1.0,-0.8039371551482278,-0.603478911437389,-0.9812961750678013,-1.200084167212195,-0.08720658374637613,0.0
2020-10-23,1.0,-0.7979779067590339,-0.6093896274105973,-0.9806684141546527,-1.200711477251451,-0.09197715783561132,0.0
2020-10-26,1.0,-0.8013307093993065,-0.6147971136725705,-0.9813981819885671,-1.204854277949583,-0.08321619342142256,0.0
2020-10-27,1.0,-0.7974653946876168,-0.6127946127946128,-0.9897119341563786,-1.2038439955106621,-0.07262439206883652,0.0
2020-10-28,1.0,-0.7886566605882077,-0.6108383597512508,-0.995324262402394,-1.2033945854958619,-0.07752372936830786,0.0
2020-10-29,1.0,-0.7759560296241091,-0.6117658018538359,-0.994270809073548,-1.205132982439797,-0.07075317900228237,0.0
2020-10-30,1.0,-0.7749627421758569,-0.610655737704918,-0.9951099105812221,-1.2056166169895677,-0.07083643815201192,0.0
2020-11-02,1.0,-0.7866766118129691,-0.6133979767842991,-0.9987413174210993,-1.2071232110391124,-0.05589483007785185,0.0
2020-11-03,1.0,-0.78887283910349,-0.6150225991333116,-1.0012580960812636,-1.2058617958156657,-0.04855318950654676,0.0
