Date,IWF,IWM,MTUM,SPT,SPY,VLUE,VXX
2020-10-02,-0.7503179159248629,-0.3734331286560332,-0.688878392617084,1.0,-0.8206954183773572,-0.0,0.0
2020-10-05,-0.7461337399259421,-0.37816742902780803,-0.6842009729180281,1.0,-0.8218253103898933,-0.0,0.0
2020-10-06,-0.7471451876019577,-0.37259380097879286,-0.6805510241073047,1.0,-0.824868588000725,-0.0,0.0
2020-10-07,-0.741926077130568,-0.3950936793759569,-0.6814536706276884,1.0,-0.8266020266822193,-0.0,0.0
2020-10-08,-0.742729959499398,-0.3959207501733134,-0.6821979786186011,1.0,-0.8278541978326706,-0.0,0.0
2020-10-09,-0.7424004671021421,-0.39634346604386383,-0.6820421121774989,1.0,-0.8284494398423531,-0.0,0.0
2020-10-12,-0.7421638387155628,-0.39642401021711365,-0.6819923371647509,1.0,-0.8284254698047802,-0.0,0.0
2020-10-13,-0.7388973966309341,-0.39885510099905197,-0.6815065995770436,1.0,-0.8268796032961424,-0.0,0.0
2020-10-14,-0.7388973966309341,-0.39881863924742944,-0.6814336760737986,1.0,-0.8270254503026325,-0.0,0.0
2020-10-15,-0.7372547589526657,-0.39763693384873455,-0.6822624170374152,1.0,-0.8295529137189117,-0.0,0.0
2020-10-16,-0.7425210943492712,-0.39083902545932714,-0.6870365635387369,1.0,-0.832304489169741,-0.0,0.0
2020-10-19,-0.7396803284698291,-0.3914876457218271,-0.6908864286237993,1.0,-0.8438668524085343,-0.0,0.0
2020-10-20,-0.7397631878001394,-0.39074012977015293,-0.6906411525349171,1.0,-0.8446423989149163,-0.0,0.0
2020-10-21,-0.7397998460354119,-0.3908501044759706,-0.6903845448880092,1.0,-0.8448256900912791,-0.0,0.0
2020-10-22,-0.7397998460354119,-0.3909600791817882,-0.6903478866527365,1.0,-0.8446790571501889,-0.0,0.0
2020-10-23,-0.7511947650908022,-0.3788692007940593,-0.6986986251010956,1.0,-0.8474744504080584,-0.0,0.0
2020-10-26,-0.7512223815300908,-0.37903018271387084,-0.6986875482519026,1.0,-0.8473585529943752,-0.0,0.0
2020-10-27,-0.7518385056625976,-0.377187821738491,-0.6979335196352405,1.0,-0.8500514781585528,-0.0,0.0
2020-10-28,-0.7559495347040865,-0.3750321844999448,-0.6985691690881671,1.0,-0.8486776768308383,-0.0,0.0
