Date,IWF,IWM,MTUM,SITM,SPY,VLUE,VXX
2020-09-11,-1.1024336515262771,-0.6308612189237386,-0.9535298437008287,1.0,-1.3674079513269695,-0.19075841812650793,0.0
2020-09-14,-1.105763174469872,-0.6354188536636574,-0.9557526768843166,1.0,-1.3660508083140877,-0.1858072643292043,0.0
2020-09-15,-1.1066729569638833,-0.6272474707763276,-0.9491534308329402,1.0,-1.3703936677674686,-0.18849923992241965,0.0
2020-09-16,-1.1041677588466579,-0.6283617300131061,-0.940707732634338,1.0,-1.372791612057667,-0.19653997378768023,0.0
2020-09-17,-1.1015776508202737,-0.6299072278421302,-0.938938099481105,1.0,-1.37150794066775,-0.19938151894753395,0.0
2020-09-18,-1.093159197430091,-0.6299436515877613,-0.9435462636263099,1.0,-1.3808520722523565,-0.2187055663805361,0.0
2020-09-21,-1.0883576430940973,-0.635932810278553,-0.9492391132641779,1.0,-1.3747038070665054,-0.21747143383708076,0.0
2020-09-22,-1.0947667684531959,-0.6254080235863958,-0.9560913972833527,1.0,-1.3753816994840478,-0.21327787722438662,0.0
2020-09-23,-1.0953559393428811,-0.6254738837405224,-0.9559814658803707,1.0,-1.375737152485257,-0.21277379949452402,0.0
2020-09-24,-1.0859137189041672,-0.6128896819565446,-0.9463104859871944,1.0,-1.3776634827332845,-0.22551695182113993,0.0
2020-09-25,-1.0859707132735004,-0.6127643940586784,-0.9462551829108277,1.0,-1.3775783341206107,-0.22594866950086598,0.0
2020-09-28,-1.0801802746043392,-0.6091604653600252,-0.9364322398071481,1.0,-1.377214128498061,-0.23755371554344412,0.0
2020-09-29,-1.079403297566082,-0.6047108086888249,-0.9376602983512169,1.0,-1.3768123527872285,-0.23564511907877517,0.0
2020-09-30,-1.08128078817734,-0.6061209516822136,-0.9430353212451525,1.0,-1.376428047374489,-0.23367571533382245,0.0
2020-10-01,-1.082817581034302,-0.6101961607049198,-0.9414140354557853,1.0,-1.3767963914822197,-0.23366201615441098,0.0
2020-10-02,-1.0829792814057173,-0.6104379753474954,-0.941515866771571,1.0,-1.3768686073957515,-0.23341201153947025,0.0
2020-10-05,-1.0763990777614756,-0.6151226158038147,-0.9342381052190316,1.0,-1.3764409976944036,-0.23779081953468872,0.0
2020-10-06,-1.0838801112802476,-0.5960841950553776,-0.9298199569576399,1.0,-1.3904256994383497,-0.24885832764684268,0.0
2020-10-07,-1.0785444630872483,-0.6020868288590604,-0.9264366610738256,1.0,-1.3853292785234899,-0.25083892617449666,0.0
2020-10-08,-1.0788536099758985,-0.5976108142093681,-0.9262286492717174,1.0,-1.3874567745991826,-0.24924028083411925,0.0
2020-10-09,-1.0855135531903737,-0.5981754312378755,-0.9311068001887485,1.0,-1.3877208619514498,-0.24049703769726838,0.0
2020-10-12,-1.0815952206267687,-0.5973168430982078,-0.9296719421444294,1.0,-1.3859134262655906,-0.24604339167802117,0.0
2020-10-13,-1.0753245393634843,-0.6005025125628142,-0.9277638190954774,1.0,-1.382747068676717,-0.24811557788944724,0.0
2020-10-14,-1.0761057314839046,-0.6004187385501178,-0.9295472389426852,1.0,-1.3813661345197592,-0.2467416906568961,0.0
2020-10-15,-1.0743550834597875,-0.5983465020145465,-0.9292554026476898,1.0,-1.3806184919679765,-0.24996075558578829,0.0
2020-10-16,-1.0702764976958525,-0.6060431503979892,-0.9256388772517805,1.0,-1.3808651026392962,-0.2538751571009636,0.0
2020-10-19,-1.07256247707864,-0.606905223450516,-0.926284905956934,1.0,-1.381201865143815,-0.2522659401687012,0.0
2020-10-20,-1.0706060923270178,-0.6064587040720193,-0.9242122893331937,1.0,-1.3796189678634982,-0.2530618653826023,0.0
2020-10-21,-1.0708752093802347,-0.6063651591289783,-0.9232621440536014,1.0,-1.3803915410385261,-0.2535594639865997,0.0
2020-10-22,-1.0715446302217098,-0.6098852141097543,-0.9269353739713823,1.0,-1.3798941244300016,-0.2531579223229729,0.0
2020-10-23,-1.0706085862557007,-0.6109451171567857,-0.92635110342297,1.0,-1.3799339518792262,-0.25402316926141427,0.0
2020-10-26,-1.0708182628295853,-0.6114168894480264,-0.92635110342297,1.0,-1.3799863710226974,-0.2533941395397599,0.0
2020-10-27,-1.0693084855781814,-0.6094854211380412,-0.9297492540438673,1.0,-1.3809349316861224,-0.2452494372611632,0.0
2020-10-28,-1.0733507853403141,-0.6095811518324608,-0.9309424083769633,1.0,-1.3814136125654448,-0.24031413612565447,0.0
2020-10-29,-1.059472971565462,-0.6081137381522758,-0.9240704093323612,1.0,-1.3794396417039891,-0.2367461722737215,0.0
2020-10-30,-1.0573168827112291,-0.6074236035191837,-0.9266489666302253,1.0,-1.3791972512884585,-0.23530636680722575,0.0
2020-11-02,-1.0576842982090795,-0.607246980424823,-0.9264369012911287,1.0,-1.381091211995002,-0.23370470637234486,0.0
2020-11-03,-1.0634499271288778,-0.6049864667915885,-0.9278055382052882,1.0,-1.3812721215906725,-0.22751405371642722,0.0
2020-11-04,-1.063797679138263,-0.6036842379143467,-0.9270958005932248,1.0,-1.3840870062965083,-0.2250611437789457,0.0
2020-11-05,-0.8740563265675151,-0.6330183988065639,-0.7528592739930383,1.0,-1.1665385832466888,-0.09416391664029657,0.0
2020-11-06,-0.8658762003516524,-0.62553536810784,-0.7542491321401199,1.0,-1.1684775258103783,-0.09426987060998152,0.0
