Date,CVLG,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-10-07,1.0,-0.7478991596638654,-0.7496706790824437,-0.6793095616625028,-0.7711560299795593,-0.5943220531455826,0.0
2020-10-08,1.0,-0.747595281306715,-0.748049001814882,-0.6786297640653357,-0.770644283121597,-0.5922413793103448,0.0
2020-10-09,1.0,-0.7481968700385575,-0.7476978906781583,-0.6791109095032888,-0.7705148559764119,-0.5906554774325243,0.0
2020-10-12,1.0,-0.7459250851305335,-0.7486492622020432,-0.6782746878547106,-0.7706696935300794,-0.5966855845629966,0.0
2020-10-13,1.0,-0.7440446481237805,-0.749716411815418,-0.6771178365624575,-0.7697263941195155,-0.5968056626888698,0.0
2020-10-14,1.0,-0.7440435670524167,-0.7498978897208985,-0.6769230769230768,-0.7700930338098481,-0.5972770592239619,0.0
2020-10-15,1.0,-0.7433744781267018,-0.7491377745507352,-0.6767562170992921,-0.7701034670539117,-0.598656743510619,0.0
2020-10-16,1.0,-0.7433228324887002,-0.7616764826736063,-0.6757978359128887,-0.7764233210062548,-0.6083641510295393,0.0
2020-10-19,1.0,-0.7494497432134997,-0.7652696258253853,-0.6802549523110786,-0.780997798972854,-0.6095469552457814,0.0
2020-10-20,1.0,-0.7495873074101248,-0.7654071900220103,-0.6801173881144534,-0.7812270726338958,-0.6091342626559062,0.0
2020-10-21,1.0,-0.7504016156423555,-0.7662826456143571,-0.6793959700738973,-0.7832193509891219,-0.6105475742415202,0.0
2020-10-22,1.0,-0.7505048650633377,-0.7656508169634662,-0.6790894070130348,-0.7835505782999818,-0.6108408298145769,0.0
2020-10-23,1.0,-0.755318660111198,-0.7617515967467722,-0.683913063456325,-0.7855534622983964,-0.6084179570831227,0.0
2020-10-26,1.0,-0.7551714627194999,-0.760917532407833,-0.6843339156017284,-0.7856026477889123,-0.6107842235910637,0.0
2020-10-27,1.0,-0.7550757923748277,-0.7591180523656408,-0.6873679375287092,-0.7847955902618282,-0.6071658245291686,0.0
2020-10-28,1.0,-0.7548157066123355,-0.7672254121133543,-0.6904056306723467,-0.7938507130950175,-0.6241433598814594,0.0
2020-10-29,1.0,-0.7545101304468498,-0.7678786196687946,-0.6883152928115458,-0.7946618558608567,-0.6204089184938476,0.0
2020-10-30,1.0,-0.7545441931455529,-0.7680033300957402,-0.6880347809999537,-0.7949216039961148,-0.6196290643355996,0.0
2020-11-02,1.0,-0.7526583448913546,-0.7674526121128064,-0.6869625520110957,-0.7947295423023578,-0.621405455386038,0.0
2020-11-03,1.0,-0.7522668393782384,-0.7689211695040711,-0.686621021465581,-0.7957994078460401,-0.6225943745373798,0.0
2020-11-04,1.0,-0.7545382794001578,-0.7757556061098472,-0.6879613723942616,-0.8006406982682576,-0.6238451181577603,0.0
2020-11-05,1.0,-0.7338431409120582,-0.8029469364916534,-0.6663247225589853,-0.8069103795579595,-0.6528490161335446,0.0
2020-11-06,1.0,-0.7332743197912784,-0.7985464032799106,-0.6688408497950056,-0.8082370480805069,-0.6500652254938502,0.0
