Date,IWF,IWM,MTUM,NET,SPY,VLUE,VXX
2020-09-28,-0.8697487936417826,-0.0,-0.9770791938688619,1.0,-0.7012844166903208,-0.0,0.0
2020-09-29,-0.8654254566048422,-0.0,-0.9787271697578932,1.0,-0.6954197932889707,-0.0,0.0
2020-09-30,-0.8640557067618677,-0.0,-0.9755752712876887,1.0,-0.6950620338623591,-0.0,0.0
2020-10-01,-0.8642660258675525,-0.0,-0.9745565057601244,1.0,-0.6949961127994911,-0.0,0.0
2020-10-02,-0.8592989632555188,-0.0,-0.9727061146766344,1.0,-0.6943366951124903,-0.0,0.0
2020-10-05,-0.8516551166144862,-0.0,-0.9623597284271993,1.0,-0.7037323671157701,-0.0,0.0
2020-10-06,-0.8505408062930186,-0.0,-0.9580348363534203,1.0,-0.7031535327995504,-0.0,0.0
2020-10-07,-0.8484742195720799,-0.0,-0.9571027709575587,1.0,-0.7019992984917572,-0.0,0.0
2020-10-08,-0.8402925300365662,-0.0,-0.9425387428173428,1.0,-0.6996691624586453,-0.0,0.0
2020-10-09,-0.84125878994639,-0.0,-0.9432917914084801,1.0,-0.6965814941168279,-0.0,0.0
2020-10-12,-0.8509449121458762,-0.0,-0.9444580291333355,1.0,-0.6978377056624864,-0.0,0.0
2020-10-13,-0.9305359399390469,-0.0,-0.9930127109194973,1.0,-0.7930944770683118,-0.0,0.0
2020-10-14,-0.9310549556569817,-0.0,-0.9942112879884225,1.0,-0.7854465842888418,-0.0,0.0
2020-10-15,-0.92926928934953,-0.0,-0.99635944871652,1.0,-0.7892195103830009,-0.0,0.0
2020-10-16,-0.934487895716946,-0.0,-0.998584729981378,1.0,-0.7913221601489757,-0.0,0.0
2020-10-19,-0.9320735064355331,-0.0,-1.0039059593780224,1.0,-0.7839818465887954,-0.0,0.0
2020-10-20,-0.9304260614390252,-0.0,-1.002080160469522,1.0,-0.7820660450949073,-0.0,0.0
2020-10-21,-0.9224479224479224,-0.0,-1.0066600066600064,1.0,-0.7708957708957709,-0.0,0.0
2020-10-22,-0.9230427375749944,-0.0,-1.008258647507592,1.0,-0.7721279905192209,-0.0,0.0
2020-10-23,-0.9222876615920288,-0.0,-1.0077786420713413,1.0,-0.7740489684038967,-0.0,0.0
2020-10-26,-0.921874421189109,-0.0,-1.0081867012409704,1.0,-0.7743656232635673,-0.0,0.0
2020-10-27,-0.9198786713028039,-0.0,-1.010801213286972,1.0,-0.7684027520899607,-0.0,0.0
2020-10-28,-0.9220779220779219,-0.0,-1.012062012062012,1.0,-0.7658637658637658,-0.0,0.0
