Date,IWF,IWM,MTUM,RAPT,SPY,VLUE,VXX
2020-10-08,-2.246208651399491,-1.161526717557252,-2.3713994910941474,1.0,-3.2668702290076332,-0.1321119592875318,0.0
2020-10-09,-2.2539957243204722,-1.161966812582714,-2.3766670060063118,1.0,-3.2656011401812077,-0.12195866843123282,0.0
2020-10-12,-2.2683275474780475,-1.1632632223810497,-2.3864610986318153,1.0,-3.292117623034511,-0.10026546865427814,0.0
2020-10-13,-2.244806517311609,-1.174032586558045,-2.378411405295316,1.0,-3.2784114052953157,-0.10763747454175153,0.0
2020-10-14,-2.244781590469402,-1.1738112208532734,-2.378576519702678,1.0,-3.2781794114652274,-0.1068119336116485,0.0
2020-10-15,-2.2425198453083657,-1.1717891308772646,-2.3773661713820475,1.0,-3.2768166089965396,-0.10848768573173213,0.0
2020-10-16,-2.231379731379731,-1.190984940984941,-2.357346357346357,1.0,-3.273097273097273,-0.12220187220187219,0.0
2020-10-19,-2.226587947882736,-1.1876017915309447,-2.350162866449512,1.0,-3.278807003257329,-0.13589169381107494,0.0
2020-10-20,-2.1880316221354947,-1.1738216751726207,-2.3259281497047932,1.0,-3.204643250275193,-0.114580206144301,0.0
2020-10-21,-2.191182364729459,-1.1784569138276553,-2.333567134268537,1.0,-3.205310621242485,-0.11142284569138276,0.0
2020-10-22,-1.9206578709560818,-1.0628049882523045,-2.107355864811133,1.0,-2.945870233146575,-0.0,0.0
2020-10-23,-1.8628361215730929,-1.0423929228343698,-2.025137952176579,1.0,-2.828413768941053,-0.0,0.0
2020-10-26,-1.7535046728971961,-1.0078437917222964,-1.9318257676902535,1.0,-2.651285046728972,-0.0,0.0
2020-10-27,-1.732351237275511,-0.9989241082512621,-1.9255979475295868,1.0,-2.6192170818505334,-0.0,0.0
2020-10-28,-1.7274828696441837,-0.9897630644761826,-1.9327994716420374,1.0,-2.605465202674812,-0.0,0.0
2020-10-29,-1.6773191663261138,-0.9932161830813241,-1.9225991009399264,1.0,-2.580138945647732,-0.0,0.0
2020-10-30,-1.671070875132534,-0.9862164586901558,-1.923660386591632,1.0,-2.5749938830437973,-0.0,0.0
2020-11-02,-1.638673139158576,-0.9799352750809062,-1.9078478964401293,1.0,-2.56415857605178,-0.0,0.0
2020-11-03,-1.6445378830759279,-0.973073502061939,-1.9100832861647934,1.0,-2.5583407455324654,-0.0,0.0
2020-11-04,-1.6037215169912482,-0.9465426161002918,-1.8572104391705433,1.0,-2.477016478751084,-0.0,0.0
2020-11-05,-1.5328375733855186,-1.0126810176125245,-1.7944422700587084,1.0,-2.487749510763209,-0.0,0.0
2020-11-06,-1.5253308276564093,-0.9946754365359017,-1.8076109936575053,1.0,-2.5025448281262235,-0.0,0.0
