Date,DAO,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-08-10,1.0,-1.4322919609061633,-0.3200949098920965,-1.327778091633241,-1.5692898706287781,-0.0,0.0
2020-08-11,1.0,-1.4407134767836918,-0.31477916194790484,-1.3378822197055493,-1.5691392978482448,-0.0,0.0
2020-08-12,1.0,-1.4363235543496693,-0.3158668249392346,-1.3288677858798257,-1.5715335481318182,-0.0,0.0
2020-08-13,1.0,-1.4282573152167786,-0.3280148841404973,-1.30935332919885,-1.5723064779838756,-0.0,0.0
2020-08-14,1.0,-1.4317872533454299,-0.33318212746654574,-1.3127693354502157,-1.5925379904740304,-0.0,0.0
2020-08-17,1.0,-1.4444317728231737,-0.33432171979243885,-1.321662770143126,-1.6018703312995382,-0.0,0.0
2020-08-18,1.0,-1.4443557582668187,-0.3361459521094641,-1.3111744583808438,-1.6095781071835804,-0.0,0.0
2020-08-19,1.0,-1.4447231883231657,-0.33593705456411427,-1.3114772792063403,-1.609441815382861,-0.0,0.0
2020-08-20,1.0,-1.4434752864716947,-0.3379510860270224,-1.3105296163274613,-1.6089732626418105,-0.0,0.0
2020-08-21,1.0,-1.4388920616790406,-0.3486007995431182,-1.3062821245002854,-1.6172472872644201,-0.0,0.0
2020-08-24,1.0,-1.4447764624755772,-0.36380875761406734,-1.312722675554534,-1.625158027812895,-0.0,0.0
2020-08-25,1.0,-1.4476864640883977,-0.361072744014733,-1.3261970534069982,-1.6201081952117864,-0.0,0.0
2020-08-26,1.0,-1.4462857471661201,-0.3622187697796191,-1.3254502560561596,-1.6201737729443582,-0.0,0.0
2020-08-27,1.0,-1.4286870087840962,-0.3966134997688396,-1.3209084604715673,-1.6328594544613964,-0.0,0.0
2020-08-28,1.0,-1.4302809573361082,-0.3957104867614753,-1.3220025436466643,-1.6330211585154355,-0.0,0.0
2020-08-31,1.0,-1.434875774598946,-0.39387270516013206,-1.3272137603521168,-1.635431748421845,-0.0,0.0
2020-09-01,1.0,-1.4354707792207793,-0.3997564935064935,-1.317717996289425,-1.6448863636363638,-0.0,0.0
2020-09-02,1.0,-1.4422551583841905,-0.40081371694274914,-1.3210694565533274,-1.6481255448997383,-0.0,0.0
2020-09-03,1.0,-1.4931269423858475,-0.41895768587138416,-1.3847716949557733,-1.6797752808988764,-0.0,0.0
2020-09-04,1.0,-1.4348030570252792,-0.4300411522633745,-1.3272192827748384,-1.6868900646678422,-0.0,0.0
2020-09-08,1.0,-1.4240785374169653,-0.437481629533831,-1.3233202045735113,-1.693668802539533,-0.0,0.0
2020-09-09,1.0,-1.3925059638098563,-0.4592424506894746,-1.2808518065980101,-1.6857508582067842,-0.0,0.0
2020-09-10,1.0,-1.3787791034402872,-0.4653654581257964,-1.2614386655855439,-1.6861461832503184,-0.0,0.0
2020-09-11,1.0,-1.3815598724267903,-0.46413453174833286,-1.2631487387648594,-1.689939112786315,-0.0,0.0
2020-09-14,1.0,-1.3811898411225791,-0.46462947929954773,-1.263133480227299,-1.6894352313579961,-0.0,0.0
2020-09-15,1.0,-1.3877941346934044,-0.44998261272748347,-1.2521154514895096,-1.705923264170627,-0.0,0.0
2020-09-16,1.0,-1.4111567821491486,-0.4467410452143276,-1.287492660011744,-1.72665883734586,-0.0,0.0
2020-09-17,1.0,-1.4076530312811784,-0.4506719877927108,-1.2849932507776278,-1.7256294383473207,-0.0,0.0
2020-09-18,1.0,-1.4043909348441925,-0.459395656279509,-1.293791312559018,-1.7442162417374882,-0.0,0.0
2020-09-21,1.0,-1.402808093917763,-0.46032682437614303,-1.2942599256681022,-1.741962126128252,-0.0,0.0
2020-09-22,1.0,-1.403975463017577,-0.4566473988439307,-1.2952695529078684,-1.7424796508198657,-0.0,0.0
2020-09-23,1.0,-1.405558505930253,-0.4565409807045494,-1.2952144922405144,-1.7434354162978698,-0.0,0.0
2020-09-24,1.0,-1.3973973973973974,-0.44520991579815106,-1.286168521462639,-1.7594064652888182,-0.0,0.0
2020-09-25,1.0,-1.3971029853382795,-0.4458576223282105,-1.2865218159335805,-1.7587587587587588,-0.0,0.0
2020-09-28,1.0,-1.4024888888888887,-0.4533333333333333,-1.280888888888889,-1.7892148148148146,-0.0,0.0
2020-09-29,1.0,-1.4086992691187832,-0.4398359973854656,-1.293897438944679,-1.799691009566819,-0.0,0.0
2020-09-30,1.0,-1.408388783269962,-0.4402328897338403,-1.294736216730038,-1.7977067490494298,-0.0,0.0
2020-10-01,1.0,-1.4080893270772705,-0.44241848310269055,-1.2926887212686347,-1.7961038189701255,-0.0,0.0
2020-10-02,1.0,-1.407946311913529,-0.44233281862453977,-1.2925525596864236,-1.7961159282575125,-0.0,0.0
2020-10-05,1.0,-1.394463872918025,-0.45747140062829705,-1.277399087191038,-1.7979965621480647,-0.0,0.0
2020-10-06,1.0,-1.3977272727272727,-0.4440696022727273,-1.2703598484848484,-1.8064630681818181,-0.0,0.0
2020-10-07,1.0,-1.3957130098243526,-0.47055671330753207,-1.2740696635903543,-1.81381363501042,-0.0,0.0
2020-10-08,1.0,-1.3941393247741323,-0.46445553970518305,-1.271932952924394,-1.813421302900618,-0.0,0.0
2020-10-09,1.0,-1.3967546362339516,-0.4622563005230623,-1.273716119828816,-1.8111626248216832,-0.0,0.0
2020-10-12,1.0,-1.402546406473108,-0.4615064255116611,-1.272667777248929,-1.8128272251308901,-0.0,0.0
2020-10-13,1.0,-1.3843298969072164,-0.4668630338733431,-1.253078055964654,-1.7866863033873341,-0.0,0.0
2020-10-14,1.0,-1.3750512445095167,-0.4707467057101024,-1.2429282576866763,-1.7678477306002929,-0.0,0.0
2020-10-15,1.0,-1.3752421200915654,-0.4698597170863415,-1.2481070611023068,-1.7763103832834422,-0.0,0.0
2020-10-16,1.0,-1.378208516886931,-0.47207048458149775,-1.245403817914831,-1.7780323054331861,-0.0,0.0
2020-10-19,1.0,-1.378267254038179,-0.4713656387665198,-1.2467547723935388,-1.7773274596182085,-0.0,0.0
2020-10-20,1.0,-1.3736237994846567,-0.4678496134926213,-1.2456664324197706,-1.7689739985945188,-0.0,0.0
2020-10-21,1.0,-1.384125861764186,-0.46697307171056507,-1.2484237817453303,-1.7928819751340521,-0.0,0.0
2020-10-22,1.0,-1.4008957897879966,-0.48157659002687375,-1.2741713944461033,-1.815288145715139,-0.0,0.0
2020-10-23,1.0,-1.419678232680994,-0.4660823628286709,-1.2927122103493816,-1.8246488173850401,-0.0,0.0
2020-10-26,1.0,-1.4188321430714756,-0.46528236211966634,-1.2933445357978757,-1.8238612494748845,-0.0,0.0
2020-10-27,1.0,-1.4143361877956764,-0.45391939637104023,-1.2998383136714773,-1.8202886400383258,-0.0,0.0
2020-10-28,1.0,-1.4067705212702217,-0.45536249251048533,-1.3058717795086878,-1.8236069502696228,-0.0,0.0
2020-10-29,1.0,-1.377855782960495,-0.45496192289386,-1.297179914326511,-1.8195502141837219,-0.0,0.0
2020-10-30,1.0,-1.3747621313035203,-0.45290199809705045,-1.3003686964795433,-1.818684586108468,-0.0,0.0
2020-11-02,1.0,-1.3614357757342035,-0.4514980717887867,-1.2962325719371106,-1.8237911598932068,-0.0,0.0
2020-11-03,1.0,-1.3611012222617775,-0.4514061943752225,-1.2942328230687077,-1.8266286934852263,-0.0,0.0
2020-11-04,1.0,-1.3645469092633202,-0.43560718307354945,-1.2941978308540272,-1.832335684229242,-0.0,0.0
2020-11-05,1.0,-1.3071945408553443,-0.48996999823519033,-1.2476028001647155,-1.8379316430378256,-0.0,0.0
2020-11-06,1.0,-1.3064933537230914,-0.4885307610869309,-1.247029761204564,-1.839607105046465,-0.0,0.0
