Date,IWF,IWM,MTUM,NFH,SPY,VLUE,VXX
2019-05-13,-0.0,-0.0,-0.0,1.0,-0.07630221706222509,-0.04004331420661323,0.0
2019-05-14,-0.0,-0.0,-0.0,1.0,-0.07805871752683478,-0.041223151226173295,0.0
2019-05-15,-0.0,-0.0,-0.0,1.0,-0.07831756469614619,-0.04001431479120535,0.0
2019-05-16,-0.0,-0.0,-0.0,1.0,-0.07838466527992127,-0.03995839763805945,0.0
2019-05-17,-0.0,-0.0,-0.0,1.0,-0.07717933239430322,-0.04071366288818835,0.0
2019-05-20,-0.0,-0.0,-0.0,1.0,-0.07703998390809735,-0.040453255257805694,0.0
2019-05-21,-0.0,-0.0,-0.0,1.0,-0.07680277048539351,-0.04032843657487572,0.0
2019-05-22,-0.0,-0.0,-0.0,1.0,-0.07690246815731015,-0.03941684062468604,0.0
2019-05-23,-0.0,-0.0,-0.0,1.0,-0.07644805753146251,-0.040245223392256925,0.0
2019-05-24,-0.0,-0.0,-0.0,1.0,-0.07488191783263523,-0.03910079315569022,0.0
2019-05-28,-0.0,-0.0,-0.0,1.0,-0.07495460166441996,-0.03911498312184579,0.0
2019-05-29,-0.0,-0.0,-0.0,1.0,-0.0753585455678316,-0.03727316221057668,0.0
2019-05-30,-0.0,-0.0,-0.0,1.0,-0.07501946390835279,-0.03721499277054832,0.0
2019-05-31,-0.0,-0.0,-0.0,1.0,-0.07482841855860466,-0.037531007018987976,0.0
2019-06-03,-0.0,-0.0,-0.0,1.0,-0.0753128782578761,-0.03516895981166228,0.0
2019-06-04,-0.0,-0.0,-0.0,1.0,-0.07600306499794557,-0.03450343701762374,0.0
2019-06-05,-0.0,-0.0,-0.0,1.0,-0.07684379675292292,-0.03137363550728653,0.0
2019-06-06,-0.0,-0.0,-0.0,1.0,-0.07713196337922014,-0.031245150850125247,0.0
2019-06-07,-0.0,-0.0,-0.0,1.0,-0.07655910642258765,-0.03154780373210407,0.0
2019-06-10,-0.0,-0.0,-0.0,1.0,-0.07652410980461694,-0.03171788591756896,0.0
2019-06-11,-0.0,-0.0,-0.0,1.0,-0.07686340566058646,-0.03131718344821472,0.0
2019-06-12,-0.0,-0.0,-0.0,1.0,-0.07697848902286303,-0.03126350669932287,0.0
2019-06-13,-0.0,-0.0,-0.0,1.0,-0.0770961485175949,-0.031233028539761707,0.0
2019-06-14,-0.0,-0.0,-0.0,1.0,-0.07559313758128593,-0.03411234658321681,0.0
2019-06-17,-0.0,-0.0,-0.0,1.0,-0.07623074532782884,-0.03354863053225019,0.0
2019-06-18,-0.0,-0.0,-0.0,1.0,-0.07625115153667714,-0.033663717992829946,0.0
2019-06-19,-0.0,-0.0,-0.0,1.0,-0.07649794133641116,-0.033293750762981786,0.0
2019-06-20,-0.0,-0.0,-0.0,1.0,-0.07649879031363062,-0.033316316338534616,0.0
2019-06-21,-0.0,-0.0,-0.0,1.0,-0.0744811828255155,-0.034695031999733804,0.0
2019-06-24,-0.0,-0.0,-0.0,1.0,-0.07428394007606923,-0.03459708807842007,0.0
2019-06-25,-0.0,-0.0,-0.0,1.0,-0.0741040629124749,-0.03507215191277439,0.0
2019-06-26,-0.0,-0.0,-0.0,1.0,-0.0730566272005676,-0.035541661123675225,0.0
2019-06-27,-0.0,-0.0,-0.0,1.0,-0.07356202048871348,-0.03514568273537629,0.0
2019-06-28,-0.0,-0.0,-0.0,1.0,-0.0740601128640642,-0.03461312460503121,0.0
2019-07-01,-0.0,-0.0,-0.0,1.0,-0.0772640631233654,-0.030930005762666784,0.0
2019-07-02,-0.0,-0.0,-0.0,1.0,-0.07851551238551438,-0.030304038320803674,0.0
2019-07-03,-0.0,-0.0,-0.0,1.0,-0.07834418212665921,-0.030561438915933867,0.0
2019-07-05,-0.0,-0.0,-0.0,1.0,-0.07796700372538583,-0.030789870498492102,0.0
2019-07-08,-0.0,-0.0,-0.0,1.0,-0.07772566499240484,-0.031057002516936657,0.0
2019-07-09,-0.0,-0.0,-0.0,1.0,-0.07742607616261028,-0.03087733297867624,0.0
2019-07-10,-0.0,-0.0,-0.0,1.0,-0.07714475726003103,-0.03125692751052982,0.0
2019-07-11,-0.0,-0.0,-0.0,1.0,-0.0769631476863397,-0.0313660293710169,0.0
2019-07-12,-0.0,-0.0,-0.0,1.0,-0.07687872807503825,-0.03183138567975697,0.0
2019-07-15,-0.0,-0.0,-0.0,1.0,-0.07933499584372403,-0.029005264616237182,0.0
2019-07-16,-0.0,-0.0,-0.0,1.0,-0.07983235206067259,-0.02895031544866891,0.0
2019-07-17,-0.0,-0.0,-0.0,1.0,-0.07949531010931991,-0.02922589085748498,0.0
2019-07-18,-0.0,-0.0,-0.0,1.0,-0.07926180447794282,-0.02915096430946575,0.0
2019-07-19,-0.0,-0.0,-0.0,1.0,-0.07915918313044636,-0.02951284950885829,0.0
2019-07-22,-0.0,-0.0,-0.0,1.0,-0.07853049098185284,-0.03004201447781214,0.0
2019-07-23,-0.0,-0.0,-0.0,1.0,-0.07564632770860516,-0.030132472300241058,0.0
2019-07-24,-0.0,-0.0,-0.0,1.0,-0.07564408502364224,-0.02913297096645897,0.0
2019-07-25,-0.0,-0.0,-0.0,1.0,-0.07479031527300455,-0.03026753450543136,0.0
2019-07-26,-0.0,-0.0,-0.0,1.0,-0.07490723562152134,-0.02943060341019525,0.0
2019-07-29,-0.0,-0.0,-0.0,1.0,-0.07616783680689923,-0.02947647741721488,0.0
2019-07-30,-0.0,-0.0,-0.0,1.0,-0.07685582754194148,-0.029779558231154,0.0
2019-07-31,-0.0,-0.002159372785258682,-0.0,1.0,-0.07616495393338057,-0.029057406094968107,0.0
2019-08-01,-0.0,-0.0024367821184497636,-0.0,1.0,-0.07614944120155512,-0.029042012338978546,0.0
2019-08-02,-0.0,-0.0019810527247775466,-0.0,1.0,-0.0756673602195759,-0.029096020186816594,0.0
2019-08-05,-0.0,-0.0015708312130799354,-0.0,1.0,-0.07556583110245801,-0.029082501825261623,0.0
2019-08-06,-0.0,-0.0017594918499009595,-0.0,1.0,-0.07441875906027644,-0.030409330839797716,0.0
2019-08-07,-0.0,-0.0027526891230087226,-0.0,1.0,-0.07217794090009617,-0.030567009739434207,0.0
2019-08-08,-0.0,-0.0025108952945600955,-0.0,1.0,-0.07190894409663076,-0.03170143574541513,0.0
2019-08-09,-0.0,-0.0005075190043801097,-0.0,1.0,-0.06845990048214305,-0.03434579697033221,0.0
2019-08-12,-0.0,-0.00024234412866270104,-0.0,1.0,-0.06645736946463979,-0.03486450760079312,0.0
2019-08-13,-0.0,-0.0,-0.0,1.0,-0.06530607756677406,-0.03431895404712946,0.0
2019-08-14,-0.0,-0.0,-0.0,1.0,-0.0645980067905372,-0.034194420332055074,0.0
2019-08-15,-0.0,-0.001590732065867278,-0.0,1.0,-0.064528869044354,-0.030936996039625686,0.0
2019-08-16,-0.0,-0.0009000900090009,-0.0,1.0,-0.06636517310267612,-0.030394502864920635,0.0
2019-08-19,-0.0,-0.0022306956913508346,-0.0,1.0,-0.06554728964979177,-0.031086887245475422,0.0
2019-08-20,-0.0,-0.003554229423315306,-0.0,1.0,-0.06491953619499995,-0.0285106242938163,0.0
2019-08-21,-0.0,-0.0037500822386455843,-0.0,1.0,-0.06472729665124236,-0.02803789556788526,0.0
2019-08-22,-0.0,-0.004219224320266523,-0.0,1.0,-0.06569935012986444,-0.02598384639831669,0.0
2019-08-23,-0.0,-0.003004287139677423,-0.0,1.0,-0.06535969211539094,-0.02809118121114437,0.0
2019-08-26,-0.0,-0.0023742573607448826,-0.0,1.0,-0.06482707309867938,-0.02692648555204219,0.0
2019-08-27,-0.0,-0.001946312394073588,-0.0,1.0,-0.06390027882565195,-0.02758733803509923,0.0
2019-08-28,-0.0,-0.003861552934999016,-0.0,1.0,-0.06116131008379461,-0.02891242041700396,0.0
2019-08-29,-0.0,-0.0012694799509718087,-0.0,1.0,-0.06208413587812993,-0.031036596042724567,0.0
2019-08-30,-0.0,-0.0018723926111664675,-0.0,1.0,-0.06148236556549541,-0.03161168110197422,0.0
2019-09-03,-0.0,-0.00233258500793955,-0.0,1.0,-0.06385588348026064,-0.028921863877785687,0.0
2019-09-04,-0.0,-0.00020783880459870703,-0.0,1.0,-0.06374087970508767,-0.02993972674666637,0.0
2019-09-05,-0.0,-0.0020426889214165554,-0.0,1.0,-0.06374937190046534,-0.02655495597841522,0.0
2019-09-06,-0.0,-0.0018013100436681223,-0.0,1.0,-0.0649235807860262,-0.02497816593886463,0.0
2019-09-09,-0.0,-0.0005569083940290685,-0.0,1.0,-0.06500540528735381,-0.026414929512868952,0.0
2019-09-10,-0.0,-0.00025118219445870236,-0.0,1.0,-0.06693459434075595,-0.024910721111317397,0.0
2019-09-11,-0.0,-0.0,-0.0,1.0,-0.06729214906723753,-0.02493555856524968,0.0
2019-09-12,-0.0,-0.0,-0.0,1.0,-0.06752358902673423,-0.024560982002446267,0.0
2019-09-13,-0.0,-0.0,-0.0,1.0,-0.06726295786645697,-0.024845466657929798,0.0
2019-09-16,-0.0,-0.0,-0.0,1.0,-0.06688433650738185,-0.02511575085175155,0.0
2019-09-17,-0.0,-0.0,-0.0,1.0,-0.06664774092110147,-0.02522219553206822,0.0
2019-09-18,-0.0,-0.0,-0.0,1.0,-0.06706777754725429,-0.024874698347874515,0.0
2019-09-19,-0.0,-0.0,-0.0,1.0,-0.06517511853000939,-0.02727828879809478,0.0
2019-09-20,-0.0,-0.0,-0.0,1.0,-0.06686577614405899,-0.027153281477348558,0.0
2019-09-23,-0.0,-0.0,-0.0,1.0,-0.06663311304652282,-0.027506674252702524,0.0
2019-09-24,-0.0,-0.0,-0.0,1.0,-0.0666761506642446,-0.02763126217416997,0.0
2019-09-25,-0.0,-0.0,-0.0,1.0,-0.06716809515480147,-0.026073552562532798,0.0
2019-09-26,-0.0,-0.0,-0.0,1.0,-0.06730193302477538,-0.021715219166893545,0.0
2019-09-27,-0.0,-0.0,-0.0,1.0,-0.06897718589673615,-0.02260670232507368,0.0
2019-09-30,-0.0,-0.0,-0.003703946505834535,1.0,-0.06699881998164416,-0.02191774835015952,0.0
2019-10-01,-0.0,-0.0,-0.001987485394166403,1.0,-0.06816419687025652,-0.021873259585248925,0.0
2019-10-02,-0.0,-0.0,-0.00192112473120627,1.0,-0.06799253381070372,-0.02164539967035246,0.0
2019-10-03,-0.0,-0.0024804717247981895,-0.0011423225048412715,1.0,-0.06658108313931983,-0.01772231771796601,0.0
2019-10-04,-0.0,-0.002926553303523831,-0.0,1.0,-0.06676675696552324,-0.01824472078070433,0.0
2019-10-07,-0.0,-0.005262528405693099,-0.0023811853736503898,1.0,-0.06276978612823607,-0.016896630459601394,0.0
2019-10-08,-0.0,-0.005023923444976076,-0.0011309264897781644,1.0,-0.06438668986515876,-0.016876903001304917,0.0
2019-10-09,-0.0,-0.004235907461713913,-0.0,1.0,-0.06471163245356794,-0.017193439774084936,0.0
2019-10-10,-0.0,-0.006581532416502947,-0.004704213053918358,1.0,-0.0601833660772757,-0.019984719493560357,0.0
2019-10-11,-0.0,-0.006796774264047031,-0.007681884738947047,1.0,-0.05710601656577136,-0.021144305789278145,0.0
2019-10-14,-0.0,-0.005480740829878242,-0.009265843279255233,1.0,-0.0589863364365339,-0.020227324939011717,0.0
2019-10-15,-0.0,-0.005295984243352664,-0.009574351679614838,1.0,-0.05908742750848014,-0.020242914979757082,0.0
2019-10-16,-0.0,-0.006437274886964518,-0.010674052746242186,1.0,-0.05828580186768554,-0.019388458885738372,0.0
2019-10-17,-0.0,-0.0045468489788763255,-0.013278990270838812,1.0,-0.057027346831448854,-0.020784030151634676,0.0
2019-10-18,-0.0,-0.00695091600793764,-0.014702174079880717,1.0,-0.05437940599269825,-0.020315532117836665,0.0
2019-10-21,-0.0,-0.005361606947063726,-0.014407262839349153,1.0,-0.05338581641156089,-0.023277487829481164,0.0
2019-10-22,-0.0,-0.0041323672874351925,-0.01579506965833982,1.0,-0.05366596880446339,-0.022525238131775382,0.0
2019-10-23,-0.0,-0.003726844239833388,-0.01313164529211882,1.0,-0.05685629727063466,-0.0224268332785268,0.0
2019-10-24,-0.0,-0.00302061708461023,-0.016531013499412352,1.0,-0.05638119089201568,-0.022473391109500113,0.0
2019-10-25,-0.0,-0.002812815892409792,-0.018678855535533775,1.0,-0.05509163626774491,-0.022172900276886565,0.0
2019-10-28,-0.0,-0.0028597512016454566,-0.019391312955772847,1.0,-0.053301362781438016,-0.024362880429402642,0.0
2019-10-29,-0.0,-0.0025470262641409578,-0.02246014069287935,1.0,-0.05325600370476548,-0.024356627781330627,0.0
2019-10-30,-0.0,-0.002745616936817731,-0.02239497188223619,1.0,-0.05304884772301246,-0.024467967802403793,0.0
2019-10-31,-0.0,-0.002262243704341301,-0.023262486481714452,1.0,-0.05300271469244521,-0.02500606943432872,0.0
2019-11-01,-0.0,-0.003135107686533388,-0.02418669345491075,1.0,-0.05206045017496992,-0.02452890591365207,0.0
2019-11-04,-0.0,-0.0026698440016769266,-0.023377683634518216,1.0,-0.05379404690982105,-0.023410780874208423,0.0
2019-11-05,-0.0,-0.0034258686234638846,-0.026578109804614974,1.0,-0.05280258155777562,-0.02232340199805499,0.0
2019-11-06,-0.0,-0.0013763402668324194,-0.02822607498834551,1.0,-0.052966901236486334,-0.0273714120807157,0.0
2019-11-07,-0.0,-0.0,-0.02693061848475113,1.0,-0.05448160498066889,-0.026387796474980338,0.0
2019-11-08,-0.0,-0.0,-0.0264762622790873,1.0,-0.0550701820520212,-0.02717475663569639,0.0
2019-11-11,-0.0,-0.0,-0.029143574308339904,1.0,-0.05381121094661084,-0.027699723447027334,0.0
2019-11-12,-0.0,-0.0,-0.029098178587294538,1.0,-0.05390937361172812,-0.027609951132829855,0.0
2019-11-13,-0.0,-0.0,-0.03507345488566878,1.0,-0.05111212590356749,-0.027611017675952018,0.0
2019-11-14,-0.0,-0.0,-0.033628023352793995,1.0,-0.05343341673616903,-0.024976369196552682,0.0
2019-11-15,-0.0,-0.0,-0.030574960295865216,1.0,-0.05558578869626059,-0.02444441976432958,0.0
2019-11-18,-0.0,-0.0,-0.030546319874567716,1.0,-0.0565890869463688,-0.02486405942465723,0.0
2019-11-19,-0.0,-0.0,-0.03031419986819913,1.0,-0.05876308235320398,-0.02787923466139463,0.0
2019-11-20,-0.0,-0.0,-0.030805316653635655,1.0,-0.058002904054506865,-0.028146989835809228,0.0
2019-11-21,-0.0,-0.0,-0.03382405664605181,1.0,-0.05747512772250605,-0.029073675719279376,0.0
2019-11-22,-0.0,-0.0,-0.033943494723634976,1.0,-0.05755830887459951,-0.028734344543275153,0.0
2019-11-25,-0.0,-0.0,-0.034235526079942645,1.0,-0.05781726115791361,-0.028219663022046964,0.0
2019-11-26,-0.0,-0.0,-0.03433913676314169,1.0,-0.05749314224934222,-0.027800481442086997,0.0
2019-11-27,-0.0,-0.0,-0.03251122331314443,1.0,-0.057622336912105505,-0.029398923009751127,0.0
2019-11-29,-0.0,-0.0,-0.03507728226829351,1.0,-0.05896350840171065,-0.02842101718506213,0.0
2019-12-02,-0.0,-0.0,-0.04070010036877065,1.0,-0.05845071216717603,-0.02859946094075987,0.0
2019-12-03,-0.0,-0.0,-0.03835767491054752,1.0,-0.05799221369579405,-0.028838580462227426,0.0
2019-12-04,-0.0,-0.0,-0.036083985476195846,1.0,-0.05923411740826774,-0.03230644324665659,0.0
2019-12-05,-0.0,-0.0,-0.03963690691778342,1.0,-0.05697663889894966,-0.03521142701919594,0.0
2019-12-06,-0.0,-0.0,-0.041409631573566,1.0,-0.06007520761619123,-0.0345932313145428,0.0
2019-12-09,-0.0,-0.0,-0.04456716451969923,1.0,-0.0613169334687311,-0.03510833723172415,0.0
2019-12-10,-0.0,-0.0,-0.058091141999281254,1.0,-0.07080836067284173,-0.030372937944146257,0.0
2019-12-11,-0.0,-0.0,-0.060090927060683925,1.0,-0.07197423345697243,-0.030684976105484693,0.0
2019-12-12,-0.0,-0.0,-0.06038332713062895,1.0,-0.07171101600297729,-0.03091272794938593,0.0
2019-12-13,-0.0,-0.0,-0.06757825217431747,1.0,-0.07042695688572624,-0.024731407841495745,0.0
2019-12-16,-0.0,-0.0,-0.0715034598448312,1.0,-0.07274993592879943,-0.020665874513641342,0.0
2019-12-17,-0.0,-0.0,-0.07782872286783071,1.0,-0.07710168040620566,-0.017718728379281633,0.0
2019-12-18,-0.0,-0.0,-0.08815971065530862,1.0,-0.08072383762432779,-0.020856136677295006,0.0
2019-12-19,-0.0,-0.0,-0.09249425947187141,1.0,-0.08174272866437045,-0.02170637198622273,0.0
2019-12-20,-0.0,-0.0,-0.0916852531357172,1.0,-0.08534187111782622,-0.02209991126459937,0.0
2019-12-23,-0.0,-0.00249100806843589,-0.08943326528628366,1.0,-0.11226548070380091,-0.010923981724506659,0.0
2019-12-24,-0.0,-0.00315951926699153,-0.08664373989865234,1.0,-0.11526169325928716,-0.010134765648734369,0.0
2019-12-26,-0.0,-0.007762286166320577,-0.10035350538910313,1.0,-0.11767032532384061,-0.010246712152674775,0.0
2019-12-27,-0.0,-0.005560784702268899,-0.1002922817794511,1.0,-0.12215149113246804,-0.010477558704052313,0.0
2019-12-30,-0.0,-0.009514913755526495,-0.10305747555887664,1.0,-0.1252506382713743,-0.007584532038109471,0.0
2019-12-31,-0.0,-0.0073801201941210495,-0.10535844501999045,1.0,-0.13485378058286604,-0.009668334632502704,0.0
2020-01-02,-0.0,-0.005724199941744867,-0.10973493914871522,1.0,-0.13768473842179246,-0.013259374643820522,0.0
2020-01-03,-0.0,-0.013191408477475765,-0.1173667870493569,1.0,-0.12398149908128998,-0.012646518405879744,0.0
2020-01-06,-0.0,-0.013807132413705422,-0.11841586675990083,1.0,-0.12542114296611787,-0.01373084991418219,0.0
2020-01-07,-0.0,-0.013352832708081644,-0.11969224899853755,1.0,-0.12303681566732372,-0.015616455776689768,0.0
2020-01-08,-0.0,-0.012969673850848752,-0.11984232945514654,1.0,-0.12266514082268422,-0.0160722232818361,0.0
2020-01-09,-0.0,-0.011494252873563218,-0.17525615961621122,1.0,-0.15289158798164248,-0.04686438445433495,0.0
2020-01-10,-0.0,-0.006961989781595643,-0.18786143394531468,1.0,-0.16487002414238391,-0.043933524226601545,0.0
2020-01-13,-0.0,-0.007177437514073408,-0.18810515649628462,1.0,-0.16748761540193652,-0.044556406214816484,0.0
2020-01-14,-0.0,-0.004457273846415079,-0.19398338781112479,1.0,-0.17231962190997724,-0.04424728672298397,0.0
2020-01-15,-0.0,-0.0006853520282136585,-0.20083670060111083,1.0,-0.1863300826705884,-0.03997886831246341,0.0
2020-01-16,-0.0,-0.00937278858512774,-0.2188235633926895,1.0,-0.18790347038689834,-0.02810392386233988,0.0
2020-01-17,-0.0,-0.008873562555008874,-0.2172796398632173,1.0,-0.1892882392831893,-0.027414258300027416,0.0
2020-01-21,-0.0,-0.019784304256844756,-0.21945651696738222,1.0,-0.19588217217612713,-0.028213120271595178,0.0
2020-01-22,-0.0,-0.015873015873015872,-0.22645795775989686,1.0,-0.1939790997962743,-0.029357018276685867,0.0
2020-01-23,-0.0,-0.013990741421118379,-0.2245719744286869,1.0,-0.19811889190976562,-0.03293408773605702,0.0
2020-01-24,-0.0,-0.015279210254899074,-0.22568144983055843,1.0,-0.19986739354648592,-0.03259171946368057,0.0
2020-01-27,-0.0,-0.006280427716248217,-0.23194928591389785,1.0,-0.19276647693009163,-0.03984468075718131,0.0
2020-01-28,-0.0,-0.0004598724224892449,-0.2313158285120902,1.0,-0.20470256638480938,-0.046981160065272205,0.0
2020-01-29,-0.0,-0.0005934277872561383,-0.23203026481715006,1.0,-0.20522216452785402,-0.045708775313404046,0.0
2020-01-30,-0.0,-0.00047486904002255634,-0.22982177571341655,1.0,-0.2144478905426863,-0.03922121477436301,0.0
2020-01-31,-0.0,-0.0047297498289555874,-0.2289169170360234,1.0,-0.21399886961953773,-0.03968230359639468,0.0
2020-02-03,-0.0,-0.006954124224553878,-0.24929156774144137,1.0,-0.23334609787853258,-0.04215363406601822,0.0
2020-02-04,-0.0,-0.0,-0.25074128984432914,1.0,-0.24013157894736842,-0.05348097356066222,0.0
2020-02-05,-0.0,-0.0,-0.24936195073952216,1.0,-0.23800006149872388,-0.050106085298730056,0.0
2020-02-06,-0.0,-0.0,-0.24814067720924504,1.0,-0.23959472152502964,-0.0520764362594891,0.0
2020-02-07,-0.0,-0.0,-0.2513293978020623,1.0,-0.23906040475346413,-0.05094098244424237,0.0
2020-02-10,-0.0,-0.0,-0.25185584475589096,1.0,-0.23945787771446175,-0.04880640689973818,0.0
2020-02-11,-0.0,-0.0,-0.26371555273994296,1.0,-0.2531358885017422,-0.06694646816598036,0.0
2020-02-12,-0.0,-0.0,-0.29381332893978085,1.0,-0.2562814070351759,-0.09747096136419804,0.0
2020-02-13,-0.0,-0.0,-0.2992376740809188,1.0,-0.25638571711438185,-0.09443271071216422,0.0
2020-02-14,-0.0,-0.017848986332173855,-0.3963142545940059,1.0,-0.254102104634412,-0.08854221566353959,0.0
2020-02-18,-0.0,-0.01933623465308,-0.392810388139971,1.0,-0.25237943601174684,-0.10457134769840429,0.0
2020-02-19,-0.0,-0.035504358428418044,-0.42272206147294855,1.0,-0.26763844152062743,-0.09393823588287746,0.0
2020-02-20,-0.0,-0.03663781169825947,-0.42806253345392126,1.0,-0.28341239225530185,-0.0976393067424648,0.0
2020-02-21,-0.0,-0.049333853615028705,-0.434082167344891,1.0,-0.277384469591393,-0.0973484215024992,0.0
2020-02-24,-0.0,-0.054636750541327564,-0.4392593145673113,1.0,-0.27667438213992385,-0.09609497498693348,0.0
2020-02-25,-0.0,-0.06905822989945122,-0.4334831129608486,1.0,-0.24976980590033518,-0.08924164855806417,0.0
2020-02-26,-0.0,-0.06502441592390219,-0.42244086626608823,1.0,-0.24561148728375118,-0.08223355782671048,0.0
2020-02-27,-0.0,-0.06518542721777487,-0.4221350904899345,1.0,-0.24574778993991542,-0.08217611501388662,0.0
2020-02-28,-0.0,-0.09358060411691911,-0.3793770588952992,1.0,-0.19664302023599953,-0.07337946420790267,0.0
2020-03-02,-0.0,-0.08496163415864841,-0.3752892662641588,1.0,-0.20463522001635553,-0.07506133314773894,0.0
2020-03-03,-0.0,-0.11908141962421712,-0.31510647181628393,1.0,-0.175482254697286,-0.060459290187891444,0.0
2020-03-04,-0.0,-0.12793508859082628,-0.31748633879781424,1.0,-0.156963073356516,-0.05351879450240106,0.0
2020-03-05,-0.0,-0.1570928789075725,-0.28000709368500815,1.0,-0.1339255485514373,-0.04119173908136779,0.0
2020-03-06,-0.0,-0.18187643167219314,-0.2693225687603121,1.0,-0.12187034456244894,-0.028801640315888957,0.0
2020-03-09,-0.0,-0.17908663425520047,-0.2689248425918546,1.0,-0.11905634813102735,-0.026954650514067112,0.0
2020-03-10,-0.0,-0.10013698630136986,-0.2671080669710807,1.0,-0.14741248097412482,-0.007412480974124809,0.0
2020-03-11,-0.0,-0.13034477623054583,-0.2607491250279247,1.0,-0.09822026956586491,-0.0,0.0
2020-03-12,-0.0,-0.10872698158526824,-0.24390421428051534,1.0,-0.10307882669772182,-0.0,0.0
2020-03-13,-0.00043765657541275545,-0.11964625275421811,-0.25305605022486494,1.0,-0.1299236364733935,-0.0060819172376324285,0.0
2020-03-16,-0.006048417582749914,-0.12099859374291201,-0.2480758471564877,1.0,-0.12961758879833066,-0.0073488273630411445,0.0
2020-03-17,-0.06630086158103263,-0.11508710144016099,-0.21592981573485942,1.0,-0.14132758945978238,-0.033567071253380286,0.0
2020-03-18,-0.07991205927856039,-0.17949678364953994,-0.15199088022148033,1.0,-0.18995195830958392,-0.027180197052357302,0.0
2020-03-19,-0.07625226165055665,-0.18758251968247242,-0.1537107369313273,1.0,-0.19173906665145315,-0.020733834292327506,0.0
2020-03-20,-0.07847315131394215,-0.11793270898369754,-0.19087260294336256,1.0,-0.2079513734040269,-0.05647225938589102,0.0
2020-03-23,-0.08021547983560656,-0.1407823424426506,-0.1625431860232836,1.0,-0.20357604833559836,-0.05025133856204869,0.0
2020-03-24,-0.11335112820597842,-0.1663544274416831,-0.12361357494570353,1.0,-0.20075600576951771,-0.05384883200424425,0.0
2020-03-25,-0.11589698792144741,-0.16768861189040268,-0.13565272901372488,1.0,-0.20330270297512054,-0.057368925025618626,0.0
2020-03-26,-0.12289152582199023,-0.16805693090079052,-0.12809452677867106,1.0,-0.20237995334083017,-0.0569812524126819,0.0
