Date,AIO,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-09-01,1.0,-0.28226799642607037,-0.3715437927120813,-0.4003284151553935,-0.3606771147762672,-0.0,0.0
2020-09-02,1.0,-0.2809376659746029,-0.3713727004973203,-0.4004393800395925,-0.36142629520544645,-0.0,0.0
2020-09-03,1.0,-0.2810877387881276,-0.3710000724515179,-0.39988407757142513,-0.36307870649890117,-0.0,0.0
2020-09-04,1.0,-0.27269444645049473,-0.3742808309862546,-0.3953443585854938,-0.364916588430707,-0.0,0.0
2020-09-08,1.0,-0.27205333718439356,-0.374660023587744,-0.3948058824945243,-0.3653934098731557,-0.0,0.0
2020-09-09,1.0,-0.26952195544019036,-0.3771961448794674,-0.39055928089023484,-0.36616434734539866,-0.0,0.0
2020-09-10,1.0,-0.2677152119101933,-0.3784607996158002,-0.3880898066994838,-0.3669828310721575,-0.0,0.0
2020-09-11,1.0,-0.2660891683063781,-0.37946921341843837,-0.387867735278591,-0.36615155732591065,-0.0,0.0
2020-09-14,1.0,-0.2661675425335349,-0.37935833753269504,-0.3877810572792935,-0.3663283180956495,-0.0,0.0
2020-09-15,1.0,-0.2673509520840328,-0.3762290757350472,-0.3847906374406446,-0.36980190896445875,-0.0,0.0
2020-09-16,1.0,-0.2675684750803473,-0.3760253273852353,-0.3852832541852545,-0.36957355974480743,-0.0,0.0
2020-09-17,1.0,-0.26564673157162727,-0.3783511582178313,-0.3840583185458731,-0.36991031605198793,-0.0,0.0
2020-09-18,1.0,-0.26593601611588086,-0.37831550673893233,-0.38404719650822583,-0.3699218187922682,-0.0,0.0
2020-09-21,1.0,-0.2656531018440805,-0.3785760533320544,-0.3843313109997362,-0.3694875422651735,-0.0,0.0
2020-09-22,1.0,-0.2687207768852656,-0.372449346601127,-0.38781920633017625,-0.3687807217360029,-0.0,0.0
2020-09-23,1.0,-0.26750095895665515,-0.37272247794399693,-0.3884973149213656,-0.3686708860759494,-0.0,0.0
2020-09-24,1.0,-0.2646995477062244,-0.37123985928638087,-0.3866992126737981,-0.37045013999569243,-0.0,0.0
2020-09-25,1.0,-0.26461015651175035,-0.3714162638204183,-0.38687598717273725,-0.37026755372612835,-0.0,0.0
2020-09-28,1.0,-0.2642042056410134,-0.37149828951460495,-0.3859955503456855,-0.37058922035358005,-0.0,0.0
2020-09-29,1.0,-0.26442365215726626,-0.3720357031754768,-0.38581923472684204,-0.37069563760798296,-0.0,0.0
2020-09-30,1.0,-0.26446518305814787,-0.3720507298396746,-0.38607322325915294,-0.37032782962431204,-0.0,0.0
2020-10-01,1.0,-0.2645243108728943,-0.3721525650842266,-0.38591117917304746,-0.37021439509954057,-0.0,0.0
2020-10-02,1.0,-0.26449405402818654,-0.3719283133539109,-0.38575838059005096,-0.37054052113990377,-0.0,0.0
2020-10-05,1.0,-0.26074793171058297,-0.37645258476399984,-0.381975993496246,-0.3719095213045766,-0.0,0.0
2020-10-06,1.0,-0.261818876758797,-0.3726141277083682,-0.37954181696567213,-0.37490743173837227,-0.0,0.0
2020-10-07,1.0,-0.25885695187165775,-0.37781703590527127,-0.37841386554621853,-0.3722068372803667,-0.0,0.0
2020-10-08,1.0,-0.2587420933285595,-0.3776584317937701,-0.37835063850101447,-0.3721685165294188,-0.0,0.0
2020-10-09,1.0,-0.25786193557630316,-0.3784235535710022,-0.3779459872489792,-0.37360013371857015,-0.0,0.0
2020-10-12,1.0,-0.255061115355233,-0.3799417494270436,-0.37772154316271966,-0.37459415584415584,-0.0,0.0
2020-10-13,1.0,-0.25264840618438633,-0.381847680855125,-0.37760068715403705,-0.37383088375644213,-0.0,0.0
2020-10-14,1.0,-0.25261851931381674,-0.3814091093455491,-0.37799728008016603,-0.3738696824374299,-0.0,0.0
2020-10-15,1.0,-0.25187871269413364,-0.38115800271966027,-0.37839062910036503,-0.3742395686714221,-0.0,0.0
2020-10-16,1.0,-0.2540167593764175,-0.3794017236851529,-0.37887650106238213,-0.3750567001695036,-0.0,0.0
2020-10-19,1.0,-0.25224450811843363,-0.37915472779369624,-0.38006208213944603,-0.376313276026743,-0.0,0.0
2020-10-20,1.0,-0.2514139799059733,-0.3795909600744577,-0.3801398467890127,-0.37531918955683363,-0.0,0.0
2020-10-21,1.0,-0.251759597260993,-0.38076491780593136,-0.3788084842411662,-0.374585450814783,-0.0,0.0
2020-10-22,1.0,-0.2519145890492664,-0.38062746033639505,-0.3782178217821782,-0.37504473338900157,-0.0,0.0
2020-10-23,1.0,-0.25554415029481276,-0.375569931488864,-0.381681029338044,-0.37437635769019595,-0.0,0.0
2020-10-26,1.0,-0.25609494018481815,-0.3760118436447862,-0.38121731655483654,-0.37450750973041386,-0.0,0.0
2020-10-27,1.0,-0.2554390657464237,-0.37635230339359493,-0.3809614787571944,-0.375420915625821,-0.0,0.0
2020-10-28,1.0,-0.25608387266257493,-0.3756836147398085,-0.381439113509899,-0.3749671626107516,-0.0,0.0
2020-10-29,1.0,-0.2509710473013225,-0.37681401167639694,-0.3818658405814369,-0.3732872631955201,-0.0,0.0
2020-10-30,1.0,-0.2519664394336654,-0.3768651380082948,-0.3807026743576298,-0.3740286980979168,-0.0,0.0
2020-11-02,1.0,-0.2553551834359048,-0.37660416964839466,-0.38132722675444874,-0.37207194313248415,-0.0,0.0
2020-11-03,1.0,-0.25803758824651785,-0.37445144056477775,-0.3822982255294791,-0.37027761877504295,-0.0,0.0
