Date,APXT,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-09-25,1.0,-0.034823061202538454,-0.06077229213724857,-0.10239862321178876,-0.14652576099817144,-0.0,0.0
2020-09-28,1.0,-0.03529332615715824,-0.06069698600645856,-0.1032561894510226,-0.14628632938643704,-0.0,0.0
2020-09-29,1.0,-0.035222443380493844,-0.05937651299155415,-0.10387863790413686,-0.1463903383721556,-0.0,0.0
2020-09-30,1.0,-0.035452881976212255,-0.05932134976588988,-0.10347936063721005,-0.14720682417523276,-0.0,0.0
2020-10-01,1.0,-0.03580703761017292,-0.060203189127363256,-0.10273834353764381,-0.14687478974635,-0.0,0.0
2020-10-02,1.0,-0.03649094459031845,-0.061159361745101996,-0.10333266006867299,-0.14554635427186427,-0.0,0.0
2020-10-05,1.0,-0.03867567166794732,-0.058599911028430464,-0.10568744018010003,-0.14507758051253017,-0.0,0.0
2020-10-06,1.0,-0.03895788991567207,-0.05737263248646173,-0.10479025783333783,-0.14595737802085298,-0.0,0.0
2020-10-07,1.0,-0.03911028480586317,-0.057055479212135905,-0.10486891385767791,-0.14620213941206586,-0.0,0.0
2020-10-08,1.0,-0.03896173833436549,-0.05638277821158351,-0.104674331565201,-0.14626134252403133,-0.0,0.0
2020-10-09,1.0,-0.04003985136517852,-0.05573805805374549,-0.10525607194787011,-0.14528246001400186,-0.0,0.0
2020-10-12,1.0,-0.0399316073616328,-0.05580462323464868,-0.10524119175518666,-0.14530743029470763,-0.0,0.0
2020-10-13,1.0,-0.03756272787202841,-0.05771636911568836,-0.10538282500773587,-0.14470798746115246,-0.0,0.0
2020-10-14,1.0,-0.03776097718467499,-0.05760331467929401,-0.10600516573396469,-0.1438737623762376,-0.0,0.0
2020-10-15,1.0,-0.03772061988807576,-0.05756295738269479,-0.10603207059836418,-0.1439410245372363,-0.0,0.0
2020-10-16,1.0,-0.0373025908687347,-0.05832817670639511,-0.10566601199924668,-0.14391024778713443,-0.0,0.0
2020-10-19,1.0,-0.03722187844709301,-0.05832817670639511,-0.10567946406952029,-0.14397750813850252,-0.0,0.0
2020-10-20,1.0,-0.036827385914432464,-0.05834028020544814,-0.10558797429209134,-0.14380025277650793,-0.0,0.0
2020-10-21,1.0,-0.03699221428859575,-0.05829198434789624,-0.1050465932470047,-0.14435166135517097,-0.0,0.0
2020-10-22,1.0,-0.03711373477126644,-0.058131404136298845,-0.10483285372347578,-0.14462254255977194,-0.0,0.0
2020-10-23,1.0,-0.040275683825113075,-0.05428871419340943,-0.10692171010122765,-0.14462631919017876,-0.0,0.0
2020-10-26,1.0,-0.040317152626336054,-0.054330560267075896,-0.10687074280483537,-0.14463021296071937,-0.0,0.0
2020-10-27,1.0,-0.03994777716462307,-0.05441673284251047,-0.105980053030405,-0.14559134285368183,-0.0,0.0
2020-10-28,1.0,-0.039800258425756435,-0.054404005599224724,-0.10612953591041241,-0.14562022181544093,-0.0,0.0
